t_s,q_pitch,q_roll,q_yaw,q_elbow
7.6167,0.200964,-0.126028,-0.309806,1.262288
7.6333,0.238137,-0.115275,-0.341053,1.169584
7.6500,0.233232,-0.111694,-0.357065,1.192042
7.6667,0.242336,-0.098414,-0.366120,1.183359
7.6833,0.254051,-0.078753,-0.375474,1.172916
7.7000,0.260704,-0.056538,-0.379460,1.169942
7.7167,0.264754,-0.032015,-0.383185,1.163743
7.7333,0.267508,-0.006718,-0.388391,1.152551
7.7500,0.272606,0.019384,-0.397473,1.130056
7.7667,0.273481,0.043307,-0.406535,1.111256
7.7833,0.271710,0.063927,-0.414747,1.094968
7.8000,0.268645,0.076423,-0.425597,1.077176
7.8167,0.266044,0.089190,-0.436126,1.059829
7.8333,0.258654,0.098297,-0.442711,1.051984
7.8500,0.251556,0.101892,-0.447367,1.046529
7.8667,0.243803,0.097169,-0.460936,1.028359
7.8833,0.240619,0.089286,-0.480404,0.998339
7.9000,0.238884,0.084389,-0.503652,0.960545
7.9167,0.228968,0.066792,-0.523150,0.940453
7.9333,0.203444,0.030954,-0.549828,0.952477
7.9500,0.163880,-0.019362,-0.577064,0.995100
7.9667,0.122030,-0.074826,-0.596980,1.034349
7.9833,0.086928,-0.132987,-0.611723,1.053164
8.0000,0.026550,-0.219820,-0.605208,1.144559
8.0167,-0.019153,-0.280448,-0.585403,1.175574
8.0500,-0.101887,-0.264248,-0.583566,1.072615
8.0667,-0.139991,-0.234547,-0.597316,0.996044
8.0833,-0.178902,-0.207141,-0.606663,0.953112
8.1000,-0.211606,-0.194068,-0.612485,0.932644
8.1167,-0.240343,-0.190908,-0.612548,0.921877
8.1333,-0.264671,-0.189044,-0.619679,0.916174
8.1500,-0.281877,-0.178543,-0.628839,0.899715
8.1667,-0.300572,-0.166708,-0.634305,0.887337
8.1833,-0.314979,-0.148041,-0.641607,0.872558
8.2000,-0.324249,-0.130838,-0.649839,0.858584
8.2167,-0.324790,-0.125619,-0.662301,0.850649
8.2333,-0.322147,-0.125479,-0.668110,0.852524
8.2500,-0.322891,-0.126498,-0.675659,0.856055
8.2667,-0.321655,-0.120675,-0.686211,0.847341
8.2833,-0.320965,-0.115288,-0.696536,0.837069
8.3000,-0.317794,-0.110098,-0.707193,0.828282
8.3167,-0.315223,-0.108653,-0.713941,0.824811
8.3333,-0.315933,-0.106558,-0.721821,0.818059
8.3500,-0.316175,-0.105084,-0.732345,0.803643
8.3667,-0.310026,-0.103089,-0.748121,0.772342
8.3833,-0.298321,-0.096590,-0.771053,0.717267
8.4000,-0.286175,-0.092875,-0.796121,0.658142
8.4167,-0.281737,-0.083225,-0.821970,0.590142
8.4333,-0.285700,-0.072055,-0.848760,0.519221
8.4500,-0.291721,-0.059336,-0.871867,0.443348
8.4667,-0.294571,-0.047692,-0.900422,0.355865
8.5167,-0.239867,-0.063575,-0.983784,0.088407
8.5333,-0.249352,-0.054014,-1.019211,0.020569
8.5500,-0.275656,-0.036699,-1.037400,-0.033644
8.5667,-0.309496,-0.001401,-1.038791,-0.083681
8.5833,-0.337126,0.038958,-1.029512,-0.127847
8.6000,-0.355640,0.084408,-1.022758,-0.167529
8.6167,-0.370793,0.123971,-1.018937,-0.194777
8.6333,-0.382400,0.158672,-1.017730,-0.219964
8.6500,-0.386505,0.189058,-1.021827,-0.248779
8.6667,-0.384554,0.213455,-1.030996,-0.269830
8.6833,-0.382060,0.234396,-1.040146,-0.281672
8.7000,-0.380780,0.251079,-1.048446,-0.289272
8.7167,-0.380667,0.258175,-1.054299,-0.290850
8.7333,-0.380547,0.261082,-1.057302,-0.291016
8.7500,-0.383098,0.258953,-1.064140,-0.289583
8.7667,-0.392917,0.253350,-1.070325,-0.280783
8.7833,-0.404694,0.247134,-1.074495,-0.271032
8.8000,-0.416507,0.240876,-1.077898,-0.260651
8.8167,-0.427470,0.237378,-1.080086,-0.251910
8.8333,-0.437924,0.234379,-1.081760,-0.242731
8.8500,-0.446606,0.234053,-1.082931,-0.232233
8.8667,-0.453885,0.233655,-1.084375,-0.221112
8.8833,-0.460077,0.232316,-1.086218,-0.208881
