t_s,q_pitch,q_roll,q_yaw,q_elbow
7.9333,-0.214751,-0.157160,-0.361926,0.903765
7.9500,-0.188164,-0.130969,-0.434589,0.759610
7.9667,-0.187529,-0.119179,-0.456881,0.756619
7.9833,-0.185957,-0.104866,-0.485550,0.750692
8.0000,-0.181821,-0.093858,-0.506234,0.749413
8.0167,-0.172980,-0.089796,-0.521512,0.753348
8.0333,-0.154323,-0.087795,-0.545655,0.754834
8.0500,-0.124356,-0.078412,-0.582017,0.749268
8.0667,-0.082341,-0.063056,-0.623679,0.735812
8.0833,-0.035925,-0.050869,-0.659188,0.734086
8.1000,0.011991,-0.036425,-0.692558,0.729153
8.1167,0.054932,-0.020178,-0.722494,0.725387
8.1333,0.087687,-0.004078,-0.743761,0.724806
8.1500,0.108473,0.007809,-0.753931,0.731462
8.1667,0.118364,0.021868,-0.760064,0.735783
8.1833,0.117773,0.039855,-0.761898,0.737999
8.2000,0.103629,0.053471,-0.770865,0.761771
8.2167,0.089816,0.061201,-0.777197,0.783004
8.2333,0.090168,0.065308,-0.782379,0.790649
8.2500,0.081649,0.061633,-0.787942,0.821047
8.2667,0.070286,0.050664,-0.788994,0.866818
8.2833,0.062605,0.041105,-0.784713,0.908812
8.3000,0.060679,0.035212,-0.776753,0.940703
8.3167,0.057580,0.032646,-0.763120,0.972562
8.3333,0.062106,0.040283,-0.756024,0.980788
8.3500,0.066879,0.051594,-0.751472,0.984095
8.3667,0.081936,0.066927,-0.739534,0.966350
8.3833,0.092355,0.078840,-0.731041,0.958381
8.4000,0.101166,0.086532,-0.725401,0.952074
8.4167,0.107122,0.089957,-0.722459,0.950459
8.4333,0.115544,0.090525,-0.719808,0.935302
8.4500,0.112985,0.084821,-0.719720,0.932155
8.4667,0.107284,0.070087,-0.720680,0.931939
8.4833,0.108832,0.057684,-0.723423,0.917417
8.5167,0.118805,-0.006963,-0.739528,0.892105
8.5333,0.115962,-0.074882,-0.762451,0.906074
8.5833,-0.138805,-0.326731,-0.662913,1.211270
8.6167,-0.201847,-0.330211,-0.649499,1.070177
8.6333,-0.223350,-0.321671,-0.659389,1.009013
8.6500,-0.226737,-0.305337,-0.680549,0.948152
8.6667,-0.226261,-0.288669,-0.702644,0.906108
8.6833,-0.227611,-0.271083,-0.722907,0.876742
8.7000,-0.237117,-0.257118,-0.732245,0.866769
8.7167,-0.249456,-0.242392,-0.734204,0.862408
8.7333,-0.259191,-0.229857,-0.734200,0.861184
8.7500,-0.264557,-0.217699,-0.735012,0.861258
