t_s,q_pitch,q_roll,q_yaw,q_elbow
6.4000,-0.393111,-0.404000,0.130808,0.688149
6.4167,-0.366341,-0.449360,0.173977,0.559117
6.4667,-0.226469,-0.564454,0.185159,0.636520
6.4833,-0.191964,-0.590818,0.210437,0.685118
6.5000,-0.137541,-0.619612,0.223123,0.710160
6.5167,-0.113123,-0.627440,0.242520,0.740186
6.5333,-0.113437,-0.621742,0.262285,0.755164
6.5500,-0.114808,-0.611592,0.272164,0.754633
6.5667,-0.120215,-0.603413,0.281012,0.752745
6.5833,-0.125211,-0.599257,0.291984,0.745846
6.6000,-0.121771,-0.613879,0.300849,0.736964
6.6167,-0.121848,-0.624832,0.306817,0.733978
6.6333,-0.126191,-0.635389,0.309067,0.733902
6.6500,-0.118754,-0.659016,0.310695,0.744724
6.6667,-0.115239,-0.677677,0.312663,0.752223
6.6833,-0.108743,-0.688710,0.314527,0.753791
6.7000,-0.106607,-0.690147,0.323120,0.746097
6.7167,-0.104037,-0.688558,0.335034,0.730237
6.7333,-0.096033,-0.690461,0.346826,0.708657
6.7500,-0.084368,-0.698641,0.359901,0.682534
6.7667,-0.064515,-0.712116,0.372850,0.649979
6.7833,-0.041060,-0.724262,0.387728,0.609775
6.8000,-0.016274,-0.730056,0.406678,0.561132
6.8167,-0.001594,-0.722557,0.427451,0.521806
6.8333,0.020589,-0.717009,0.450470,0.483144
6.8500,0.053555,-0.713199,0.476433,0.449672
6.9500,-0.044486,-0.565288,0.151977,1.398030
6.9667,-0.026835,-0.562482,-0.017324,1.463225
6.9833,0.002775,-0.557440,-0.099125,1.502977
7.0000,0.039396,-0.544366,-0.128676,1.504912
7.0167,0.075398,-0.523362,-0.136921,1.504894
7.0333,0.106091,-0.493328,-0.138643,1.505089
7.0500,0.139666,-0.483078,-0.138904,1.504965
7.0667,0.178585,-0.484867,-0.139312,1.504990
7.0833,0.224667,-0.497494,-0.140290,1.505120
7.1000,0.271901,-0.517384,-0.141281,1.505113
7.1167,0.318342,-0.538527,-0.142192,1.505068
7.1333,0.360187,-0.559555,-0.142849,1.504947
7.1500,0.399212,-0.579826,-0.143537,1.504889
7.1667,0.443779,-0.607315,-0.144951,1.504991
7.1833,0.483441,-0.632188,-0.145920,1.504897
7.2000,0.515157,-0.656556,-0.146571,1.504786
