t_s,q_pitch,q_roll,q_yaw,q_elbow
8.1500,0.583357,-2.180582,-1.461580,-0.150210
8.1667,0.539453,-2.151592,-1.393717,-0.177074
8.1833,0.514037,-2.148320,-1.348609,-0.179998
8.2000,0.494553,-2.139199,-1.300859,-0.186304
8.2167,0.479588,-2.131819,-1.251676,-0.187336
8.2333,0.452898,-2.122415,-1.213050,-0.185556
8.2500,0.416610,-2.124748,-1.157075,-0.174809
8.2667,0.381203,-2.138665,-1.106186,-0.156413
8.2833,0.349129,-2.162293,-1.058959,-0.133778
8.3000,0.311388,-2.206951,-1.002792,-0.092643
8.3167,0.288182,-2.274739,-0.951398,-0.027798
8.3333,0.284428,-2.360517,-0.889512,0.055905
8.3500,0.307134,-2.453767,-0.834412,0.142559
8.3667,0.325502,-2.515978,-0.791119,0.196745
8.3833,0.346704,-2.550510,-0.758110,0.228614
8.4000,0.366451,-2.572818,-0.728443,0.237512
8.4167,0.388049,-2.588717,-0.706525,0.237728
8.4333,0.411669,-2.594619,-0.683305,0.234512
8.4500,0.440912,-2.599283,-0.655315,0.249899
8.4667,0.443483,-2.587055,-0.638115,0.259940
8.4833,0.465188,-2.602657,-0.620977,0.296282
8.5000,0.488628,-2.625370,-0.605979,0.331277
8.5167,0.479499,-2.624966,-0.601536,0.327913
8.5500,0.398793,-2.583275,-0.602532,0.234062
8.5667,0.365725,-2.562892,-0.597558,0.201175
8.5833,0.309140,-2.509025,-0.586425,0.134509
8.6000,0.250165,-2.440722,-0.569899,0.069839
8.6167,0.193590,-2.381088,-0.554556,0.015045
8.6333,0.156682,-2.338944,-0.540525,-0.017475
8.6500,0.123984,-2.314566,-0.531053,-0.044407
8.6667,0.101956,-2.306681,-0.527018,-0.058998
8.6833,0.089376,-2.317084,-0.529397,-0.063060
8.7000,0.095397,-2.353959,-0.527950,-0.041899
8.7167,0.098868,-2.394796,-0.532958,-0.009275
8.7333,0.111500,-2.439519,-0.538700,0.037691
8.7500,0.133120,-2.496356,-0.548219,0.090952
8.7667,0.172769,-2.555166,-0.555415,0.143864
8.7833,0.203916,-2.593111,-0.560100,0.177225
8.8000,0.224512,-2.614725,-0.563022,0.177938
8.8167,0.220066,-2.623562,-0.570482,0.151390
8.8333,0.212574,-2.628492,-0.577624,0.129614
8.8500,0.225688,-2.641474,-0.580507,0.127078
8.8667,0.233355,-2.641470,-0.579461,0.126351
8.8833,0.241884,-2.634169,-0.575816,0.137091
8.9000,0.258441,-2.629991,-0.570764,0.161915
8.9167,0.277826,-2.625334,-0.564190,0.190739
8.9333,0.291274,-2.616887,-0.557942,0.213270
8.9500,0.291218,-2.602809,-0.553286,0.218065
8.9667,0.268774,-2.571223,-0.549428,0.193999
8.9833,0.239739,-2.538072,-0.546322,0.160872
9.0000,0.205924,-2.500921,-0.542488,0.120015
9.0167,0.168056,-2.456517,-0.536405,0.070280
9.0333,0.118719,-2.409923,-0.531323,0.015397
9.0500,0.056939,-2.361982,-0.529647,-0.039486
9.0667,0.003562,-2.320344,-0.528617,-0.085017
9.0833,-0.042199,-2.277651,-0.523215,-0.126762
9.1000,-0.064551,-2.250003,-0.511462,-0.147459
9.1167,-0.092780,-2.243361,-0.513671,-0.149031
9.1500,-0.165078,-2.276310,-0.550268,-0.129792
9.2000,-0.003526,-2.460829,-0.532930,-0.012626
9.2167,0.036854,-2.488736,-0.530866,-0.010756
9.2333,0.097346,-2.535536,-0.531100,0.013381
9.2500,0.179597,-2.587841,-0.530781,0.058356
9.2667,0.269926,-2.638815,-0.530481,0.120137
9.2833,0.317489,-2.655417,-0.529820,0.164010
9.3000,0.323190,-2.647190,-0.530454,0.182110
9.3167,0.305168,-2.636916,-0.535723,0.185326
9.3333,0.295233,-2.635307,-0.541279,0.195537
9.3500,0.279393,-2.625774,-0.545304,0.202364
9.3667,0.266563,-2.609436,-0.546121,0.204447
9.3833,0.243258,-2.589521,-0.549022,0.189359
9.4000,0.228606,-2.572852,-0.549411,0.172408
9.4167,0.216221,-2.560055,-0.549932,0.152198
9.4333,0.183158,-2.533998,-0.552161,0.110160
9.4500,0.130733,-2.494659,-0.555127,0.048854
9.4667,0.078646,-2.457425,-0.558723,-0.006517
9.4833,0.023548,-2.422813,-0.563957,-0.050811
9.5000,-0.044189,-2.385256,-0.573096,-0.091205
9.5167,-0.077992,-2.364844,-0.573087,-0.110422
9.5333,-0.086239,-2.355734,-0.567288,-0.114687
9.5500,-0.071789,-2.356443,-0.554501,-0.106429
9.5667,-0.053696,-2.367633,-0.543405,-0.084692
9.5833,-0.034493,-2.401436,-0.542897,-0.050000
9.6000,0.013902,-2.453369,-0.540168,-0.001292
9.6167,0.088709,-2.522643,-0.539484,0.068336
9.6333,0.177500,-2.598861,-0.542521,0.158740
9.6500,0.280558,-2.674044,-0.545395,0.244248
9.6667,0.388816,-2.737140,-0.548000,0.314089
9.6833,0.492518,-2.787914,-0.549252,0.378670
9.7000,0.583142,-2.833863,-0.552839,0.445341
9.7167,0.656752,-2.875737,-0.558435,0.521272
9.7333,0.718638,-2.913149,-0.564399,0.609998
9.7500,0.751829,-2.929714,-0.567606,0.647743
9.7667,0.756718,-2.920738,-0.567218,0.635023
9.7833,0.737870,-2.897779,-0.569512,0.584679
9.8500,0.491157,-2.754627,-0.590049,0.228351
9.8667,0.435871,-2.721167,-0.597583,0.187263
9.8833,0.341856,-2.657431,-0.605839,0.081180
9.9000,0.259932,-2.593650,-0.608821,-0.009375
9.9167,0.182363,-2.538499,-0.614083,-0.085119
9.9333,0.132420,-2.499000,-0.613472,-0.142723
9.9500,0.109752,-2.477802,-0.607558,-0.179692
9.9667,0.100837,-2.481717,-0.607531,-0.190129
9.9833,0.072536,-2.488492,-0.619975,-0.190023
10.0000,0.057008,-2.522399,-0.634123,-0.158583
10.0167,0.062265,-2.565883,-0.644120,-0.115339
10.0333,0.089913,-2.602665,-0.643392,-0.064106
10.0500,0.126568,-2.627038,-0.636105,-0.025737
