t_s,q_pitch,q_roll,q_yaw,q_elbow
8.1000,-1.751995,0.569189,-0.265727,0.272080
8.1167,-1.905958,0.559674,-0.278478,0.342194
8.1333,-1.906696,0.569377,-0.290561,0.316635
8.1500,-1.910605,0.571125,-0.300762,0.323704
8.1667,-1.916196,0.571524,-0.310189,0.336125
8.1833,-1.925219,0.572129,-0.320676,0.354135
8.2000,-1.936348,0.571653,-0.329533,0.372679
8.2167,-1.942510,0.571322,-0.335515,0.382718
8.2333,-1.950180,0.568294,-0.341761,0.391062
8.2500,-1.954177,0.565250,-0.346227,0.391470
8.2667,-1.955024,0.565603,-0.347731,0.391016
8.2833,-1.954827,0.569661,-0.349409,0.389913
8.3000,-1.949600,0.575049,-0.354394,0.375458
8.3167,-1.946515,0.579333,-0.357582,0.366443
8.3333,-1.943793,0.584374,-0.360108,0.358820
8.3500,-1.941767,0.587997,-0.361548,0.357209
8.3667,-1.938703,0.591820,-0.362925,0.355570
8.3833,-1.936871,0.593506,-0.363724,0.356890
8.4000,-1.932501,0.596031,-0.365676,0.358024
8.4167,-1.929366,0.597382,-0.367769,0.362806
8.4333,-1.928987,0.597220,-0.370755,0.370224
8.4500,-1.922460,0.601537,-0.371687,0.369430
8.4667,-1.912067,0.609253,-0.372451,0.359023
8.4833,-1.910251,0.611367,-0.373330,0.357819
8.5000,-1.907261,0.616059,-0.373868,0.352340
8.5167,-1.905220,0.618687,-0.374387,0.349794
8.5333,-1.904280,0.619600,-0.374792,0.349458
8.5500,-1.903586,0.621404,-0.374727,0.348870
8.5667,-1.909140,0.620344,-0.375902,0.357380
8.5833,-1.919965,0.612415,-0.379334,0.375229
8.6000,-1.924141,0.609353,-0.381078,0.379224
8.6333,-1.930944,0.614460,-0.378279,0.375606
8.6500,-1.933823,0.611176,-0.379924,0.372226
8.6667,-1.942158,0.600112,-0.384390,0.382602
8.6833,-1.955958,0.590627,-0.387210,0.397010
8.7000,-1.971281,0.574526,-0.392319,0.414704
8.7167,-1.974810,0.566921,-0.395637,0.398499
8.7333,-1.971055,0.562148,-0.399890,0.373856
8.7500,-1.970478,0.553591,-0.404646,0.369120
8.7667,-1.968288,0.541435,-0.411385,0.366772
8.7833,-1.967417,0.525789,-0.419837,0.379278
8.8000,-1.965460,0.515980,-0.425607,0.388233
8.8167,-1.966234,0.504897,-0.431311,0.404328
8.8333,-1.972738,0.493440,-0.435469,0.427447
8.8500,-1.967483,0.494305,-0.436247,0.428872
8.8667,-1.959161,0.502190,-0.434667,0.423011
8.8833,-1.948280,0.508206,-0.434400,0.413342
8.9000,-1.936611,0.512317,-0.435130,0.409690
