t_s,q_pitch,q_roll,q_yaw,q_elbow
8.1000,0.769699,-2.259300,-1.810022,-0.196303
8.1167,0.696281,-2.210703,-1.702480,-0.252436
8.1333,0.660530,-2.213565,-1.650636,-0.249677
8.1500,0.627182,-2.222513,-1.599742,-0.248404
8.1667,0.576627,-2.242812,-1.529147,-0.238092
8.1833,0.534847,-2.262456,-1.458664,-0.224860
8.2000,0.494721,-2.292580,-1.393781,-0.207788
8.2167,0.448808,-2.342202,-1.312883,-0.178821
8.2333,0.412477,-2.387146,-1.237157,-0.144360
8.2500,0.385851,-2.434549,-1.167122,-0.106893
8.2667,0.372965,-2.486654,-1.101045,-0.083157
8.2833,0.380318,-2.523817,-1.048949,-0.070048
8.3000,0.393473,-2.529707,-1.009444,-0.084728
8.3500,0.461294,-2.563158,-0.906515,0.051376
8.3667,0.477084,-2.569289,-0.851728,0.091044
8.3833,0.481528,-2.557075,-0.813779,0.112942
8.4000,0.475329,-2.538296,-0.791177,0.113826
8.4167,0.456468,-2.526679,-0.767851,0.105548
8.4333,0.428265,-2.519050,-0.751776,0.089742
8.4500,0.407157,-2.518293,-0.736270,0.080594
8.4667,0.378141,-2.512076,-0.716988,0.058967
8.4833,0.338545,-2.492245,-0.700403,0.026121
8.5000,0.289520,-2.466748,-0.687919,-0.018105
8.5167,0.237934,-2.439903,-0.677604,-0.068672
8.5333,0.196402,-2.419890,-0.666189,-0.112060
8.5500,0.168982,-2.410320,-0.653044,-0.144641
8.5667,0.152652,-2.408573,-0.644247,-0.160542
8.5833,0.137313,-2.415477,-0.644152,-0.163363
8.6000,0.139209,-2.441545,-0.638765,-0.160232
8.6167,0.139857,-2.478694,-0.640785,-0.154265
8.6333,0.160485,-2.544255,-0.644837,-0.119184
8.6500,0.174172,-2.589223,-0.648778,-0.094956
8.6667,0.193500,-2.624951,-0.649570,-0.077379
8.6833,0.214900,-2.651563,-0.648763,-0.070198
8.7000,0.242149,-2.671306,-0.644206,-0.072084
8.7167,0.265177,-2.674581,-0.635718,-0.083138
8.7500,0.328918,-2.675106,-0.610331,-0.066568
8.7667,0.363719,-2.666246,-0.593829,-0.055322
8.7833,0.405080,-2.648547,-0.571930,-0.034864
8.8000,0.435936,-2.633164,-0.555354,-0.002185
8.8167,0.450616,-2.616385,-0.544096,0.033264
8.8333,0.430145,-2.599338,-0.544885,0.049108
8.8667,0.372372,-2.597189,-0.565060,0.050079
8.8833,0.352520,-2.595811,-0.571353,0.053210
8.9000,0.331559,-2.586326,-0.574055,0.048321
8.9167,0.300292,-2.570298,-0.577014,0.029821
8.9333,0.249823,-2.536459,-0.579560,-0.004903
8.9500,0.195307,-2.500538,-0.582193,-0.044365
8.9667,0.137286,-2.469515,-0.587782,-0.084596
8.9833,0.081668,-2.444389,-0.594475,-0.122333
9.0000,0.039578,-2.429502,-0.599063,-0.149486
9.0167,0.016775,-2.429705,-0.603176,-0.166780
9.0333,0.012542,-2.444846,-0.606748,-0.170320
9.0500,0.024156,-2.478631,-0.609213,-0.155506
9.0667,0.039603,-2.513500,-0.611539,-0.136336
9.0833,0.060349,-2.543015,-0.612179,-0.123780
9.1000,0.085020,-2.574956,-0.613801,-0.110532
9.1167,0.110689,-2.601528,-0.614692,-0.091381
9.1333,0.131038,-2.613280,-0.612303,-0.082073
9.1500,0.150808,-2.621947,-0.609459,-0.077137
9.1667,0.172868,-2.625959,-0.603382,-0.081446
9.1833,0.204015,-2.619323,-0.589351,-0.091710
9.2000,0.254684,-2.610618,-0.567909,-0.100225
9.2167,0.305314,-2.602390,-0.547445,-0.100115
9.2333,0.351092,-2.598571,-0.532869,-0.072199
9.2500,0.379978,-2.581457,-0.518698,-0.030781
9.2667,0.420035,-2.575263,-0.504929,0.029298
9.2833,0.413690,-2.560613,-0.503312,0.059592
9.3333,0.301702,-2.538877,-0.535757,0.016684
9.3500,0.271798,-2.532163,-0.544097,0.012516
9.3667,0.246896,-2.525815,-0.550324,0.002031
9.3833,0.212004,-2.514264,-0.557449,-0.016603
9.4000,0.170020,-2.496396,-0.564366,-0.044241
9.4167,0.123734,-2.472122,-0.569990,-0.081175
9.4333,0.079009,-2.449100,-0.575038,-0.118356
9.4500,0.050620,-2.433309,-0.575517,-0.151510
9.4667,0.042089,-2.430286,-0.573691,-0.171852
9.4833,0.052438,-2.447366,-0.571692,-0.173682
9.5000,0.054806,-2.464560,-0.574651,-0.172568
9.5167,0.071638,-2.500055,-0.579447,-0.155894
9.5333,0.085484,-2.543801,-0.591405,-0.131917
9.5500,0.111199,-2.593984,-0.603008,-0.096584
9.5667,0.134729,-2.624477,-0.609025,-0.075673
9.5833,0.148959,-2.633508,-0.609567,-0.065308
9.6000,0.158645,-2.634601,-0.607858,-0.065404
9.6167,0.176109,-2.626379,-0.599050,-0.072916
9.6333,0.209179,-2.618853,-0.585055,-0.066800
9.6500,0.260563,-2.615280,-0.566796,-0.041438
9.6667,0.316786,-2.613113,-0.548182,-0.002640
9.6833,0.373976,-2.616887,-0.532875,0.051877
9.7000,0.417831,-2.604957,-0.516738,0.080754
9.7167,0.415567,-2.574725,-0.508887,0.056793
9.7667,0.293070,-2.522353,-0.532833,-0.050125
9.7833,0.268121,-2.522100,-0.542209,-0.052692
9.8000,0.239608,-2.511103,-0.548174,-0.067631
9.8167,0.195712,-2.488318,-0.554191,-0.094125
9.8333,0.143604,-2.471026,-0.565346,-0.121987
9.8500,0.099746,-2.456523,-0.573712,-0.146231
9.8667,0.071309,-2.450360,-0.579989,-0.165970
9.8833,0.055633,-2.447462,-0.581746,-0.180886
9.9000,0.054562,-2.454328,-0.582193,-0.181654
9.9167,0.053972,-2.483357,-0.590821,-0.166271
9.9333,0.052976,-2.526971,-0.606506,-0.144082
9.9500,0.055183,-2.567939,-0.621271,-0.111011
9.9667,0.067194,-2.590251,-0.625027,-0.077734
9.9833,0.088705,-2.627305,-0.631656,-0.028679
10.0000,0.114467,-2.651224,-0.632443,0.000189
10.0167,0.136171,-2.661439,-0.629509,0.014445
10.0333,0.164264,-2.664932,-0.621781,0.022000
10.0500,0.197668,-2.662714,-0.610047,0.030438
10.0667,0.230965,-2.659100,-0.598166,0.041878
10.0833,0.250267,-2.647369,-0.588540,0.047459
10.1000,0.264106,-2.630820,-0.578026,0.052238
10.1167,0.259520,-2.607037,-0.571818,0.049465
10.1500,0.212039,-2.584419,-0.581619,0.034513
10.1667,0.192207,-2.570451,-0.583564,0.029775
10.1833,0.167390,-2.551831,-0.584748,0.014480
10.2000,0.139642,-2.534880,-0.587220,-0.007043
10.2167,0.107041,-2.518445,-0.591508,-0.037838
10.2333,0.073332,-2.491879,-0.591779,-0.076424
10.2500,0.042573,-2.476886,-0.595106,-0.116206
10.2667,0.018627,-2.472020,-0.599530,-0.152022
10.2833,0.002218,-2.482638,-0.608194,-0.169682
10.3000,-0.008993,-2.515858,-0.624084,-0.160171
10.3167,-0.007497,-2.555113,-0.637139,-0.134897
10.3333,-0.001435,-2.600080,-0.651847,-0.094095
