t_s,q_pitch,q_roll,q_yaw,q_elbow
6.5667,0.401255,0.240374,-0.173669,0.701505
6.5833,0.380875,0.256134,-0.220290,0.736108
6.6000,0.352828,0.268265,-0.254649,0.746300
6.6167,0.292420,0.275295,-0.297501,0.778588
6.6333,0.204361,0.270368,-0.339345,0.814086
6.6500,0.166333,0.278800,-0.344122,0.797543
6.6667,0.165115,0.304223,-0.363896,0.779556
6.6833,0.193396,0.327202,-0.386306,0.771790
6.7000,0.226648,0.335938,-0.397664,0.779745
6.7167,0.246209,0.342155,-0.412189,0.791180
6.7333,0.262316,0.345799,-0.421930,0.795146
6.7500,0.275195,0.349359,-0.435178,0.795486
6.7667,0.284559,0.352137,-0.447788,0.795108
6.7833,0.296630,0.352645,-0.464969,0.792313
6.8000,0.308265,0.348556,-0.475380,0.793184
6.8167,0.321157,0.342746,-0.486344,0.794340
6.8333,0.333292,0.338070,-0.500458,0.793459
6.8500,0.337884,0.335432,-0.509096,0.792454
6.8667,0.337268,0.335737,-0.519604,0.788117
6.8833,0.333233,0.336856,-0.529205,0.781749
6.9000,0.332026,0.341861,-0.545102,0.768947
6.9167,0.332622,0.348018,-0.560757,0.755396
6.9333,0.329400,0.353546,-0.572212,0.746084
6.9500,0.322996,0.359404,-0.582703,0.737692
6.9667,0.315938,0.364129,-0.589795,0.731560
6.9833,0.308135,0.369259,-0.596393,0.726103
7.0000,0.300855,0.375101,-0.602624,0.720396
7.0167,0.294107,0.380214,-0.605909,0.716357
7.0333,0.287895,0.386455,-0.611767,0.711902
7.0500,0.282817,0.392327,-0.617654,0.707658
7.0667,0.277894,0.397916,-0.623372,0.703274
7.0833,0.274663,0.402727,-0.629388,0.699171
7.1000,0.272858,0.406867,-0.635644,0.695163
7.1167,0.271962,0.409720,-0.639713,0.693072
7.1333,0.271302,0.411821,-0.643929,0.691661
7.1500,0.271622,0.413925,-0.648230,0.689819
7.1667,0.272188,0.414589,-0.650536,0.689253
7.1833,0.272936,0.415171,-0.652880,0.689643
7.2000,0.273761,0.415883,-0.655160,0.689536
7.2167,0.274930,0.415782,-0.657708,0.689699
7.2333,0.277470,0.416167,-0.662594,0.688739
7.2500,0.280986,0.416217,-0.667694,0.687469
7.2667,0.285766,0.414650,-0.673436,0.688385
7.2833,0.288963,0.413082,-0.680629,0.695182
7.3000,0.296578,0.410350,-0.690125,0.709218
7.3167,0.306784,0.408635,-0.699924,0.727011
7.3333,0.316445,0.406235,-0.708485,0.753802
7.3500,0.329207,0.406051,-0.714256,0.772913
7.3667,0.322713,0.403232,-0.714433,0.807687
7.3833,0.295402,0.394823,-0.706530,0.860741
7.4000,0.246220,0.374076,-0.688005,0.934033
7.4167,0.185998,0.339574,-0.652885,1.022280
7.4333,0.152137,0.318383,-0.619304,1.060771
7.4500,0.140431,0.312212,-0.611828,1.057348
7.4667,0.153906,0.314382,-0.593888,1.016525
7.4833,0.174718,0.325665,-0.584835,0.970137
7.5000,0.190187,0.334973,-0.583062,0.933497
7.5167,0.201477,0.342038,-0.584599,0.910515
7.5333,0.208331,0.343027,-0.587147,0.901573
7.5500,0.201391,0.338948,-0.588813,0.908733
7.5667,0.190229,0.332701,-0.589886,0.918082
7.5833,0.178902,0.326430,-0.590106,0.927541
7.6000,0.166431,0.320514,-0.588976,0.940492
7.6167,0.155773,0.316582,-0.586965,0.949765
7.6333,0.144092,0.312698,-0.582459,0.970789
7.6500,0.135911,0.310818,-0.577321,0.982810
7.6667,0.131955,0.309773,-0.572680,0.991144
7.6833,0.131039,0.310579,-0.571666,0.991675
7.7000,0.126958,0.310445,-0.569715,0.991288
7.7167,0.126208,0.310808,-0.566830,0.987420
7.7333,0.126300,0.311207,-0.564418,0.983331
7.7500,0.127632,0.311886,-0.562042,0.978274
7.7667,0.129435,0.311542,-0.560792,0.974188
7.7833,0.130606,0.310205,-0.560555,0.972578
7.8000,0.141523,0.312948,-0.560023,0.961143
7.8167,0.150247,0.314148,-0.560470,0.959880
7.8333,0.172207,0.318511,-0.562588,0.946291
7.8500,0.193232,0.323879,-0.565430,0.938019
7.8667,0.214836,0.325390,-0.568380,0.943010
7.8833,0.212467,0.321013,-0.566983,0.979245
7.9000,0.201862,0.319867,-0.560746,1.000492
7.9167,0.184483,0.319268,-0.553197,1.010091
7.9333,0.174885,0.324505,-0.548392,1.003697
7.9500,0.178767,0.333370,-0.543348,0.988198
7.9667,0.193257,0.344248,-0.541119,0.971228
7.9833,0.223192,0.355519,-0.543270,0.947674
8.0000,0.254107,0.361836,-0.548707,0.930073
8.0167,0.274263,0.356968,-0.554763,0.927888
8.0333,0.287936,0.353816,-0.559970,0.921467
8.0500,0.293518,0.354312,-0.563786,0.913016
8.0667,0.293202,0.357675,-0.568871,0.892679
8.0833,0.288935,0.362475,-0.573211,0.876564
8.1000,0.295039,0.363389,-0.579393,0.867554
8.1167,0.295671,0.365157,-0.580190,0.867487
8.1333,0.308922,0.364623,-0.585576,0.867331
8.1500,0.327226,0.361867,-0.593290,0.866360
8.1667,0.342737,0.355549,-0.599288,0.868401
8.1833,0.354131,0.350421,-0.605418,0.866857
8.2000,0.362301,0.347161,-0.609564,0.868586
8.2167,0.363562,0.347551,-0.613474,0.874845
8.2333,0.355766,0.349778,-0.616010,0.887338
8.2500,0.346030,0.353172,-0.616197,0.896131
8.2667,0.340426,0.357318,-0.615648,0.892548
8.2833,0.336547,0.362375,-0.616284,0.883457
8.3000,0.332687,0.367029,-0.617477,0.873056
8.3167,0.325602,0.371241,-0.618006,0.864015
8.3333,0.317677,0.376404,-0.619334,0.852012
8.3500,0.309460,0.379992,-0.620469,0.843878
8.3667,0.304181,0.383348,-0.622319,0.836626
8.3833,0.300632,0.384781,-0.623171,0.834044
8.4000,0.299157,0.385990,-0.626413,0.825781
8.4167,0.296698,0.385367,-0.629111,0.821136
8.4333,0.294401,0.383802,-0.631117,0.817753
8.4500,0.292735,0.383252,-0.634128,0.812433
8.4667,0.292088,0.384091,-0.638263,0.804236
8.4833,0.295216,0.386448,-0.642915,0.795807
8.5000,0.298294,0.389923,-0.646125,0.794006
8.5167,0.302991,0.393742,-0.649466,0.790913
8.5333,0.309777,0.397365,-0.654352,0.786672
8.5500,0.317549,0.397797,-0.657921,0.788792
8.5667,0.322813,0.397360,-0.663592,0.802745
8.5833,0.327080,0.395825,-0.668042,0.816653
8.6000,0.330912,0.395017,-0.670795,0.826228
8.6167,0.334479,0.394810,-0.672520,0.831832
8.6333,0.333852,0.395389,-0.673230,0.841518
8.6500,0.324107,0.396410,-0.671501,0.849277
8.6667,0.303355,0.394849,-0.667577,0.860203
8.6833,0.268433,0.387947,-0.661374,0.871561
8.7000,0.211721,0.365889,-0.651263,0.909902
8.7167,0.164467,0.344380,-0.639812,0.941553
8.7333,0.126687,0.329047,-0.629201,0.950242
8.7500,0.113302,0.328245,-0.623094,0.935311
8.7667,0.120140,0.338892,-0.618064,0.907284
8.7833,0.131136,0.343913,-0.617284,0.900528
8.8000,0.148965,0.345168,-0.618926,0.899001
8.8167,0.162517,0.345732,-0.620259,0.897059
8.8333,0.169536,0.346676,-0.620851,0.900881
8.8500,0.176129,0.344409,-0.621435,0.909072
8.8667,0.178867,0.341196,-0.620163,0.924382
8.8833,0.181245,0.336425,-0.617102,0.945391
8.9000,0.176287,0.330353,-0.611915,0.962618
8.9167,0.166011,0.321873,-0.604535,0.978960
8.9333,0.152984,0.310965,-0.596472,0.994989
8.9500,0.141627,0.302140,-0.589262,1.000945
8.9667,0.134479,0.294925,-0.584692,1.002643
8.9833,0.132059,0.290945,-0.584155,1.001163
9.0000,0.134968,0.287662,-0.583270,1.002844
9.0167,0.147570,0.291053,-0.582276,1.006070
9.0333,0.165077,0.295672,-0.579611,1.007988
9.0500,0.182682,0.300405,-0.574475,0.995053
9.0667,0.207351,0.305161,-0.573138,0.969640
9.0833,0.228025,0.312146,-0.574381,0.946869
9.1000,0.244280,0.324041,-0.577194,0.917067
9.1167,0.260476,0.328831,-0.583525,0.893454
9.1333,0.265942,0.327831,-0.586202,0.893974
9.1500,0.257530,0.327456,-0.588692,0.900964
9.1667,0.238856,0.324813,-0.589975,0.915317
9.1833,0.210450,0.317870,-0.588622,0.938079
9.2000,0.179603,0.315286,-0.582741,0.962869
9.2167,0.158023,0.317852,-0.573643,0.990531
9.2333,0.166840,0.328524,-0.568882,0.988978
9.2500,0.193551,0.337696,-0.565417,0.979142
9.2667,0.229606,0.337215,-0.566805,0.974977
9.2833,0.270229,0.328342,-0.571791,0.972197
9.3000,0.306469,0.317030,-0.577562,0.970208
9.3167,0.334579,0.307888,-0.582631,0.967576
9.3333,0.351933,0.304392,-0.585647,0.964475
9.3500,0.364929,0.306977,-0.588280,0.948035
9.3667,0.372945,0.311445,-0.591624,0.930727
9.3833,0.384149,0.314836,-0.597214,0.914180
9.4000,0.398460,0.314185,-0.604528,0.901763
9.4167,0.415012,0.309760,-0.613973,0.891465
9.4333,0.428727,0.301256,-0.622295,0.887931
9.4500,0.439264,0.297102,-0.627059,0.888199
9.4667,0.448766,0.291889,-0.633013,0.886958
9.4833,0.454070,0.288774,-0.637873,0.884876
