t_s,q_pitch,q_roll,q_yaw,q_elbow
7.4833,1.166887,-1.442382,-1.168696,0.576459
7.5167,0.949351,-1.408079,-1.054486,0.571064
7.6167,0.993530,-2.192802,-0.340116,0.292050
7.6333,1.027486,-2.284354,-0.339108,0.211386
7.6500,1.086128,-2.403171,-0.354920,0.183246
7.6667,1.146219,-2.537712,-0.391565,0.218294
7.7667,1.570000,-3.400000,-1.055406,-0.950000
7.8667,1.363042,-3.400000,-1.371780,-0.063536
7.9000,1.398591,-3.400000,-1.372674,0.077100
7.9167,1.432021,-3.400000,-1.378739,0.104340
7.9500,1.489524,-3.400000,-1.390757,0.159303
7.9833,1.489341,-3.400000,-1.394632,0.266460
8.0000,1.487520,-3.400000,-1.397074,0.292993
8.0167,1.476006,-3.400000,-1.396090,0.303927
8.0333,1.475096,-3.400000,-1.390751,0.284728
8.0500,1.484696,-3.400000,-1.386073,0.278479
8.0667,1.505794,-3.400000,-1.382837,0.260436
8.0833,1.509344,-3.400000,-1.380248,0.242325
8.1000,1.523885,-3.400000,-1.377349,0.219296
8.1167,1.526101,-3.400000,-1.374378,0.190533
8.1333,1.534064,-3.400000,-1.368504,0.163045
8.1500,1.535869,-3.400000,-1.364156,0.153589
8.1833,1.493591,-3.400000,-1.352658,0.169157
8.2000,1.467469,-3.400000,-1.333002,0.147787
8.2167,1.426865,-3.400000,-1.286734,0.099140
8.2333,1.369785,-3.400000,-1.193012,0.038147
8.3333,0.815751,-1.486810,-1.102323,-0.705597
8.3833,0.746896,-1.536735,-0.878986,-0.346707
8.4333,0.552091,-1.388477,-1.073139,-0.077542
8.4500,0.433989,-1.385889,-1.056296,0.021483
8.4833,0.323287,-1.372311,-0.972005,0.198197
8.5667,-0.867038,-1.479038,-0.107049,1.203690
8.5833,-0.777644,-1.525774,-0.144422,1.027681
8.6000,-0.570410,-1.553581,-0.204950,0.969262
8.6833,0.159754,-1.522047,-1.172709,0.966141
8.7000,0.164497,-1.450452,-1.342152,0.953594
8.7167,0.182070,-1.413792,-1.492494,0.892867
8.7333,0.186199,-1.394048,-1.590296,0.861574
8.7500,0.140911,-1.387874,-1.568546,0.852537
8.7667,0.079459,-1.384584,-1.505754,0.841763
8.7833,0.013106,-1.380593,-1.429330,0.827330
8.8000,-0.058929,-1.371073,-1.342081,0.809538
8.8167,-0.105177,-1.351597,-1.294091,0.771181
8.8333,-0.142757,-1.326051,-1.257434,0.710866
8.8500,-0.159189,-1.292032,-1.255189,0.611937
8.8667,-0.176347,-1.252500,-1.245316,0.495375
8.8833,-0.185684,-1.205647,-1.248256,0.365143
8.9000,-0.183320,-1.148061,-1.264431,0.223658
8.9167,-0.192537,-1.087501,-1.240636,0.083230
9.0167,-0.302110,-0.538178,-0.589389,-0.489354
9.0500,-0.170071,-0.439693,-0.469916,-0.888631
9.0667,-0.105869,-1.055020,0.424512,-0.950000
9.1667,-0.742732,-0.180032,0.848904,-0.257373
9.1833,-0.874144,-0.108385,0.842523,-0.171372
9.2667,-1.086162,0.067693,0.850959,0.163749
9.2833,-1.116297,0.096974,0.863310,0.164939
9.3000,-1.130359,0.123122,0.882147,0.171731
9.3167,-1.138042,0.146798,0.902139,0.172766
9.3333,-1.145847,0.177364,0.924097,0.174347
9.3500,-1.157370,0.217269,0.950455,0.180088
9.3667,-1.165172,0.263326,0.979791,0.193813
9.3833,-1.175387,0.294654,0.997847,0.207910
9.4000,-1.183488,0.310477,1.005986,0.219628
9.4167,-1.196948,0.327323,1.010981,0.238201
9.4333,-1.209132,0.338838,1.011544,0.249530
9.4500,-1.209860,0.341171,1.015404,0.242376
9.4667,-1.208218,0.324955,1.014466,0.233703
9.4833,-1.204536,0.305507,1.013329,0.221605
9.5000,-1.200745,0.280706,1.010927,0.204521
9.5167,-1.196408,0.249145,1.005581,0.182708
9.5333,-1.183235,0.207205,1.002342,0.140760
9.5667,-1.165402,0.072895,0.964286,0.000533
9.5833,-1.149512,-0.023429,0.937747,-0.088377
9.6000,-1.117139,-0.153294,0.902949,-0.196083
9.7000,-0.452601,-1.092015,0.478496,-0.950000
9.7667,0.111468,-1.909027,0.471944,-0.390143
9.7833,0.020527,-1.745056,0.422250,-0.142037
9.8167,-0.340483,-1.449268,0.281936,0.251654
9.8333,-0.535585,-1.356895,0.243518,0.421200
9.8500,-0.669594,-1.308703,0.214969,0.552148
9.8667,-0.749732,-1.288690,0.190293,0.631165
9.8833,-0.775329,-1.286029,0.171731,0.668185
9.9833,-0.224287,-1.622755,0.038365,0.915016
10.0000,0.063704,-1.631042,-0.101988,0.858517
10.0167,0.311691,-1.513834,-0.616238,0.792811
10.0333,0.328889,-1.426511,-0.860040,0.769580
10.0500,0.340329,-1.374809,-1.061788,0.746416
10.0667,0.324827,-1.343769,-1.177854,0.723006
10.0833,0.291420,-1.328659,-1.225918,0.711652
10.1000,0.262812,-1.319419,-1.260954,0.697866
10.1167,0.235780,-1.311416,-1.295271,0.687635
10.1333,0.215368,-1.309237,-1.306327,0.693087
10.1500,0.197891,-1.312321,-1.321651,0.697251
10.1667,0.163282,-1.306632,-1.333763,0.676785
10.2000,0.072884,-1.285450,-1.256649,0.552968
10.2167,0.011497,-1.271920,-1.204074,0.463291
10.2333,-0.045125,-1.252308,-1.143038,0.351879
10.2500,-0.101695,-1.235411,-1.038518,0.237001
10.3000,-0.359953,-1.210842,-0.460450,0.090318
10.3500,-0.499983,-1.021560,-0.147222,-0.104342
10.3667,-0.535875,-0.947246,-0.037119,-0.191748
10.4667,-0.427429,0.019632,1.358566,-0.950000
10.5667,-1.014568,0.056431,0.674359,0.233636
10.5833,-1.104112,0.052040,0.673976,0.230512
10.6000,-1.133329,0.044737,0.685416,0.210883
10.6167,-1.138473,0.034673,0.713077,0.169809
10.6333,-1.128358,0.030862,0.749051,0.126838
10.6500,-1.122924,0.033875,0.776840,0.105096
10.6667,-1.102295,0.038092,0.819043,0.074003
10.7000,-1.049181,0.050327,0.882031,0.030959
10.7167,-1.033854,0.044447,0.906230,0.012750
10.7333,-1.029709,0.036909,0.920868,-0.002830
10.7500,-1.027245,0.030505,0.933608,-0.015803
10.7833,-1.052398,0.016767,0.922546,0.010864
10.8000,-1.076205,0.009117,0.914698,0.022582
10.8167,-1.103323,0.001032,0.904103,0.031052
10.8333,-1.123763,-0.017707,0.892368,0.019311
10.8500,-1.136871,-0.051758,0.877595,-0.014745
10.8667,-1.158163,-0.083653,0.858920,-0.033881
10.8833,-1.158124,-0.137152,0.844841,-0.084809
10.9833,-0.598425,-2.420625,1.304995,-0.950000
11.0167,-0.588894,-2.428777,1.356744,-0.871098
11.1000,-0.577011,-2.177053,1.278376,-0.137505
11.1667,-0.641814,-1.812293,1.015281,0.468039
11.1833,-0.608105,-1.796564,0.971767,0.514335
11.2000,-0.557900,-1.800407,0.970336,0.543766
11.2167,-0.492859,-1.819346,0.986670,0.561875
11.3000,-0.198339,-2.000943,1.360843,0.733114
11.3167,-0.159888,-2.020554,1.454148,0.710552
11.3333,-0.144136,-2.050442,1.521709,0.675430
11.3500,-0.168180,-2.061980,1.499658,0.653731
11.3667,-0.203282,-2.061784,1.440489,0.642059
11.3833,-0.216326,-2.067240,1.428963,0.635833
11.4000,-0.221374,-2.073690,1.438460,0.633535
11.4167,-0.223448,-2.081239,1.465606,0.631340
11.4333,-0.245299,-2.074663,1.435592,0.632920
11.4500,-0.278092,-2.059469,1.375297,0.637045
11.4667,-0.309877,-2.040837,1.310506,0.636870
11.4833,-0.331405,-2.026848,1.264754,0.629338
11.5000,-0.347113,-2.012631,1.227746,0.621287
11.5333,-0.383108,-1.938248,1.115102,0.607784
11.5833,-0.338324,-2.059266,1.182618,0.366906
11.6000,-0.337304,-2.097150,1.197960,0.267470
11.6500,-0.464021,-1.905926,0.877426,0.003324
11.7167,-0.355816,-1.789625,0.910702,-0.911529
11.8167,-0.754373,-0.340569,0.723103,-0.418473
11.8500,-0.964182,-0.201340,0.742933,-0.119292
11.8667,-1.053057,-0.140382,0.766968,-0.002921
11.8833,-1.108266,-0.088879,0.788974,0.066708
11.9500,-1.035312,0.087060,0.944322,-0.003641
11.9667,-1.037694,0.111111,0.969772,0.012682
11.9833,-1.052287,0.129428,0.984643,0.038529
12.0000,-1.071263,0.139378,0.988780,0.070879
12.0167,-1.092769,0.153016,0.990242,0.104067
12.0333,-1.112130,0.156530,0.986675,0.130721
12.0500,-1.132779,0.156971,0.979455,0.157435
12.0667,-1.156188,0.159854,0.970519,0.185345
12.0833,-1.160907,0.152981,0.966937,0.185545
12.1000,-1.157401,0.140390,0.967404,0.176740
12.1167,-1.149320,0.126587,0.970050,0.162289
12.1333,-1.136089,0.113673,0.977480,0.133514
12.1500,-1.115122,0.094922,0.987935,0.085988
12.1833,-1.121196,0.040054,0.964379,0.045816
12.2000,-1.133958,0.000725,0.942176,0.024260
12.2167,-1.145040,-0.045006,0.918477,-0.006069
12.2333,-1.144498,-0.104186,0.897491,-0.053879
12.2500,-1.134598,-0.191041,0.867723,-0.122514
12.3500,-0.383562,-2.216290,1.133741,-0.950000
12.4500,-0.482024,-1.805086,0.848901,-0.103408
