t_s,q_pitch,q_roll,q_yaw,q_elbow,target_x,target_y,target_z
7.7333,0.379400,-0.617935,0.006589,0.032142,0.094412,-0.424947,0.089944
7.7500,0.361255,-0.650913,0.026491,0.034393,0.102122,-0.430356,0.095029
7.7667,0.338113,-0.698412,0.021307,0.018992,0.114722,-0.441623,0.110329
7.7833,0.298322,-0.724623,0.041327,0.009284,0.130761,-0.442296,0.119136
7.8000,0.306490,-0.766625,0.049771,-0.015252,0.130910,-0.448132,0.129767
7.8167,0.357956,-0.811504,0.068048,-0.103212,0.119426,-0.443553,0.143555
7.8333,0.431619,-0.851431,0.091495,-0.238180,0.101822,-0.428401,0.160262
7.8500,0.531295,-0.900467,0.110928,-0.354214,0.075810,-0.417919,0.175079
7.8667,0.300801,-0.805483,0.230558,-0.584459,0.125700,-0.342274,0.206870
7.8833,0.002525,-0.634689,0.382928,-0.602880,0.185004,-0.272383,0.221808
7.9000,-0.170454,-0.535597,0.469279,-0.544871,0.222762,-0.231777,0.231257
7.9333,-0.285968,-0.391154,0.597776,-0.416152,0.248577,-0.173119,0.219334
7.9500,-0.285170,-0.356106,0.669047,-0.404179,0.240382,-0.152732,0.210757
7.9833,-0.420934,-0.364183,0.651146,-0.314017,0.281261,-0.151168,0.229794
8.0000,-0.445238,-0.404659,0.650896,-0.336334,0.284359,-0.160569,0.239740
8.0167,-0.443230,-0.467244,0.645754,-0.365216,0.282740,-0.178399,0.244518
8.0333,-0.447890,-0.509396,0.647324,-0.372940,0.283644,-0.189511,0.247207
8.0500,-0.440199,-0.540893,0.658682,-0.387692,0.279759,-0.196636,0.246468
8.0667,-0.404330,-0.540051,0.701357,-0.413123,0.264709,-0.191802,0.235318
8.0833,-0.374357,-0.609012,0.705378,-0.481133,0.250180,-0.208531,0.239831
8.1667,-0.024470,-0.686824,0.871140,-0.683319,0.128076,-0.218304,0.195821
8.1833,0.018226,-0.774981,0.870584,-0.630329,0.122068,-0.244076,0.181710
8.2167,-0.031726,-0.713022,0.882484,-0.610933,0.134628,-0.226734,0.181276
8.2333,-0.143865,-0.782468,0.800831,-0.576954,0.177616,-0.249931,0.202296
8.2500,-0.340287,-0.661000,0.769663,-0.463310,0.239368,-0.218541,0.221119
8.2667,-0.316074,-0.768518,0.741463,-0.563397,0.224601,-0.244192,0.240673
8.2833,-0.388569,-0.712501,0.747042,-0.464589,0.252448,-0.231994,0.238047
8.3000,-0.421645,-0.711081,0.743605,-0.396774,0.269146,-0.235412,0.236179
8.3167,-0.405871,-0.725935,0.749736,-0.386809,0.266733,-0.241061,0.230335
8.3333,-0.385496,-0.754231,0.752824,-0.337948,0.268547,-0.255323,0.218633
8.3500,-0.339258,-0.780099,0.768393,-0.322634,0.257741,-0.266282,0.203820
8.3667,-0.222870,-0.900465,0.774233,-0.366288,0.222616,-0.302466,0.193658
8.3833,-0.199860,-0.930670,0.773507,-0.256277,0.225451,-0.328616,0.175252
8.4000,-0.160007,-0.981993,0.769974,-0.179417,0.218277,-0.359307,0.163540
8.4167,-0.045491,-1.076576,0.784581,-0.140275,0.180240,-0.399212,0.150597
8.4333,0.010193,-1.091504,0.800848,-0.050008,0.159519,-0.422709,0.131818
8.4500,0.058453,-1.106404,0.814407,-0.034115,0.139869,-0.431262,0.124579
8.4667,-0.020191,-1.015399,0.798010,0.049138,0.170356,-0.417820,0.110507
8.4833,-0.022506,-0.989799,0.800768,0.059199,0.170717,-0.411066,0.104113
8.5000,0.000560,-0.986295,0.807735,0.079764,0.160433,-0.414377,0.096526
8.5167,-0.047763,-0.931870,0.799069,0.104805,0.180130,-0.399328,0.092057
8.5333,-0.044908,-0.933736,0.797066,0.100951,0.179340,-0.399506,0.092748
8.5500,-0.020153,-0.951258,0.797949,0.102110,0.169585,-0.406856,0.091712
8.5667,-0.004266,-0.958152,0.799913,0.113683,0.162843,-0.412087,0.088915
8.5833,0.022357,-0.958715,0.805524,0.158169,0.149983,-0.421752,0.079679
8.6000,0.027560,-0.939290,0.808074,0.187960,0.146241,-0.420844,0.071564
8.6167,0.018547,-0.914148,0.806651,0.211484,0.149144,-0.416271,0.065445
8.6333,0.021855,-0.903308,0.807248,0.216933,0.147403,-0.413450,0.062139
8.6500,0.012941,-0.890062,0.802623,0.238138,0.150905,-0.412884,0.059137
8.6667,-0.029351,-0.850910,0.793841,0.239957,0.169970,-0.397656,0.058873
8.6833,-0.014685,-0.874988,0.789438,0.245023,0.164216,-0.408799,0.061296
8.7000,0.010790,-0.888013,0.791198,0.261010,0.152542,-0.417732,0.058119
8.7167,0.010150,-0.877593,0.788980,0.280451,0.152146,-0.417892,0.054412
8.7333,0.014314,-0.862765,0.791278,0.289423,0.149506,-0.413987,0.049576
8.7500,0.010019,-0.855916,0.788160,0.292673,0.151644,-0.412151,0.048879
8.7667,0.007422,-0.846517,0.786655,0.298669,0.152665,-0.409780,0.046930
8.7833,0.010322,-0.851206,0.782915,0.293500,0.152258,-0.411037,0.048475
8.8000,0.000840,-0.849581,0.776797,0.298316,0.157050,-0.411645,0.049726
8.8167,0.012863,-0.854448,0.775871,0.272407,0.153425,-0.408957,0.051735
8.8333,0.016409,-0.854164,0.775623,0.268178,0.152162,-0.408175,0.051650
8.8500,0.005580,-0.848347,0.771195,0.280315,0.156890,-0.408428,0.051232
