t_s,q_pitch,q_roll,q_yaw,q_elbow,target_x,target_y,target_z
16.0000,0.017816,-0.843121,0.725100,0.330512,0.155566,-0.421696,0.048752
16.0167,0.022609,-0.853402,0.722577,0.330122,0.153850,-0.425960,0.050690
16.0333,0.025043,-0.865827,0.718472,0.339794,0.152852,-0.433174,0.052485
16.0500,0.014286,-0.864599,0.714206,0.340106,0.158085,-0.432774,0.054334
16.0667,-0.001722,-0.854008,0.710814,0.343576,0.165197,-0.429147,0.054584
16.0833,-0.007219,-0.853049,0.708335,0.335766,0.168337,-0.427216,0.056466
16.1000,-0.032985,-0.835833,0.704449,0.327969,0.180399,-0.418477,0.058273
16.1167,-0.023640,-0.844340,0.703864,0.318169,0.177024,-0.420248,0.059657
16.1333,-0.000551,-0.864976,0.702820,0.359860,0.164716,-0.437412,0.056326
16.1500,-0.011685,-0.856035,0.699531,0.381270,0.168462,-0.438113,0.054546
16.1667,-0.042288,-0.833875,0.695379,0.344874,0.184514,-0.421539,0.059005
16.1833,0.010909,-0.876073,0.697158,0.324875,0.162912,-0.435693,0.061115
16.2000,0.055785,-0.893075,0.705716,0.286715,0.145172,-0.435271,0.060786
16.2167,0.154599,-0.935345,0.727119,0.213595,0.105252,-0.436830,0.062406
16.2333,0.168784,-0.921327,0.738557,0.241344,0.095125,-0.436536,0.054145
16.2500,0.172186,-0.913659,0.743195,0.247425,0.092281,-0.434559,0.051146
16.2667,0.179817,-0.909136,0.747290,0.319058,0.082535,-0.446855,0.043259
16.2833,0.229873,-0.917368,0.757297,0.442014,0.047010,-0.474276,0.033885
16.3000,0.246916,-0.876770,0.761473,0.602939,0.018914,-0.489892,0.017460
16.3167,0.266068,-0.849169,0.751699,0.744127,-0.008194,-0.506407,0.009837
16.3333,0.276454,-0.824298,0.714233,0.926131,-0.036116,-0.531303,0.009495
16.3500,0.197520,-0.714131,0.434906,1.437297,-0.077514,-0.563912,0.011884
16.3667,0.272694,-0.694247,0.232222,1.487612,-0.124917,-0.559059,0.018655
16.3833,0.316763,-0.663534,0.097402,1.504510,-0.152308,-0.546421,0.015428
16.4000,0.359324,-0.635753,0.009775,1.505474,-0.175566,-0.533152,0.013346
16.4167,0.305584,-0.641780,-0.043503,1.504612,-0.148963,-0.540570,0.004548
16.4333,0.303796,-0.595468,-0.078236,1.504642,-0.150383,-0.518829,-0.009039
16.4500,0.366393,-0.509319,-0.021452,1.213942,-0.120991,-0.474448,-0.033274
