t_s,q_pitch,q_roll,q_yaw,q_elbow
4.0333,-0.134407,-0.117410,-0.012685,1.504394
4.0667,-0.130257,-0.075066,-0.089527,1.506926
4.1000,-0.120565,-0.068856,-0.113208,1.506792
4.1333,-0.118157,-0.079992,-0.118452,1.504907
4.1667,-0.116261,-0.085945,-0.120958,1.504646
4.2000,-0.112392,-0.086694,-0.120945,1.504720
4.2333,-0.110842,-0.091112,-0.121448,1.504561
4.2667,-0.122085,-0.114143,-0.119203,1.504071
4.3000,-0.137056,-0.131815,-0.115499,1.499607
4.3333,-0.135692,-0.137555,-0.112146,1.493591
4.3667,-0.123406,-0.125705,-0.100413,1.473630
4.4000,-0.129929,-0.135684,-0.087974,1.475542
4.4333,-0.135749,-0.142351,-0.087891,1.479966
4.4667,-0.138221,-0.144996,-0.099770,1.495784
4.5000,-0.127436,-0.143432,-0.113605,1.503907
4.5333,-0.144378,-0.169146,-0.118133,1.504086
4.5667,-0.154260,-0.177443,-0.120083,1.504068
4.6000,-0.159684,-0.178466,-0.120936,1.504057
4.6333,-0.157056,-0.180217,-0.123870,1.504714
4.6667,-0.158971,-0.185184,-0.122519,1.504381
4.7000,-0.164803,-0.189590,-0.121927,1.503948
4.7333,-0.176464,-0.193103,-0.120564,1.502779
4.7667,-0.179552,-0.192336,-0.120717,1.502908
4.8000,-0.180066,-0.184577,-0.121238,1.503695
4.8333,-0.170431,-0.163550,-0.120955,1.508646
4.8667,-0.158951,-0.139249,-0.120815,1.514547
4.9000,-0.154798,-0.137540,-0.128942,1.512171
4.9333,-0.159726,-0.135054,-0.127758,1.509057
4.9667,-0.171505,-0.135079,-0.122236,1.504022
5.0000,-0.156353,-0.141695,-0.082992,1.413561
5.0333,-0.128070,-0.158873,0.024718,1.286114
5.0667,-0.118344,-0.160923,0.087500,1.217103
5.1000,-0.131412,-0.158757,0.120051,1.192529
5.1333,-0.153470,-0.159136,0.134250,1.187282
5.1667,-0.159596,-0.154639,0.142834,1.182560
5.2000,-0.166981,-0.153032,0.154947,1.175673
5.2333,-0.154610,-0.150158,0.176627,1.169629
5.2667,-0.136609,-0.149232,0.202881,1.155592
5.3000,-0.145639,-0.142915,0.220129,1.161457
5.3333,-0.220110,-0.134820,0.243303,1.170925
5.3667,-0.238152,-0.125489,0.263566,1.136671
5.4000,-0.255923,-0.123723,0.284007,1.100364
5.4333,-0.180919,-0.089237,0.311763,1.149415
5.4667,-0.241659,-0.093269,0.309419,1.207193
5.5000,-0.172435,-0.099842,0.322731,1.139965
5.5333,-0.188405,-0.104255,0.354567,1.019079
5.5667,-0.117202,-0.118364,0.388333,0.969639
5.6000,-0.118513,-0.122321,0.403472,0.980993
5.6333,-0.098486,-0.125318,0.429396,0.946727
5.6667,-0.121657,-0.125368,0.441945,1.070378
5.7000,-0.082534,-0.159449,0.446478,1.035788
5.7333,-0.076718,-0.162288,0.438809,1.127985
5.7667,-0.088578,-0.155779,0.359646,1.266587
5.8000,-0.112918,-0.166851,0.327846,1.233431
5.8333,-0.131004,-0.153959,0.327794,1.154994
5.8667,-0.160602,-0.140204,0.330120,1.142163
5.9000,-0.143532,-0.149022,0.337472,1.123404
5.9333,-0.144817,-0.147512,0.363384,1.021684
5.9667,-0.151323,-0.149561,0.373003,1.013095
6.0000,-0.170989,-0.155591,0.386921,1.072800
6.0333,-0.148738,-0.184319,0.395972,1.036964
6.0667,-0.153963,-0.186409,0.407484,1.011510
6.1000,-0.150402,-0.209014,0.405782,1.015417
6.1333,-0.162967,-0.228812,0.400990,1.105589
6.1667,-0.168885,-0.244089,0.387797,1.141116
6.2000,-0.156212,-0.228925,0.401296,1.020083
6.2333,-0.122490,-0.265968,0.416144,0.935905
6.2667,-0.110533,-0.296733,0.419319,0.935623
6.3000,-0.120954,-0.318355,0.424631,0.978218
6.3333,-0.113590,-0.321122,0.434694,0.949187
6.3667,-0.105683,-0.320626,0.444531,0.932809
6.4000,-0.095947,-0.329806,0.453175,0.913578
6.4333,-0.096243,-0.318301,0.458754,0.911980
6.4667,-0.088120,-0.321281,0.467870,0.901910
6.5000,-0.088264,-0.310483,0.473459,0.897887
6.5333,-0.088311,-0.308481,0.476999,0.898869
6.5667,-0.083599,-0.312528,0.486158,0.880865
6.6000,-0.086436,-0.312318,0.494442,0.895532
6.6333,-0.084684,-0.308038,0.496963,0.895082
6.6667,-0.082002,-0.301729,0.502746,0.891752
6.7000,-0.080530,-0.302834,0.503984,0.892165
6.7333,-0.081721,-0.300228,0.508237,0.894476
6.7667,-0.082107,-0.303949,0.511766,0.901236
6.8000,-0.082564,-0.307326,0.514695,0.907273
6.8333,-0.083923,-0.313482,0.516819,0.915921
6.8667,-0.083899,-0.311563,0.517915,0.915589
6.9000,-0.085719,-0.318481,0.518798,0.924854
6.9333,-0.086759,-0.326398,0.518386,0.930474
6.9667,-0.088707,-0.338592,0.516332,0.940698
7.0000,-0.092552,-0.333658,0.517347,0.943420
7.0333,-0.092065,-0.332454,0.517952,0.940716
7.0667,-0.091647,-0.331325,0.518366,0.940752
7.1000,-0.089509,-0.333344,0.518734,0.936761
7.1333,-0.086212,-0.333196,0.519915,0.932973
7.1667,-0.081008,-0.343839,0.520473,0.915027
7.2000,-0.074410,-0.351493,0.523745,0.888579
7.2333,-0.071573,-0.351718,0.525451,0.887932
7.2667,-0.067618,-0.351869,0.528797,0.881865
7.3000,-0.062157,-0.355903,0.532430,0.872878
7.3333,-0.054889,-0.362637,0.537149,0.856017
7.3667,-0.050654,-0.365300,0.538937,0.856988
7.4000,-0.046578,-0.367224,0.542596,0.853296
7.4333,-0.041861,-0.374780,0.545979,0.842912
7.4667,-0.037564,-0.374045,0.550598,0.838411
7.5000,-0.031872,-0.373213,0.558088,0.821740
7.5333,-0.028572,-0.376239,0.563751,0.806954
7.5667,-0.030959,-0.394517,0.569462,0.758193
7.6000,-0.027863,-0.403763,0.576005,0.741083
7.6333,-0.022528,-0.413836,0.580954,0.732931
7.6667,-0.020538,-0.426400,0.584298,0.728487
7.7000,-0.020394,-0.435532,0.584850,0.728415
7.7333,-0.021613,-0.445064,0.589715,0.710016
