t_s,q_pitch,q_roll,q_yaw,q_elbow
2.8000,0.071336,-0.119566,0.168178,1.331456
2.8333,-0.031106,-0.155163,-0.022822,1.504474
2.8667,-0.042345,-0.142679,-0.087682,1.504184
2.9000,-0.060509,-0.154645,-0.108614,1.504591
2.9333,-0.072837,-0.153891,-0.115910,1.504579
2.9667,-0.100271,-0.184611,-0.119286,1.504334
3.0000,-0.109401,-0.170169,-0.120275,1.503788
3.0333,-0.129853,-0.173963,-0.118727,1.502542
3.0667,-0.132267,-0.170666,-0.115128,1.493843
3.1000,-0.112488,-0.164816,-0.083806,1.429651
3.1333,-0.091832,-0.176936,-0.000057,1.358822
3.1667,-0.101367,-0.180110,0.001222,1.355011
3.2000,-0.079029,-0.169790,0.047940,1.316624
3.2333,-0.105539,-0.153730,0.042603,1.394475
3.2667,-0.134798,-0.137867,-0.028933,1.478089
3.3000,-0.133735,-0.121270,-0.082253,1.497157
3.3333,-0.138799,-0.124205,-0.105143,1.501680
3.3667,-0.141425,-0.126563,-0.114209,1.503181
3.4000,-0.145967,-0.132316,-0.117145,1.503112
3.4333,-0.149698,-0.140095,-0.118235,1.503031
3.4667,-0.157132,-0.147326,-0.117247,1.501190
3.5000,-0.166043,-0.164348,-0.115035,1.498280
3.5333,-0.163515,-0.156047,-0.113612,1.495948
3.5667,-0.156733,-0.139885,-0.107334,1.485646
3.6000,-0.143271,-0.131845,-0.083345,1.449895
3.6333,-0.110367,-0.117471,-0.015303,1.374605
3.6667,-0.116485,-0.114366,0.007719,1.382805
3.7000,-0.127624,-0.126571,0.017769,1.387059
3.7333,-0.126503,-0.122271,0.026813,1.377903
3.7667,-0.117740,-0.107403,0.052656,1.348594
3.8000,-0.120453,-0.093717,0.062234,1.341980
3.8333,-0.117525,-0.082797,0.091523,1.310307
3.8667,-0.119305,-0.060315,0.102116,1.304562
3.9000,-0.123577,-0.055337,0.120963,1.289318
3.9333,-0.149139,-0.071620,0.120643,1.279061
3.9667,-0.172484,-0.111866,0.168016,1.169512
4.0000,-0.197126,-0.133929,0.170393,1.157760
4.0333,-0.214291,-0.156262,0.203625,1.109877
4.0667,-0.219505,-0.174434,0.241562,1.045097
4.1000,-0.233298,-0.164483,0.248900,1.038936
4.1333,-0.243051,-0.164535,0.266752,1.025829
4.1667,-0.238092,-0.156942,0.302706,0.978683
4.2000,-0.245827,-0.148756,0.334661,1.017302
4.2333,-0.248634,-0.125566,0.357451,0.998351
4.2667,-0.239533,-0.122116,0.380201,0.980062
4.3000,-0.249166,-0.115212,0.404196,0.946798
4.3333,-0.258676,-0.113295,0.409530,0.942434
4.3667,-0.178636,-0.044060,0.446786,0.935501
4.4000,-0.141796,-0.022724,0.480146,0.989986
4.4333,-0.079297,-0.013702,0.502084,0.992348
4.4667,-0.104306,-0.021111,0.509008,1.050640
4.5000,-0.096772,-0.031794,0.508680,1.056379
4.5333,-0.129272,-0.037191,0.492827,1.129177
4.5667,-0.126785,-0.053669,0.485564,1.087671
4.6000,-0.061395,-0.076666,0.493364,1.038142
4.6333,-0.081558,-0.087505,0.493203,1.043190
4.6667,-0.087345,-0.096490,0.495943,1.024495
4.7000,-0.133491,-0.091133,0.490395,1.088283
4.7333,-0.101409,-0.114634,0.489901,1.044289
4.7667,-0.051756,-0.148686,0.488504,1.057079
4.8000,-0.077708,-0.144920,0.476321,1.110520
4.8333,-0.034059,-0.177840,0.489708,0.948833
4.8667,-0.036458,-0.200257,0.510640,0.825557
4.9000,-0.035716,-0.227071,0.522692,0.809614
4.9333,-0.071570,-0.238622,0.533035,0.830902
4.9667,-0.048909,-0.300969,0.537661,0.784030
5.0000,-0.093253,-0.308855,0.543330,0.835929
5.0333,-0.101184,-0.342114,0.545246,0.797903
5.0667,-0.135259,-0.348262,0.547859,0.823043
5.1000,-0.164710,-0.344496,0.551223,0.795358
5.1333,-0.179360,-0.358997,0.555028,0.758241
5.1667,-0.200037,-0.368101,0.561880,0.701347
5.2000,-0.200604,-0.402068,0.567759,0.626126
5.2333,-0.213727,-0.409576,0.583584,0.536541
5.2667,-0.224517,-0.435870,0.591036,0.481612
5.3000,-0.239537,-0.419958,0.601045,0.465633
5.3333,-0.246464,-0.454490,0.602200,0.442597
5.3667,-0.258107,-0.488718,0.601505,0.406170
5.4000,-0.264871,-0.485776,0.612231,0.386705
5.4333,-0.273276,-0.496616,0.621051,0.357348
5.4667,-0.281253,-0.509102,0.629593,0.307221
5.5000,-0.286465,-0.528079,0.631981,0.293765
5.5333,-0.295027,-0.548858,0.632004,0.275067
5.5667,-0.303727,-0.561837,0.638544,0.242326
5.6000,-0.308291,-0.567723,0.645336,0.227029
5.6333,-0.313796,-0.572158,0.652180,0.209326
5.6667,-0.320481,-0.574264,0.659478,0.188604
5.7000,-0.326699,-0.581758,0.668094,0.157400
5.7333,-0.332126,-0.587175,0.674171,0.132369
5.7667,-0.338547,-0.588483,0.681524,0.119894
5.8000,-0.343122,-0.591268,0.688587,0.106041
5.8333,-0.347649,-0.586320,0.698644,0.111982
5.8667,-0.351590,-0.581468,0.705311,0.115715
5.9000,-0.354916,-0.580541,0.710256,0.118312
