t_s,q_pitch,q_roll,q_yaw,q_elbow
2.8000,-0.170010,-0.221631,-0.033240,1.504593
2.8333,-0.120532,-0.167038,-0.104690,1.510845
2.8667,-0.125263,-0.131871,-0.117917,1.504658
2.9000,-0.172231,-0.178549,-0.118548,1.504180
2.9333,-0.211781,-0.200656,-0.119059,1.503844
2.9667,-0.229473,-0.210452,-0.120431,1.503762
3.0000,-0.232108,-0.188617,-0.120484,1.504519
3.0333,-0.258377,-0.205180,-0.119050,1.502463
3.0667,-0.271620,-0.230131,-0.117855,1.499201
3.1000,-0.186914,-0.222658,-0.014309,1.268023
3.1333,-0.186586,-0.211904,0.035463,1.298293
3.1667,-0.188445,-0.204136,0.062859,1.322599
3.2000,-0.188935,-0.197932,0.064760,1.363445
3.2333,-0.150724,-0.181523,0.094722,1.289397
3.2667,-0.117514,-0.189173,0.130557,1.231836
3.3000,-0.128806,-0.194446,0.137905,1.307955
3.3333,-0.138021,-0.220170,0.112315,1.346350
3.3667,-0.157796,-0.236510,0.035722,1.412404
3.4000,-0.143582,-0.231642,-0.014408,1.434818
3.4333,-0.122193,-0.227530,-0.031638,1.436204
3.4667,-0.073288,-0.233784,0.017505,1.340493
3.5000,-0.073104,-0.231950,0.034212,1.360758
3.5333,-0.069528,-0.226906,0.036685,1.373731
3.5667,-0.072185,-0.228400,0.024041,1.396464
3.6000,-0.095214,-0.217140,-0.036234,1.472874
3.6333,-0.089260,-0.210208,-0.077390,1.481870
3.6667,-0.077709,-0.178348,-0.077092,1.487453
3.7000,-0.066707,-0.161518,-0.094269,1.484804
3.7333,-0.056435,-0.161093,-0.094931,1.478451
3.7667,-0.046625,-0.153772,-0.090394,1.474411
3.8000,-0.043556,-0.153279,-0.093353,1.485345
3.8333,-0.037444,-0.147109,-0.093368,1.488085
3.8667,-0.030089,-0.138155,-0.096337,1.481770
3.9000,-0.025416,-0.137417,-0.091238,1.475733
3.9333,-0.010676,-0.143326,-0.075691,1.450869
3.9667,0.007055,-0.141015,-0.043992,1.420362
4.0000,0.026480,-0.130731,0.000240,1.385875
4.0333,0.029587,-0.129293,0.000744,1.387090
4.0667,0.032023,-0.131710,0.000969,1.387991
4.1000,0.034928,-0.127195,0.001980,1.388917
4.1333,0.035159,-0.131380,0.002050,1.388984
4.1667,0.018106,-0.135109,-0.006715,1.430677
4.2000,0.010395,-0.137708,-0.027694,1.442868
4.2333,-0.009319,-0.143392,-0.062462,1.481570
4.2667,-0.017327,-0.150347,-0.087813,1.488809
4.3000,-0.022869,-0.152023,-0.100956,1.494211
4.3333,-0.039532,-0.179655,-0.109003,1.498743
4.3667,-0.056987,-0.214095,-0.114052,1.499749
4.4000,-0.060822,-0.208898,-0.117158,1.500017
4.4333,-0.066235,-0.212653,-0.117705,1.499433
4.4667,-0.062513,-0.197005,-0.119216,1.500982
4.5000,-0.065227,-0.188168,-0.117853,1.498775
4.5333,-0.074940,-0.209196,-0.074784,1.414417
4.5667,-0.054499,-0.205391,0.028710,1.245898
4.6000,-0.118585,-0.202402,0.077885,1.263783
4.6333,-0.204071,-0.166045,0.114045,1.301252
4.6667,-0.173937,-0.147415,0.152051,1.223798
4.7000,-0.176925,-0.157211,0.167815,1.245623
4.7333,-0.113168,-0.185664,0.202542,1.150570
4.7667,-0.093204,-0.198468,0.214976,1.167948
4.8000,-0.042602,-0.226718,0.251397,1.063304
4.8333,-0.107341,-0.218401,0.276129,1.130569
4.8667,-0.106787,-0.225826,0.290644,1.101531
4.9000,-0.100233,-0.241173,0.300899,1.087668
4.9333,-0.092606,-0.256322,0.308245,1.081715
4.9667,-0.057895,-0.288493,0.323502,1.035502
5.0000,-0.020148,-0.329825,0.343783,0.954543
5.0333,-0.060306,-0.329767,0.359752,1.011209
5.0667,-0.084119,-0.331360,0.367080,1.024827
5.1000,-0.101862,-0.330870,0.371164,1.024514
5.1333,-0.121463,-0.329598,0.376298,1.041026
5.1667,-0.132894,-0.325974,0.378442,1.032209
