t_s,q_pitch,q_roll,q_yaw,q_elbow
2.7000,-0.118222,-0.192138,-0.026240,1.504427
2.7333,-0.242587,-0.193800,-0.088788,1.504133
2.7667,-0.215495,-0.178786,-0.157661,1.587973
2.8000,-0.191515,-0.144799,-0.191903,1.565664
2.8333,-0.205645,-0.187028,-0.158588,1.512766
2.8667,-0.212799,-0.187852,-0.136217,1.506764
2.9000,-0.228446,-0.200423,-0.120781,1.494736
2.9333,-0.238703,-0.193794,-0.120336,1.490911
2.9667,-0.243403,-0.184801,-0.119762,1.489461
3.0000,-0.226098,-0.167435,-0.116580,1.499883
3.0333,-0.221471,-0.176009,-0.119671,1.504169
3.0667,-0.235043,-0.209873,-0.121212,1.504234
3.1000,-0.261475,-0.241953,-0.121690,1.503914
3.1333,-0.266709,-0.235582,-0.122812,1.504110
3.1667,-0.270972,-0.236138,-0.123151,1.503927
3.2000,-0.267483,-0.237827,-0.125489,1.505025
3.2333,-0.263016,-0.236162,-0.126893,1.506430
3.2667,-0.257454,-0.230946,-0.126857,1.508941
3.3000,-0.256563,-0.232885,-0.128613,1.507955
3.3333,-0.255173,-0.228949,-0.128553,1.508721
3.3667,-0.257500,-0.225165,-0.129259,1.509340
3.4000,-0.258058,-0.214632,-0.131982,1.513933
3.4333,-0.264020,-0.206244,-0.140484,1.528685
3.4667,-0.307369,-0.194329,-0.216972,1.667507
3.5000,-0.332670,-0.193382,-0.282278,1.748657
3.5333,-0.335997,-0.172858,-0.332003,1.829206
3.5667,-0.346602,-0.183237,-0.353916,1.804914
3.6000,-0.382915,-0.193059,-0.374396,1.821071
3.6333,-0.431830,-0.206056,-0.409184,1.923804
3.6667,-0.459747,-0.217778,-0.440050,2.003103
3.7000,-0.475993,-0.226904,-0.461765,2.031832
3.7333,-0.487889,-0.227382,-0.477440,2.012797
3.7667,-0.498422,-0.229264,-0.485353,2.012844
3.8000,-0.520458,-0.226850,-0.491141,2.004983
3.8333,-0.580062,-0.233044,-0.511765,2.025771
3.8667,-0.562278,-0.235049,-0.523705,2.054529
3.9000,-0.505335,-0.235699,-0.532065,2.017745
3.9333,-0.450741,-0.232089,-0.534393,1.965326
3.9667,-0.423819,-0.228354,-0.532635,1.927906
4.0000,-0.384242,-0.224968,-0.524546,1.892174
4.0333,-0.359294,-0.231065,-0.521225,1.899783
4.0667,-0.333695,-0.233745,-0.510939,1.869598
4.1000,-0.285390,-0.232493,-0.481509,1.795314
4.1333,-0.253136,-0.231801,-0.442259,1.742661
4.1667,-0.242210,-0.227627,-0.381526,1.680018
4.2000,-0.201004,-0.242523,-0.337517,1.657925
4.2333,-0.154523,-0.243486,-0.232863,1.537854
4.2667,-0.164403,-0.254670,-0.161787,1.505570
4.3000,-0.196113,-0.257574,-0.133702,1.503333
4.3333,-0.191611,-0.256824,-0.093498,1.422529
4.3667,-0.179140,-0.251851,0.008837,1.291507
4.4000,-0.191048,-0.247504,0.041055,1.270845
4.4333,-0.148453,-0.257366,0.103444,1.144412
4.4667,-0.108249,-0.273133,0.149976,1.073620
4.5000,-0.090225,-0.283293,0.187500,1.033662
4.5333,-0.064412,-0.303392,0.221637,0.989969
4.5667,-0.100228,-0.295774,0.254251,1.036528
4.6000,-0.083695,-0.313365,0.279144,0.996420
4.6333,-0.106875,-0.294931,0.297221,0.991908
