t_s,q_pitch,q_roll,q_yaw,q_elbow,target_x,target_y,target_z
25.0333,0.191947,-0.053119,-0.616029,1.238073,-0.041779,0.140415,-0.111714
25.0667,0.243127,0.058000,-0.568221,1.123185,-0.048244,0.190774,-0.110015
25.0833,0.256982,0.105379,-0.552102,1.080333,-0.048022,0.212922,-0.108026
25.1000,0.270726,0.149300,-0.547841,1.020253,-0.044673,0.230203,-0.104245
25.1167,0.270016,0.174231,-0.548218,0.994039,-0.039938,0.240523,-0.102359
25.1333,0.263269,0.188127,-0.549020,0.983968,-0.034825,0.246712,-0.101629
25.1500,0.257991,0.195746,-0.548380,0.982270,-0.031839,0.250646,-0.101418
25.1667,0.252685,0.202107,-0.547925,0.982337,-0.029150,0.254089,-0.101417
25.1833,0.247352,0.206818,-0.547722,0.981389,-0.026214,0.256511,-0.101253
25.2000,0.241344,0.206614,-0.550418,0.989328,-0.024685,0.257054,-0.101916
25.2167,0.234036,0.204814,-0.552385,1.000511,-0.022991,0.257216,-0.102744
25.2333,0.223760,0.199311,-0.552734,1.020682,-0.021245,0.256635,-0.104205
25.2500,0.219238,0.197866,-0.552094,1.023994,-0.019382,0.256337,-0.104507
25.2667,0.211396,0.191060,-0.550327,1.039949,-0.017986,0.254762,-0.105707
25.2833,0.209548,0.190953,-0.549802,1.039077,-0.016756,0.254657,-0.105583
25.3000,0.208088,0.191683,-0.549187,1.038805,-0.015907,0.255099,-0.105601
25.3167,0.208080,0.190759,-0.549037,1.038096,-0.015763,0.254502,-0.105514
25.3333,0.207839,0.191532,-0.548573,1.037803,-0.015563,0.254959,-0.105486
25.3500,0.209904,0.192599,-0.547312,1.031863,-0.015491,0.254949,-0.105096
25.3667,0.213275,0.195289,-0.546575,1.023850,-0.015779,0.255524,-0.104529
25.3833,0.215645,0.198485,-0.546405,1.016543,-0.015706,0.256391,-0.103963
25.4000,0.215647,0.198010,-0.546578,1.016932,-0.015784,0.256170,-0.104172
25.4167,0.214480,0.195670,-0.547103,1.021162,-0.015948,0.255373,-0.104515
25.4333,0.215629,0.194279,-0.547529,1.019923,-0.016326,0.254437,-0.104336
25.4500,0.212536,0.189326,-0.547864,1.028688,-0.016261,0.252799,-0.105208
25.4667,0.208553,0.183488,-0.547107,1.039404,-0.016017,0.251004,-0.106029
25.4833,0.205850,0.178431,-0.545787,1.046802,-0.015812,0.249289,-0.106625
25.5000,0.203710,0.175027,-0.544515,1.050358,-0.015207,0.248008,-0.106960
25.5167,0.204712,0.173823,-0.543358,1.045833,-0.014785,0.246960,-0.106600
25.5333,0.205523,0.172781,-0.542788,1.041976,-0.014423,0.246027,-0.106416
25.5500,0.205290,0.171278,-0.542861,1.041368,-0.014146,0.245130,-0.106510
25.5667,0.199363,0.167236,-0.541082,1.052228,-0.012882,0.244413,-0.107378
25.5833,0.197771,0.166130,-0.540798,1.051864,-0.011890,0.243798,-0.107400
25.6000,0.191846,0.161239,-0.539313,1.055713,-0.009296,0.241793,-0.107824
25.6167,0.181512,0.152530,-0.537175,1.062595,-0.004783,0.238127,-0.108497
25.6333,0.176777,0.141692,-0.537396,1.049198,0.000542,0.230854,-0.107880
25.6500,0.164850,0.115401,-0.541147,1.048375,0.007427,0.216376,-0.108325
25.6667,0.142273,0.069655,-0.546509,1.068055,0.016338,0.193476,-0.109118
25.6833,0.103777,-0.002571,-0.544557,1.124100,0.027376,0.160570,-0.109790
25.7000,0.070111,-0.072878,-0.536432,1.156577,0.040032,0.126459,-0.106463
25.7167,0.032186,-0.155137,-0.514193,1.211344,0.050327,0.088883,-0.100909
25.7500,-0.110932,-0.370031,-0.312058,1.495472,0.061891,0.002981,-0.081756
25.7667,-0.091530,-0.380000,-0.301640,1.390894,0.073872,-0.026675,-0.066348
25.8167,-0.161313,-0.367022,-0.336604,1.186144,0.144732,-0.015049,-0.046294
25.8333,-0.187312,-0.342880,-0.380410,1.104281,0.169414,-0.011601,-0.035306
25.8500,-0.229234,-0.333552,-0.402911,1.095903,0.187111,-0.011377,-0.028404
25.8667,-0.268226,-0.330124,-0.429781,1.110448,0.199083,-0.012986,-0.023623
25.8833,-0.314590,-0.337620,-0.446973,1.166154,0.207225,-0.016520,-0.021605
25.9000,-0.334692,-0.338075,-0.452302,1.175418,0.213323,-0.017497,-0.018840
25.9167,-0.354646,-0.340100,-0.451579,1.198352,0.217493,-0.017754,-0.017946
25.9333,-0.363300,-0.339560,-0.449484,1.201511,0.220513,-0.017590,-0.016740
25.9500,-0.363499,-0.334952,-0.448877,1.188425,0.222939,-0.016248,-0.015340
25.9667,-0.365726,-0.332328,-0.449351,1.183467,0.224776,-0.015505,-0.014558
25.9833,-0.345668,-0.321038,-0.462680,1.138067,0.224042,-0.013244,-0.013481
26.0000,-0.330958,-0.299588,-0.482091,1.093033,0.225695,-0.006794,-0.012958
26.0167,-0.314380,-0.281288,-0.505709,1.048354,0.225479,-0.002284,-0.012043
26.0333,-0.291749,-0.252853,-0.536297,0.978947,0.225785,0.004689,-0.009628
26.0500,-0.285676,-0.239298,-0.570903,0.916283,0.228884,0.003204,-0.001719
26.0667,-0.274130,-0.229855,-0.613133,0.837159,0.229356,-0.002271,0.009284
26.0833,-0.272365,-0.218998,-0.655168,0.770746,0.230864,-0.006901,0.020086
26.1000,-0.276256,-0.201765,-0.694192,0.692804,0.234475,-0.009577,0.033568
26.1167,-0.281633,-0.164149,-0.732440,0.592715,0.239559,-0.004922,0.048458
26.1333,-0.299467,-0.123000,-0.759872,0.515330,0.247306,0.003057,0.061353
26.1500,-0.309826,-0.105010,-0.792379,0.433232,0.248195,0.000663,0.077782
26.1667,-0.315194,-0.093399,-0.832279,0.347444,0.243995,-0.004760,0.094640
26.2167,-0.262622,-0.171491,-0.939550,0.183140,0.200996,-0.048269,0.133538
26.2333,-0.264075,-0.164688,-0.988619,0.135330,0.190817,-0.051794,0.141641
26.2500,-0.275099,-0.141720,-1.021265,0.074855,0.186180,-0.048034,0.150707
26.2667,-0.301682,-0.113057,-1.036650,0.020909,0.188431,-0.041189,0.160266
26.2833,-0.323460,-0.050868,-1.036933,-0.054898,0.193806,-0.021671,0.167547
26.3000,-0.347526,0.018104,-1.028105,-0.118877,0.202002,0.000411,0.173265
26.3167,-0.370600,0.081756,-1.018146,-0.164290,0.210500,0.020543,0.177498
26.3333,-0.389070,0.120306,-1.011810,-0.189855,0.216480,0.032421,0.181388
26.3500,-0.393171,0.164255,-1.011071,-0.218395,0.218405,0.046119,0.182179
26.3667,-0.397983,0.186469,-1.017681,-0.235061,0.218330,0.052126,0.183122
26.3833,-0.402237,0.186708,-1.027094,-0.238296,0.217156,0.051024,0.183718
26.4000,-0.405476,0.181111,-1.039120,-0.236816,0.215297,0.047908,0.183593
26.4167,-0.416967,0.166252,-1.053847,-0.226142,0.214716,0.041250,0.184309
26.4333,-0.423160,0.158436,-1.063074,-0.221930,0.213974,0.037587,0.184855
26.4500,-0.431751,0.147801,-1.071163,-0.217755,0.213604,0.033055,0.186428
26.4667,-0.444567,0.135305,-1.080918,-0.207140,0.214164,0.027590,0.187731
26.4833,-0.453634,0.129097,-1.089625,-0.198925,0.214530,0.024365,0.187967
26.5000,-0.459317,0.125276,-1.094956,-0.193807,0.214801,0.022347,0.188102
26.5167,-0.464825,0.127345,-1.097517,-0.189892,0.216035,0.022472,0.187922
26.5333,-0.476047,0.128045,-1.099004,-0.177721,0.219376,0.021868,0.187614
26.5500,-0.483575,0.128481,-1.102196,-0.161546,0.222129,0.021263,0.185605
26.5667,-0.488064,0.127103,-1.107104,-0.145407,0.223750,0.020174,0.183031
26.5833,-0.491081,0.127137,-1.111337,-0.129161,0.225383,0.019730,0.179993
26.6000,-0.492970,0.130224,-1.114081,-0.113963,0.227308,0.020524,0.176655
26.6167,-0.494361,0.132907,-1.116275,-0.099993,0.229050,0.021309,0.173569
26.6333,-0.484641,0.119962,-1.130686,-0.065192,0.226495,0.016925,0.164659
26.6833,-0.512127,0.088686,-1.117779,0.171974,0.255105,0.013945,0.129160
26.7000,-0.512800,0.082013,-1.109601,0.243254,0.262222,0.016626,0.116924
26.7167,-0.508992,0.077786,-1.100861,0.307182,0.267444,0.020838,0.104747
26.7333,-0.499282,0.074458,-1.095942,0.355370,0.268754,0.024741,0.093631
26.7500,-0.479573,0.062629,-1.097110,0.392030,0.263717,0.024501,0.082804
26.7667,-0.466044,0.045719,-1.092482,0.437501,0.260974,0.023069,0.073159
26.7833,-0.450983,0.034201,-1.086465,0.476134,0.257868,0.023574,0.063902
26.8000,-0.427685,0.034528,-1.084181,0.492576,0.251543,0.027234,0.055093
26.8167,-0.407244,0.031625,-1.081224,0.513318,0.245747,0.029811,0.046744
26.8333,-0.393053,0.031565,-1.074534,0.538305,0.242801,0.034095,0.039008
26.8500,-0.384372,0.029100,-1.062368,0.572117,0.242272,0.038553,0.031641
26.8667,-0.378354,0.010375,-1.049211,0.615334,0.240985,0.036695,0.025394
26.8833,-0.379580,-0.004994,-1.032268,0.657334,0.242810,0.036121,0.020851
26.9000,-0.381647,-0.023078,-1.015620,0.696097,0.244241,0.033806,0.017494
26.9167,-0.384919,-0.042520,-0.998718,0.736717,0.245645,0.031028,0.014300
26.9333,-0.388494,-0.059663,-0.978236,0.771798,0.247554,0.028874,0.012119
26.9500,-0.388025,-0.073502,-0.962220,0.795510,0.247648,0.026650,0.010332
26.9667,-0.385782,-0.083571,-0.949779,0.809153,0.247073,0.024720,0.009272
26.9833,-0.387686,-0.086759,-0.935292,0.824132,0.248915,0.026181,0.008020
27.0000,-0.392820,-0.082836,-0.918878,0.836986,0.252921,0.030771,0.007012
27.0167,-0.399327,-0.081964,-0.900207,0.857770,0.257050,0.035055,0.005446
27.0333,-0.400001,-0.082265,-0.886501,0.867160,0.258537,0.037234,0.004497
27.0500,-0.402354,-0.084277,-0.870670,0.882080,0.260450,0.039376,0.003251
27.0667,-0.402000,-0.081275,-0.867527,0.883128,0.260943,0.041363,0.002736
27.0833,-0.398697,-0.086452,-0.859320,0.888772,0.259828,0.040363,0.001813
27.1000,-0.392379,-0.092284,-0.857068,0.890908,0.256965,0.038364,0.000684
27.1167,-0.387079,-0.103762,-0.846967,0.903010,0.254271,0.035487,-0.000900
27.1333,-0.380192,-0.117409,-0.835983,0.919328,0.250546,0.032236,-0.003276
27.1500,-0.371892,-0.121464,-0.832096,0.923899,0.247113,0.031669,-0.005422
27.1667,-0.353997,-0.116108,-0.822213,0.911331,0.242445,0.034678,-0.007798
27.1833,-0.325656,-0.104867,-0.816167,0.885692,0.234689,0.039215,-0.011199
27.2000,-0.291248,-0.092410,-0.815477,0.861480,0.223823,0.044411,-0.016251
27.2167,-0.252547,-0.081548,-0.820685,0.829443,0.210760,0.047477,-0.020298
27.2333,-0.210060,-0.072272,-0.830693,0.803919,0.194789,0.050171,-0.025564
27.2500,-0.157134,-0.066906,-0.845894,0.789513,0.172512,0.052059,-0.033396
27.2667,-0.094303,-0.060370,-0.863561,0.786779,0.144289,0.055723,-0.043659
27.2833,-0.033077,-0.061656,-0.880793,0.815730,0.112810,0.058958,-0.056002
27.3000,0.022672,-0.060325,-0.890193,0.859957,0.081901,0.065787,-0.068184
27.3167,0.062515,-0.067752,-0.878839,0.956588,0.052653,0.076694,-0.082945
27.3333,0.101455,-0.048070,-0.856321,1.002143,0.029387,0.095461,-0.092472
27.3500,0.126065,-0.028889,-0.819611,1.058504,0.011293,0.116484,-0.100920
27.3667,0.152457,-0.020997,-0.770830,1.116346,-0.008217,0.132394,-0.106758
27.3833,0.179678,-0.013134,-0.695559,1.189272,-0.031072,0.151374,-0.111770
27.4000,0.173481,-0.029966,-0.535583,1.321019,-0.047069,0.166544,-0.116503
27.4167,0.176530,-0.020344,-0.389807,1.370602,-0.056690,0.182391,-0.117686
27.4333,0.141278,-0.018644,-0.225483,1.483599,-0.061672,0.194913,-0.120069
27.4500,0.134981,0.004454,-0.110593,1.487405,-0.059277,0.209634,-0.119350
27.4667,0.126814,0.030622,-0.041273,1.475124,-0.052434,0.225223,-0.119326
27.4833,0.143684,0.056017,-0.026641,1.395973,-0.043999,0.239391,-0.118447
27.5000,0.152608,0.079701,-0.049707,1.337209,-0.035904,0.251295,-0.117610
27.5167,0.152037,0.097133,-0.074240,1.304389,-0.028420,0.259312,-0.116553
27.5333,0.168525,0.116652,-0.112140,1.232538,-0.021650,0.266228,-0.113879
27.5500,0.180155,0.132565,-0.148460,1.181319,-0.017053,0.270647,-0.111496
27.5667,0.184534,0.144578,-0.179058,1.150458,-0.013122,0.273422,-0.109872
27.5833,0.197028,0.158533,-0.214531,1.100889,-0.009817,0.275419,-0.107164
27.6000,0.196011,0.167326,-0.238572,1.081303,-0.005622,0.276725,-0.105955
