t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
8.1500,0.4634,0.5815,0.2644,0.2522,0,0
8.1667,0.4637,0.5200,0.2643,0.2499,0,0
8.1833,0.4640,0.5212,0.2642,0.2511,0,0
8.2000,0.4649,0.5211,0.2640,0.2512,0,0
8.2167,0.4660,0.5207,0.2638,0.2512,0,0
8.2333,0.4661,0.5193,0.2638,0.2515,0,0
8.2500,0.4662,0.5187,0.2639,0.2518,0,0
8.2667,0.4663,0.5181,0.2640,0.2521,0,0
8.2833,0.4669,0.5178,0.2642,0.2525,0,0
8.3000,0.4703,0.5186,0.2641,0.2530,0,0
8.3167,0.4758,0.5204,0.2638,0.2537,0,0
8.3333,0.4824,0.5228,0.2633,0.2542,0,0
8.3500,0.4837,0.5245,0.2632,0.2540,0,0
8.3667,0.4805,0.5238,0.2634,0.2536,0,0
8.3833,0.4782,0.5229,0.2635,0.2534,0,0
8.4000,0.4737,0.5217,0.2636,0.2528,0,0
8.4167,0.4673,0.5203,0.2638,0.2519,0,0
8.4333,0.4654,0.5203,0.2640,0.2517,0,0
8.4500,0.4679,0.5215,0.2641,0.2522,0,0
8.4667,0.4700,0.5211,0.2641,0.2529,0,0
8.4833,0.4729,0.5228,0.2638,0.2530,0,0
8.5000,0.4753,0.5257,0.2636,0.2526,0,0
8.5167,0.4784,0.5286,0.2633,0.2524,0,0
8.5333,0.4813,0.5317,0.2629,0.2519,0,0
8.5500,0.4827,0.5336,0.2625,0.2514,0,0
8.5667,0.4857,0.5348,0.2624,0.2516,0,0
8.5833,0.4880,0.5335,0.2628,0.2527,0,0
8.6000,0.4903,0.5315,0.2632,0.2541,0,0
8.6167,0.4898,0.5292,0.2635,0.2548,0,0
8.6333,0.4918,0.5275,0.2634,0.2555,0,0
8.6500,0.4913,0.5254,0.2635,0.2559,0,0
8.6667,0.4880,0.5222,0.2637,0.2561,0,0
8.6833,0.4829,0.5190,0.2640,0.2560,0,0
8.7000,0.4777,0.5163,0.2643,0.2558,0,0
8.7167,0.4727,0.5137,0.2648,0.2557,0,0
8.7333,0.4682,0.5120,0.2654,0.2558,0,0
8.7500,0.4624,0.5114,0.2657,0.2551,0,0
8.7667,0.4523,0.5108,0.2662,0.2535,0,0
8.7833,0.4383,0.5086,0.2671,0.2517,0,0
8.8000,0.4217,0.5057,0.2684,0.2500,0,0
8.8167,0.4077,0.5024,0.2690,0.2484,0,0
8.8333,0.3963,0.5004,0.2696,0.2471,0,0
8.8500,0.3861,0.5011,0.2701,0.2452,0,0
8.8667,0.3795,0.5012,0.2705,0.2443,0,0
8.8833,0.3848,0.5021,0.2704,0.2451,0,0
8.9000,0.3964,0.5044,0.2698,0.2463,0,0
8.9167,0.4088,0.5071,0.2690,0.2475,0,0
8.9333,0.4177,0.5094,0.2684,0.2483,0,0
8.9500,0.4272,0.5124,0.2676,0.2489,0,0
8.9667,0.4380,0.5151,0.2667,0.2498,0,0
8.9833,0.4489,0.5183,0.2655,0.2502,0,0
9.0000,0.4568,0.5209,0.2645,0.2504,0,0
9.0167,0.4608,0.5227,0.2643,0.2507,0,0
9.0333,0.4627,0.5234,0.2643,0.2510,0,0
9.0500,0.4621,0.5219,0.2645,0.2514,0,0
9.0667,0.4560,0.5190,0.2653,0.2514,0,0
9.0833,0.4513,0.5159,0.2657,0.2515,0,0
9.1000,0.4488,0.5135,0.2658,0.2515,0,0
9.1167,0.4493,0.5111,0.2657,0.2521,0,0
9.1333,0.4477,0.5069,0.2656,0.2527,0,0
9.1500,0.4464,0.5034,0.2655,0.2532,0,0
9.1667,0.4539,0.5042,0.2645,0.2536,0,0
9.1833,0.4562,0.5050,0.2645,0.2540,0,0
9.2000,0.4602,0.5077,0.2646,0.2544,0,0
9.2167,0.4635,0.5096,0.2649,0.2549,0,0
9.2333,0.4623,0.5114,0.2654,0.2547,0,0
9.2500,0.4600,0.5130,0.2660,0.2544,0,0
9.2667,0.4604,0.5151,0.2658,0.2538,0,0
9.2833,0.4609,0.5156,0.2655,0.2535,0,0
9.3000,0.4610,0.5150,0.2653,0.2535,0,0
9.3167,0.4595,0.5144,0.2654,0.2534,0,0
9.3333,0.4580,0.5149,0.2655,0.2532,0,0
9.3500,0.4559,0.5152,0.2660,0.2531,0,0
9.3667,0.4548,0.5157,0.2666,0.2535,0,0
9.3833,0.4551,0.5165,0.2671,0.2538,0,0
9.4000,0.4556,0.5178,0.2672,0.2537,0,0
9.4167,0.4567,0.5201,0.2667,0.2529,0,0
9.4333,0.4574,0.5213,0.2662,0.2522,0,0
9.4500,0.4591,0.5224,0.2654,0.2515,0,0
9.4667,0.4600,0.5231,0.2648,0.2509,0,0
9.4833,0.4599,0.5229,0.2644,0.2505,0,0
9.5000,0.4604,0.5213,0.2640,0.2506,0,0
9.5167,0.4601,0.5198,0.2637,0.2507,0,0
9.5333,0.4570,0.5172,0.2638,0.2506,0,0
9.5500,0.4535,0.5141,0.2640,0.2507,0,0
9.5667,0.4483,0.5102,0.2645,0.2510,0,0
9.5833,0.4436,0.5065,0.2649,0.2512,0,0
9.6000,0.4392,0.5050,0.2652,0.2508,0,0
9.6167,0.4333,0.5049,0.2656,0.2499,0,0
9.6333,0.4258,0.5043,0.2663,0.2489,0,0
9.6500,0.4183,0.5051,0.2669,0.2475,0,0
9.6667,0.4123,0.5066,0.2672,0.2460,0,0
9.6833,0.4076,0.5095,0.2676,0.2448,0,0
9.7000,0.3990,0.5117,0.2691,0.2440,0,0
9.7167,0.3871,0.5132,0.2713,0.2439,0,0
9.7333,0.3876,0.5170,0.2715,0.2435,0,0
9.7500,0.3863,0.5196,0.2718,0.2432,0,0
9.7667,0.3946,0.5227,0.2709,0.2431,0,0
9.7833,0.3972,0.5237,0.2702,0.2425,0,0
9.8000,0.3972,0.5239,0.2700,0.2422,0,0
9.8167,0.3949,0.5231,0.2697,0.2415,0,0
9.8333,0.3948,0.5224,0.2691,0.2410,0,0
9.8500,0.4007,0.5238,0.2684,0.2410,0,0
9.8667,0.4071,0.5237,0.2681,0.2420,0,0
9.8833,0.4121,0.5242,0.2677,0.2425,0,0
9.9000,0.4175,0.5246,0.2671,0.2429,0,0
9.9167,0.4235,0.5251,0.2665,0.2434,0,0
9.9333,0.4274,0.5256,0.2660,0.2437,0,0
9.9500,0.4290,0.5257,0.2658,0.2439,0,0
9.9667,0.4263,0.5254,0.2662,0.2437,0,0
9.9833,0.4235,0.5237,0.2667,0.2441,0,0
10.0000,0.4205,0.5227,0.2672,0.2441,0,0
10.0167,0.4183,0.5221,0.2673,0.2439,0,0
10.0333,0.4149,0.5211,0.2675,0.2437,0,0
10.0500,0.4093,0.5191,0.2680,0.2434,0,0
10.0667,0.4077,0.5179,0.2682,0.2435,0,0
10.0833,0.4067,0.5167,0.2687,0.2441,0,0
10.1000,0.4068,0.5149,0.2690,0.2449,0,0
10.1167,0.4087,0.5138,0.2692,0.2458,0,0
10.1333,0.4104,0.5131,0.2697,0.2467,0,0
10.1500,0.4140,0.5129,0.2697,0.2476,0,0
10.1667,0.4172,0.5133,0.2699,0.2483,0,0
10.1833,0.4101,0.5114,0.2711,0.2486,0,0
10.2000,0.4003,0.5093,0.2723,0.2485,0,0
10.2167,0.3942,0.5094,0.2730,0.2480,0,0
10.2333,0.3900,0.5105,0.2731,0.2471,0,0
10.2500,0.3885,0.5125,0.2727,0.2460,0,0
