t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
6.5167,0.3187,0.3121,0.2063,0.2127,0,0
6.5333,0.3179,0.3182,0.2056,0.2045,0,0
6.5500,0.3160,0.3187,0.2040,0.2043,0,0
6.5667,0.3114,0.3218,0.2009,0.2018,0,0
6.5833,0.2999,0.3227,0.1924,0.1943,0,0
6.6000,0.2823,0.3195,0.1779,0.1814,0,0
6.6167,0.2654,0.3129,0.1585,0.1631,0,0
6.6333,0.2581,0.3101,0.1428,0.1487,0,0
6.6500,0.2618,0.3133,0.1426,0.1496,0,0
6.6667,0.2755,0.3200,0.1509,0.1563,0,0
6.6833,0.2891,0.3270,0.1574,0.1618,0,0
6.7000,0.3065,0.3312,0.1630,0.1645,0,0
6.7167,0.3337,0.3369,0.1689,0.1654,0,0
6.7333,0.3587,0.3378,0.1749,0.1656,0,0
6.7500,0.3799,0.3342,0.1794,0.1631,0,0
6.7667,0.3996,0.3436,0.1862,0.1714,0,0
6.7833,0.4180,0.3573,0.1901,0.1764,0,0
6.8000,0.4338,0.3704,0.1920,0.1786,0,0
6.8167,0.4388,0.3790,0.1920,0.1806,0,0
6.8333,0.4367,0.3827,0.1911,0.1811,0,0
6.8500,0.4315,0.3838,0.1903,0.1814,0,0
6.8667,0.4260,0.3850,0.1903,0.1828,0,0
6.8833,0.4212,0.3866,0.1914,0.1850,0,0
6.9000,0.4170,0.3877,0.1933,0.1877,0,0
6.9167,0.4145,0.3889,0.1960,0.1911,0,0
6.9333,0.4153,0.3901,0.1991,0.1939,0,0
6.9500,0.4184,0.3914,0.2024,0.1967,0,0
6.9667,0.4231,0.3931,0.2057,0.1993,0,0
6.9833,0.4293,0.3949,0.2088,0.2014,0,0
7.0000,0.4350,0.3975,0.2112,0.2033,0,0
7.0167,0.4406,0.4001,0.2141,0.2056,0,0
7.0333,0.4451,0.4027,0.2172,0.2084,0,0
7.0500,0.4512,0.4043,0.2204,0.2102,0,0
7.0667,0.4568,0.4048,0.2235,0.2118,0,0
7.0833,0.4598,0.4044,0.2250,0.2125,0,0
7.1000,0.4621,0.4038,0.2266,0.2132,0,0
7.1167,0.4630,0.4035,0.2272,0.2136,0,0
7.1333,0.4618,0.4028,0.2265,0.2131,0,0
7.1500,0.4587,0.4018,0.2251,0.2126,0,0
7.1667,0.4533,0.4005,0.2231,0.2117,0,0
7.1833,0.4485,0.3998,0.2210,0.2107,0,0
7.2000,0.4444,0.3992,0.2193,0.2099,0,0
7.2167,0.4416,0.3990,0.2179,0.2090,0,0
7.2333,0.4391,0.3989,0.2164,0.2081,0,0
7.2500,0.4342,0.3980,0.2141,0.2069,0,0
7.2667,0.4282,0.3971,0.2110,0.2049,0,0
7.2833,0.4222,0.3967,0.2077,0.2029,0,0
7.3000,0.4122,0.3958,0.2035,0.2012,0,0
7.3167,0.3971,0.3944,0.1988,0.1995,0,0
7.3333,0.3762,0.3900,0.1929,0.1971,0,0
7.3500,0.3544,0.3837,0.1875,0.1947,0,0
7.3667,0.3441,0.3808,0.1841,0.1913,0,0
7.3833,0.3468,0.3834,0.1836,0.1905,0,0
7.4000,0.3566,0.3848,0.1821,0.1855,0,0
7.4167,0.3641,0.3822,0.1768,0.1773,0,0
7.4333,0.3694,0.3751,0.1722,0.1693,0,0
7.4500,0.3750,0.3687,0.1688,0.1630,0,0
7.5000,0.4108,0.3468,0.1540,0.1169,0,0
7.5167,0.3566,0.3557,0.1698,0.1403,0,0
7.5333,0.3482,0.3589,0.1785,0.1479,0,0
7.5833,0.4003,0.3487,0.1521,0.1381,0,0
7.6000,0.3954,0.3473,0.1528,0.1373,0,0
7.6167,0.3916,0.3487,0.1570,0.1454,0,0
7.6333,0.3764,0.3461,0.1561,0.1495,0,0
7.6500,0.3393,0.3322,0.1412,0.1416,0,0
7.6667,0.3210,0.3287,0.1425,0.1468,0,0
7.6833,0.3050,0.3255,0.1437,0.1501,0,0
7.7167,0.2847,0.3212,0.1445,0.1542,0,0
7.7333,0.2763,0.3178,0.1443,0.1531,0,0
7.7500,0.2707,0.3167,0.1463,0.1554,0,0
7.7667,0.2658,0.3169,0.1500,0.1596,0,0
7.7833,0.2656,0.3195,0.1530,0.1623,0,0
7.8000,0.2684,0.3216,0.1507,0.1597,0,0
7.8167,0.2764,0.3256,0.1523,0.1601,0,0
7.8333,0.2903,0.3308,0.1556,0.1615,0,0
7.8833,0.3587,0.3332,0.1526,0.1298,0,0
7.9000,0.3870,0.3373,0.1609,0.1395,0,0
7.9167,0.4084,0.3354,0.1749,0.1435,0,0
7.9333,0.4200,0.3425,0.1896,0.1589,0,0
7.9500,0.4023,0.3545,0.1990,0.1707,0,0
7.9667,0.4142,0.3659,0.2011,0.1758,0,0
7.9833,0.4502,0.3715,0.1981,0.1756,0,0
8.0000,0.4483,0.3746,0.1950,0.1751,0,0
8.0167,0.4456,0.3770,0.1940,0.1762,0,0
8.0333,0.4399,0.3781,0.1911,0.1757,0,0
8.0500,0.4332,0.3793,0.1900,0.1774,0,0
8.0667,0.4303,0.3837,0.1930,0.1834,0,0
8.0833,0.4290,0.3875,0.1971,0.1889,0,0
8.1000,0.4290,0.3899,0.2006,0.1929,0,0
8.1167,0.4329,0.3911,0.2034,0.1943,0,0
8.1333,0.4374,0.3907,0.2055,0.1949,0,0
8.1500,0.4421,0.3909,0.2076,0.1958,0,0
8.1667,0.4468,0.3921,0.2103,0.1975,0,0
8.1833,0.4519,0.3933,0.2132,0.1993,0,0
8.2000,0.4555,0.3948,0.2158,0.2014,0,0
8.2167,0.4570,0.3958,0.2179,0.2036,0,0
8.2333,0.4575,0.3963,0.2190,0.2046,0,0
8.2500,0.4575,0.3958,0.2194,0.2047,0,0
8.2667,0.4575,0.3954,0.2194,0.2046,0,0
8.2833,0.4577,0.3954,0.2192,0.2042,0,0
8.3000,0.4592,0.3969,0.2195,0.2043,0,0
8.3167,0.4587,0.3980,0.2188,0.2043,0,0
8.3333,0.4575,0.3991,0.2181,0.2043,0,0
8.3500,0.4566,0.4008,0.2179,0.2049,0,0
8.3667,0.4547,0.4022,0.2176,0.2057,0,0
8.3833,0.4532,0.4026,0.2171,0.2056,0,0
8.4000,0.4497,0.4018,0.2157,0.2052,0,0
8.4167,0.4467,0.4006,0.2148,0.2046,0,0
8.4333,0.4451,0.3999,0.2144,0.2042,0,0
8.4500,0.4453,0.4011,0.2145,0.2043,0,0
8.4667,0.4438,0.4015,0.2142,0.2044,0,0
8.4833,0.4414,0.4017,0.2138,0.2047,0,0
8.5000,0.4363,0.4016,0.2132,0.2057,0,0
8.5167,0.4373,0.4045,0.2143,0.2068,0,0
8.5333,0.4433,0.4088,0.2162,0.2079,0,0
8.5833,0.4526,0.3958,0.2162,0.1940,0,0
8.6000,0.4551,0.3998,0.2173,0.2024,0,0
8.6167,0.4578,0.4029,0.2194,0.2055,0,0
8.6333,0.4566,0.4080,0.2211,0.2105,0,0
8.6833,0.3480,0.3676,0.1712,0.1809,0,0
8.7000,0.3155,0.3550,0.1633,0.1735,0,0
8.7167,0.2845,0.3412,0.1504,0.1641,0,0
8.7333,0.2627,0.3290,0.1364,0.1521,0,0
8.7500,0.2529,0.3239,0.1291,0.1457,0,0
8.7667,0.2475,0.3200,0.1222,0.1395,0,0
8.7833,0.2522,0.3230,0.1260,0.1417,0,0
8.8000,0.2554,0.3253,0.1297,0.1443,0,0
8.8167,0.2578,0.3268,0.1319,0.1458,0,0
8.8333,0.2640,0.3298,0.1371,0.1497,0,0
8.8500,0.2698,0.3322,0.1420,0.1535,0,0
8.8667,0.2764,0.3352,0.1465,0.1569,0,0
8.8833,0.2823,0.3379,0.1496,0.1592,0,0
8.9000,0.2873,0.3406,0.1522,0.1613,0,0
8.9167,0.2920,0.3432,0.1541,0.1623,0,0
8.9333,0.2902,0.3432,0.1532,0.1624,0,0
8.9500,0.2912,0.3443,0.1544,0.1630,0,0
8.9667,0.2904,0.3453,0.1557,0.1648,0,0
8.9833,0.2892,0.3453,0.1561,0.1652,0,0
9.0000,0.2874,0.3447,0.1567,0.1659,0,0
9.0167,0.2876,0.3454,0.1590,0.1681,0,0
9.0333,0.2811,0.3438,0.1593,0.1696,0,0
9.0500,0.2687,0.3390,0.1554,0.1676,0,0
9.0667,0.2624,0.3381,0.1563,0.1682,0,0
9.0833,0.2700,0.3449,0.1612,0.1718,0,0
9.1000,0.2843,0.3509,0.1658,0.1738,0,0
9.1167,0.3080,0.3567,0.1715,0.1760,0,0
9.1333,0.3385,0.3572,0.1781,0.1756,0,0
9.1500,0.3665,0.3639,0.1894,0.1858,0,0
9.1667,0.3887,0.3744,0.2007,0.1972,0,0
9.1833,0.4018,0.3847,0.2087,0.2062,0,0
9.2000,0.4057,0.3916,0.2126,0.2112,0,0
9.2167,0.4057,0.3955,0.2144,0.2136,0,0
9.2333,0.4052,0.3966,0.2146,0.2138,0,0
9.2500,0.4060,0.3982,0.2154,0.2145,0,0
9.2667,0.4053,0.3990,0.2156,0.2147,0,0
9.2833,0.4060,0.4009,0.2165,0.2157,0,0
9.3000,0.4070,0.4027,0.2170,0.2163,0,0
9.3167,0.4076,0.4040,0.2172,0.2165,0,0
9.3333,0.4073,0.4045,0.2171,0.2166,0,0
9.3500,0.4061,0.4041,0.2168,0.2165,0,0
9.3667,0.4068,0.4045,0.2166,0.2161,0,0
9.3833,0.4080,0.4053,0.2165,0.2159,0,0
9.4000,0.4083,0.4059,0.2160,0.2155,0,0
9.4167,0.4086,0.4067,0.2154,0.2151,0,0
9.4333,0.4086,0.4074,0.2151,0.2150,0,0
9.4500,0.4084,0.4079,0.2147,0.2148,0,0
9.4667,0.4091,0.4084,0.2148,0.2147,0,0
9.4833,0.4107,0.4093,0.2150,0.2147,0,0
9.5000,0.4127,0.4102,0.2151,0.2146,0,0
9.5167,0.4141,0.4112,0.2149,0.2145,0,0
9.5333,0.4148,0.4121,0.2146,0.2143,0,0
9.5500,0.4166,0.4132,0.2148,0.2142,0,0
9.5667,0.4168,0.4142,0.2147,0.2143,0,0
9.5833,0.4158,0.4147,0.2142,0.2141,0,0
9.6000,0.4143,0.4153,0.2135,0.2139,0,0
