t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
6.4500,0.3015,0.3198,0.2045,0.2106,0,0
6.5000,0.3213,0.3757,0.2432,0.2475,0,0
6.5333,0.2784,0.3200,0.2519,0.2559,0,0
6.5500,0.2510,0.2888,0.2517,0.2556,0,0
6.6500,0.4690,0.5153,0.2603,0.2610,0,0
6.6667,0.4932,0.5445,0.2569,0.2582,0,0
6.6833,0.5096,0.5618,0.2497,0.2512,0,0
6.7333,0.4934,0.5162,0.2227,0.2184,0,0
6.7500,0.4908,0.5124,0.2172,0.2185,0,0
6.7667,0.4905,0.5100,0.2158,0.2174,0,0
6.7833,0.4810,0.5003,0.2130,0.2139,0,0
6.8000,0.4622,0.4868,0.2117,0.2128,0,0
6.8167,0.4473,0.4747,0.2120,0.2140,0,0
6.8333,0.4437,0.4719,0.2144,0.2168,0,0
6.8500,0.4321,0.4622,0.2132,0.2157,0,0
6.8667,0.4135,0.4522,0.2107,0.2143,0,0
6.8833,0.4092,0.4529,0.2130,0.2173,0,0
6.9000,0.4097,0.4552,0.2167,0.2211,0,0
6.9167,0.4098,0.4574,0.2193,0.2237,0,0
6.9333,0.4047,0.4557,0.2184,0.2230,0,0
6.9500,0.3997,0.4524,0.2162,0.2207,0,0
6.9667,0.3938,0.4488,0.2143,0.2190,0,0
6.9833,0.3890,0.4458,0.2127,0.2178,0,0
7.0000,0.3839,0.4422,0.2116,0.2168,0,0
7.0167,0.3925,0.4486,0.2143,0.2197,0,0
7.0333,0.4032,0.4597,0.2183,0.2241,0,0
7.0500,0.4175,0.4752,0.2228,0.2287,0,0
7.0833,0.4678,0.5213,0.2238,0.2338,0,0
7.1000,0.4936,0.5395,0.2218,0.2292,0,0
7.1167,0.5099,0.5543,0.2182,0.2260,0,0
7.1333,0.5200,0.5694,0.2182,0.2262,0,0
7.1500,0.5206,0.5734,0.2187,0.2259,0,0
7.1833,0.5154,0.6107,0.2117,0.2275,0,0
7.2000,0.5006,0.6031,0.2021,0.2140,0,0
7.2167,0.4746,0.5551,0.1941,0.2088,0,0
7.2333,0.4498,0.5300,0.1768,0.1912,0,0
7.2500,0.4311,0.5165,0.1709,0.1841,0,0
7.2667,0.4145,0.5007,0.1709,0.1845,0,0
7.2833,0.4017,0.4883,0.1776,0.1898,0,0
7.3000,0.3927,0.4853,0.1637,0.1757,0,0
7.3500,0.3233,0.4701,0.0007,0.0006,0,0
7.3667,0.0000,0.4693,0.0322,0.0002,1,0
7.3833,0.0000,0.4637,0.0269,0.0002,1,0
7.4000,0.0000,0.4581,0.0190,0.0001,1,0
7.4167,0.0000,0.4525,0.0118,0.0000,1,0
7.4333,0.0000,0.4499,0.0055,0.0000,1,0
7.4500,0.0000,0.4488,0.0010,0.0000,1,0
7.4667,0.0000,0.4504,0.0006,0.0000,1,0
7.4833,0.0000,0.4509,0.0016,0.0000,1,0
7.5000,0.0000,0.4516,0.0023,0.0000,1,0
7.5167,0.0000,0.4491,0.0028,0.0001,1,0
7.5333,0.0000,0.4453,0.0030,0.0000,1,0
7.5500,0.0000,0.4423,0.0032,0.0000,1,0
7.5667,0.0000,0.4390,0.0032,0.0000,1,0
7.5833,0.0000,0.4367,0.0032,0.0000,1,0
7.6000,0.0000,0.4334,0.0032,0.0001,1,0
7.6167,0.0000,0.4321,0.0032,0.0000,1,0
7.6333,0.0000,0.4336,0.0031,0.0001,1,0
7.6500,0.0000,0.4349,0.0025,0.0000,1,0
7.6667,0.0000,0.4408,0.0013,0.0000,1,0
7.7667,0.2699,0.4405,0.1683,0.1419,0,0
7.7833,0.2351,0.4552,0.1929,0.1898,0,0
7.8000,0.2146,0.4585,0.2053,0.1990,0,0
7.8167,0.2006,0.4576,0.2137,0.2082,0,0
7.8333,0.1844,0.4640,0.2193,0.2159,0,0
7.8500,0.1678,0.4766,0.2215,0.2200,0,0
7.8667,0.1505,0.4884,0.2267,0.2260,0,0
7.8833,0.1348,0.4996,0.2310,0.2304,0,0
7.9000,0.1218,0.5089,0.2336,0.2332,0,0
7.9167,0.1058,0.5121,0.2336,0.2337,0,0
7.9333,0.0887,0.5134,0.2323,0.2330,0,0
7.9500,0.0790,0.5142,0.2316,0.2325,0,0
7.9667,0.0752,0.5245,0.2299,0.2315,0,0
7.9833,0.0750,0.5303,0.2290,0.2305,0,0
8.0000,0.0762,0.5348,0.2306,0.2320,0,0
8.0167,0.0790,0.5378,0.2316,0.2329,0,0
8.0333,0.0825,0.5369,0.2327,0.2340,0,0
8.0500,0.0853,0.5355,0.2342,0.2353,0,0
8.0667,0.0820,0.5386,0.2370,0.2383,0,0
8.0833,0.0698,0.5448,0.2394,0.2414,0,0
8.1000,0.0612,0.5499,0.2423,0.2445,0,0
8.1167,0.0516,0.5557,0.2446,0.2471,0,0
8.1333,0.0447,0.5652,0.2454,0.2482,0,0
8.1500,0.0406,0.5744,0.2448,0.2477,0,0
8.1667,0.0323,0.5886,0.2444,0.2476,0,0
8.1833,0.0248,0.6012,0.2451,0.2482,0,0
8.2000,0.0190,0.6123,0.2462,0.2492,0,0
8.2167,0.0143,0.6058,0.2477,0.2508,0,0
8.2333,0.0075,0.5914,0.2491,0.2522,0,0
8.2500,0.0000,0.5674,0.2500,0.2527,1,0
8.2833,0.0115,0.4535,0.2422,0.2428,0,0
8.3667,0.0000,0.2400,0.2293,0.1798,1,0
8.5333,0.1746,0.4218,0.2691,0.2658,0,0
8.5500,0.2028,0.4197,0.2695,0.2675,0,0
8.5667,0.2273,0.4210,0.2701,0.2669,0,0
8.6000,0.2867,0.3632,0.2487,0.2412,0,0
8.6333,0.3178,0.3505,0.2196,0.2159,0,0
8.7167,0.2039,0.5082,0.2448,0.2527,0,0
8.7333,0.1911,0.5241,0.2467,0.2488,0,0
8.7500,0.1893,0.5368,0.2466,0.2482,0,0
8.7667,0.1942,0.5429,0.2461,0.2473,0,0
8.7833,0.1965,0.5404,0.2437,0.2450,0,0
8.8000,0.2014,0.5423,0.2422,0.2436,0,0
8.8167,0.2102,0.5419,0.2404,0.2414,0,0
8.8333,0.2182,0.5444,0.2391,0.2400,0,0
8.8500,0.2173,0.5513,0.2385,0.2397,0,0
8.8667,0.2145,0.5516,0.2383,0.2394,0,0
8.8833,0.2210,0.5519,0.2405,0.2409,0,0
8.9000,0.2221,0.5478,0.2423,0.2424,0,0
8.9167,0.2200,0.5392,0.2436,0.2439,0,0
8.9333,0.2244,0.5414,0.2452,0.2454,0,0
8.9500,0.2285,0.5464,0.2469,0.2466,0,0
8.9667,0.2312,0.5457,0.2486,0.2478,0,0
8.9833,0.2311,0.5540,0.2497,0.2490,0,0
9.0000,0.2294,0.5636,0.2505,0.2495,0,0
9.0167,0.2321,0.5669,0.2503,0.2489,0,0
9.0333,0.2342,0.5706,0.2489,0.2476,0,0
9.0500,0.2371,0.5705,0.2479,0.2466,0,0
9.0667,0.2322,0.5757,0.2472,0.2463,0,0
9.0833,0.2271,0.5842,0.2458,0.2455,0,0
9.1000,0.2202,0.5885,0.2448,0.2449,0,0
9.1333,0.2204,0.6076,0.2338,0.2380,0,0
9.1500,0.2099,0.6119,0.2309,0.2343,0,0
