t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
6.5667,0.3481,0.4819,0.1962,0.1566,0,0
6.5833,0.3417,0.4920,0.1976,0.1925,0,0
6.6000,0.3339,0.4898,0.1984,0.1899,0,0
6.6167,0.3252,0.4869,0.1985,0.1893,0,0
6.6333,0.3290,0.4895,0.1958,0.1884,0,0
6.6500,0.3394,0.4956,0.1906,0.1851,0,0
6.6667,0.3558,0.5042,0.1842,0.1806,0,0
6.6833,0.3754,0.5139,0.1771,0.1759,0,0
6.7000,0.3936,0.5219,0.1665,0.1666,0,0
6.7167,0.4134,0.5278,0.1487,0.1499,0,0
6.7333,0.4364,0.5351,0.1288,0.1334,0,0
6.7500,0.4587,0.5470,0.1178,0.1286,0,0
6.7667,0.4736,0.5573,0.1207,0.1342,0,0
6.7833,0.4808,0.5681,0.1361,0.1506,0,0
6.8333,0.4880,0.5721,0.1876,0.1960,0,0
6.9167,0.4613,0.5397,0.0003,0.0017,0,0
6.9500,0.1588,0.5288,0.0436,0.0028,0,0
6.9833,0.0000,0.5299,0.0166,0.0143,1,0
7.0000,0.0000,0.5319,0.0170,0.0048,1,0
7.0167,0.0000,0.5352,0.0170,0.0005,1,0
7.0333,0.0000,0.5360,0.0168,0.0000,1,0
7.0500,0.0000,0.5305,0.0168,0.0000,1,0
7.0667,0.0000,0.5221,0.0168,0.0000,1,0
7.0833,0.0000,0.5121,0.0167,0.0000,1,0
7.1000,0.0000,0.5046,0.0157,0.0000,1,0
7.1167,0.0000,0.4942,0.0135,0.0000,1,0
7.1333,0.0000,0.4836,0.0080,0.0000,1,0
7.1500,0.0000,0.4784,0.0049,0.0000,1,0
7.1667,0.0000,0.4768,0.0044,0.0000,1,0
7.1833,0.0000,0.4758,0.0042,0.0000,1,0
7.2000,0.0000,0.4749,0.0040,0.0000,1,0
7.2167,0.0000,0.4753,0.0040,0.0000,1,0
7.2333,0.0000,0.4747,0.0039,0.0000,1,0
7.2500,0.0000,0.4779,0.0039,0.0000,1,0
7.2667,0.0000,0.4821,0.0039,0.0000,1,0
7.2833,0.0000,0.4865,0.0039,0.0000,1,0
7.3000,0.0000,0.4903,0.0039,0.0000,1,0
7.3167,0.0000,0.4892,0.0037,0.0000,1,0
