t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
7.3833,0.0000,0.0000,0.1727,0.1635,1,1
7.4000,0.0000,0.0000,0.1724,0.1624,1,1
7.4167,0.0000,0.0000,0.1714,0.1628,1,1
7.4333,0.0000,0.0000,0.1709,0.1625,1,1
7.5333,0.0000,0.1970,0.2707,0.2258,1,0
7.6333,0.2786,0.2322,0.1020,0.0926,0,0
7.7000,0.3863,0.3748,0.1204,0.1224,0,0
7.7333,0.5373,0.5227,0.1048,0.1124,0,0
7.7500,0.6225,0.6068,0.0823,0.0949,0,0
7.7667,0.6966,0.6821,0.0680,0.0776,0,0
7.7833,0.7516,0.7387,0.0652,0.0652,0,0
7.8000,0.8024,0.7918,0.0648,0.0561,0,0
7.8500,0.7229,0.6109,0.0481,0.0489,0,0
7.8667,0.6440,0.5128,0.0424,0.0508,0,0
7.8833,0.5572,0.4241,0.0356,0.0465,0,0
7.9333,0.0000,0.2221,0.0173,0.0313,1,0
7.9500,0.0000,0.3931,0.0160,0.0235,1,0
7.9667,0.0000,0.6012,0.0120,0.0111,1,0
7.9833,0.0000,0.5997,0.0100,0.0030,1,0
8.0000,0.0000,0.5945,0.0090,0.0005,1,0
8.0167,0.0000,0.5900,0.0083,0.0001,1,0
8.0333,0.0000,0.5913,0.0073,0.0000,1,0
8.0500,0.0000,0.5946,0.0066,0.0000,1,0
8.0667,0.0000,0.6002,0.0059,0.0000,1,0
8.0833,0.0000,0.6076,0.0053,0.0000,1,0
8.1000,0.0000,0.6158,0.0048,0.0000,1,0
8.1167,0.0000,0.6241,0.0043,0.0000,1,0
8.1333,0.0000,0.6327,0.0038,0.0000,1,0
8.1500,0.0000,0.6408,0.0034,0.0000,1,0
8.1667,0.0000,0.6444,0.0032,0.0000,1,0
8.1833,0.0000,0.6453,0.0030,0.0000,1,0
8.2000,0.0000,0.6446,0.0029,0.0000,1,0
8.2167,0.0000,0.6429,0.0029,0.0000,1,0
8.2333,0.0000,0.6404,0.0029,0.0000,1,0
8.2500,0.0000,0.6392,0.0030,0.0000,1,0
8.2667,0.0000,0.6402,0.0030,0.0000,1,0
8.2833,0.0000,0.6471,0.0028,0.0000,1,0
8.3000,0.0000,0.6624,0.0023,0.0000,1,0
8.4000,0.0000,0.7973,0.0894,0.1163,1,0
8.4167,0.0000,0.7765,0.1210,0.1441,1,0
8.4333,0.0000,0.7613,0.1467,0.1650,1,0
8.4833,0.0000,0.6504,0.2039,0.2184,1,0
8.5833,0.0000,0.1334,0.2050,0.1678,1,0
8.6833,0.0000,0.1698,0.2390,0.2051,1,0
8.7000,0.0000,0.1667,0.2367,0.1884,1,0
8.7167,0.0000,0.1592,0.2338,0.1827,1,0
8.7333,0.0000,0.1405,0.2309,0.1742,1,0
8.7500,0.0000,0.1231,0.2330,0.1738,1,0
8.7667,0.0000,0.1083,0.2374,0.1762,1,0
8.7833,0.0000,0.0944,0.2421,0.1784,1,0
8.8000,0.0000,0.0813,0.2450,0.1788,1,0
8.8167,0.0000,0.0708,0.2474,0.1790,1,0
8.8333,0.0000,0.0609,0.2484,0.1773,1,0
8.8500,0.0000,0.0494,0.2490,0.1743,1,0
8.8667,0.0000,0.0381,0.2492,0.1709,1,0
8.8833,0.0000,0.0283,0.2491,0.1674,1,0
8.9000,0.0000,0.0198,0.2489,0.1641,1,0
8.9167,0.0000,0.0147,0.2486,0.1621,1,0
8.9333,0.0000,0.0133,0.2483,0.1612,1,0
8.9500,0.0000,0.0103,0.2482,0.1600,1,0
8.9667,0.0000,0.0000,0.2486,0.1568,1,1
8.9833,0.0000,0.0000,0.2486,0.1564,1,1
9.0000,0.0000,0.0000,0.2484,0.1563,1,1
9.0167,0.0000,0.0000,0.2483,0.1565,1,1
9.0333,0.0000,0.0000,0.2485,0.1567,1,1
9.0500,0.0000,0.0000,0.2485,0.1575,1,1
9.0667,0.0000,0.0077,0.2488,0.1609,1,0
9.0833,0.0000,0.0169,0.2489,0.1647,1,0
9.1000,0.0000,0.0275,0.2498,0.1697,1,0
9.1167,0.0000,0.0374,0.2511,0.1748,1,0
9.1333,0.0000,0.0501,0.2521,0.1807,1,0
9.1500,0.0000,0.0791,0.2534,0.1929,1,0
9.1667,0.0000,0.1156,0.2545,0.2076,1,0
9.2667,0.0000,0.3491,0.2417,0.1952,1,0
9.3333,0.0000,0.3290,0.1619,0.0719,1,0
9.4000,0.0594,0.5791,0.1590,0.0652,0,0
9.4500,0.0000,0.7454,0.0426,0.0604,1,0
9.4667,0.0000,0.7827,0.0339,0.0550,1,0
9.4833,0.0000,0.8091,0.0315,0.0463,1,0
9.5000,0.0000,0.8431,0.0282,0.0431,1,0
9.5500,0.3368,0.5867,0.0295,0.0252,0,0
9.5667,0.3359,0.4891,0.0225,0.0129,0,0
9.5833,0.2034,0.6125,0.0189,0.0029,0,0
9.6000,0.1320,0.6941,0.0155,0.0002,0,0
9.6167,0.1043,0.6590,0.0079,0.0001,0,0
9.6333,0.1109,0.6400,0.0010,0.0001,0,0
9.6500,0.1112,0.6281,0.0009,0.0000,0,0
9.6667,0.1117,0.6230,0.0010,0.0000,0,0
9.6833,0.1074,0.6144,0.0011,0.0000,0,0
9.7000,0.1066,0.6099,0.0011,0.0000,0,0
9.7167,0.1077,0.6071,0.0011,0.0000,0,0
9.7333,0.1072,0.6019,0.0011,0.0000,0,0
9.7500,0.1067,0.5981,0.0011,0.0000,0,0
9.7667,0.1079,0.5966,0.0010,0.0000,0,0
9.7833,0.1093,0.5967,0.0010,0.0000,0,0
9.8000,0.1102,0.5979,0.0010,0.0000,0,0
9.8167,0.1105,0.5991,0.0009,0.0000,0,0
9.8333,0.1079,0.5965,0.0009,0.0000,0,0
9.8500,0.1058,0.5956,0.0008,0.0000,0,0
9.8667,0.1046,0.5975,0.0008,0.0000,0,0
9.8833,0.1037,0.6031,0.0008,0.0000,0,0
9.9000,0.1060,0.6135,0.0009,0.0000,0,0
9.9167,0.1135,0.6335,0.0010,0.0000,0,0
10.0167,0.0000,0.7832,0.0887,0.0795,1,0
10.0333,0.0000,0.7545,0.1332,0.1085,1,0
10.0667,0.0000,0.7609,0.1902,0.1581,1,0
10.1667,0.0000,0.4856,0.2017,0.2308,1,0
