t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
8.1000,0.3919,0.3651,0.1898,0.2334,0,0
8.1167,0.3898,0.3606,0.1891,0.2292,0,0
8.1333,0.3863,0.3596,0.1881,0.2284,0,0
8.1500,0.3843,0.3584,0.1888,0.2272,0,0
8.1667,0.3866,0.3625,0.1921,0.2274,0,0
8.1833,0.3884,0.3676,0.1948,0.2272,0,0
8.2000,0.3924,0.3746,0.1998,0.2285,0,0
8.2167,0.4012,0.3875,0.2085,0.2316,0,0
8.2333,0.4111,0.4024,0.2172,0.2345,0,0
8.2500,0.4220,0.4190,0.2270,0.2378,0,0
8.2667,0.4202,0.4289,0.2342,0.2403,0,0
8.2833,0.4243,0.4337,0.2388,0.2411,0,0
8.3000,0.4162,0.4255,0.2397,0.2379,0,0
8.3500,0.3672,0.4180,0.2662,0.2422,0,0
8.3667,0.3626,0.4174,0.2698,0.2403,0,0
8.3833,0.3735,0.4256,0.2685,0.2368,0,0
8.4000,0.3927,0.4366,0.2647,0.2330,0,0
8.4167,0.4154,0.4440,0.2595,0.2300,0,0
8.4333,0.4283,0.4488,0.2547,0.2275,0,0
8.4500,0.4443,0.4504,0.2497,0.2262,0,0
8.4667,0.4562,0.4553,0.2440,0.2235,0,0
8.4833,0.4611,0.4672,0.2362,0.2187,0,0
8.5000,0.4444,0.4529,0.2251,0.2125,0,0
8.5167,0.4242,0.4282,0.2120,0.2053,0,0
8.5333,0.4056,0.4070,0.2006,0.1987,0,0
8.5500,0.3912,0.3911,0.1921,0.1937,0,0
8.5667,0.3841,0.3833,0.1879,0.1913,0,0
8.5833,0.3832,0.3818,0.1883,0.1920,0,0
8.6000,0.3834,0.3833,0.1916,0.1950,0,0
8.6167,0.3860,0.3861,0.1977,0.2002,0,0
8.6333,0.4008,0.4030,0.2094,0.2112,0,0
8.6500,0.4114,0.4146,0.2184,0.2185,0,0
8.6667,0.4179,0.4064,0.2249,0.2236,0,0
8.6833,0.4196,0.3927,0.2295,0.2266,0,0
8.7000,0.4168,0.3826,0.2320,0.2278,0,0
8.7167,0.4096,0.3811,0.2328,0.2264,0,0
8.7500,0.4049,0.3812,0.2420,0.2259,0,0
8.7667,0.4045,0.3861,0.2500,0.2247,0,0
8.7833,0.4089,0.3958,0.2532,0.2228,0,0
8.8000,0.4222,0.4042,0.2565,0.2220,0,0
8.8167,0.4385,0.4133,0.2587,0.2212,0,0
8.8333,0.4351,0.4224,0.2584,0.2200,0,0
8.8667,0.4463,0.4236,0.2531,0.2218,0,0
8.8833,0.4528,0.4244,0.2495,0.2224,0,0
8.9000,0.4616,0.4296,0.2449,0.2213,0,0
8.9167,0.4603,0.4382,0.2378,0.2189,0,0
8.9333,0.4487,0.4562,0.2279,0.2133,0,0
8.9500,0.4335,0.4386,0.2167,0.2067,0,0
8.9667,0.4173,0.4191,0.2064,0.2006,0,0
8.9833,0.4014,0.4009,0.1972,0.1953,0,0
9.0000,0.3891,0.3877,0.1908,0.1917,0,0
9.0167,0.3806,0.3793,0.1879,0.1906,0,0
9.0333,0.3784,0.3776,0.1891,0.1924,0,0
9.0500,0.3845,0.3848,0.1949,0.1980,0,0
9.0667,0.3930,0.3940,0.2015,0.2040,0,0
9.0833,0.3984,0.4001,0.2066,0.2084,0,0
9.1000,0.4038,0.4065,0.2121,0.2131,0,0
9.1167,0.4119,0.4158,0.2176,0.2176,0,0
9.1333,0.4156,0.4162,0.2207,0.2194,0,0
9.1500,0.4168,0.4116,0.2228,0.2204,0,0
9.1667,0.4135,0.4095,0.2235,0.2198,0,0
9.1833,0.4061,0.4130,0.2224,0.2170,0,0
9.2000,0.3983,0.4115,0.2212,0.2133,0,0
9.2167,0.3948,0.4116,0.2234,0.2105,0,0
9.2333,0.4029,0.4239,0.2317,0.2112,0,0
9.2500,0.4177,0.4330,0.2406,0.2110,0,0
9.2667,0.4433,0.4363,0.2456,0.2124,0,0
9.2833,0.4632,0.4440,0.2445,0.2118,0,0
9.3333,0.4632,0.4555,0.2282,0.2103,0,0
9.3500,0.4571,0.4591,0.2231,0.2101,0,0
9.3667,0.4534,0.4610,0.2197,0.2094,0,0
9.3833,0.4471,0.4520,0.2155,0.2076,0,0
9.4000,0.4361,0.4386,0.2097,0.2044,0,0
9.4167,0.4203,0.4207,0.2022,0.1994,0,0
9.4333,0.4036,0.4027,0.1950,0.1941,0,0
