t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
6.7167,0.0000,0.0000,0.0003,0.0694,1,1
6.7333,0.0000,0.0000,0.0022,0.0870,1,1
6.7500,0.0000,0.0000,0.0028,0.0865,1,1
6.7667,0.0000,0.0000,0.0052,0.0851,1,1
6.7833,0.0000,0.0000,0.0267,0.0839,1,1
6.8000,0.0000,0.0000,0.0765,0.0924,1,1
6.8167,0.0000,0.0199,0.1065,0.1140,1,0
6.8333,0.0533,0.0632,0.1388,0.1439,0,0
6.8500,0.0951,0.0945,0.1589,0.1606,0,0
6.8667,0.1254,0.1187,0.1717,0.1713,0,0
6.8833,0.1417,0.1390,0.1803,0.1804,0,0
6.9000,0.1492,0.1545,0.1853,0.1869,0,0
6.9167,0.1549,0.1711,0.1901,0.1940,0,0
6.9333,0.1546,0.1866,0.1933,0.2000,0,0
6.9500,0.1562,0.2017,0.1962,0.2052,0,0
6.9667,0.1623,0.2179,0.2007,0.2113,0,0
6.9833,0.1710,0.2330,0.2048,0.2161,0,0
7.0000,0.1808,0.2443,0.2079,0.2192,0,0
7.0167,0.1889,0.2511,0.2083,0.2196,0,0
7.0333,0.1951,0.2573,0.2093,0.2202,0,0
7.0500,0.2053,0.2650,0.2117,0.2223,0,0
7.0667,0.2148,0.2718,0.2145,0.2246,0,0
7.0833,0.2255,0.2792,0.2178,0.2273,0,0
7.1000,0.2303,0.2839,0.2202,0.2296,0,0
7.1167,0.2347,0.2877,0.2224,0.2317,0,0
7.1333,0.2362,0.2908,0.2240,0.2334,0,0
7.1500,0.2365,0.2936,0.2250,0.2347,0,0
7.1667,0.2370,0.2964,0.2259,0.2359,0,0
7.1833,0.2376,0.2982,0.2264,0.2365,0,0
7.2000,0.2384,0.3000,0.2268,0.2370,0,0
7.2167,0.2377,0.3019,0.2272,0.2378,0,0
7.2333,0.2358,0.3032,0.2272,0.2382,0,0
7.2500,0.2333,0.3041,0.2270,0.2385,0,0
7.2667,0.2323,0.3053,0.2270,0.2387,0,0
7.2833,0.2302,0.3061,0.2269,0.2390,0,0
7.3000,0.2286,0.3076,0.2276,0.2401,0,0
7.3167,0.2260,0.3089,0.2285,0.2416,0,0
7.3333,0.2228,0.3094,0.2289,0.2423,0,0
7.3500,0.2165,0.3080,0.2283,0.2424,0,0
7.3667,0.2104,0.3063,0.2274,0.2420,0,0
7.3833,0.2026,0.3022,0.2251,0.2400,0,0
7.4000,0.1958,0.2969,0.2223,0.2375,0,0
7.4167,0.1915,0.2923,0.2196,0.2346,0,0
7.4333,0.1893,0.2895,0.2178,0.2329,0,0
7.4500,0.1880,0.2876,0.2166,0.2317,0,0
7.4667,0.1852,0.2857,0.2153,0.2302,0,0
7.4833,0.1802,0.2822,0.2132,0.2280,0,0
7.5000,0.1736,0.2776,0.2103,0.2251,0,0
7.5167,0.1625,0.2675,0.2048,0.2194,0,0
7.5333,0.1511,0.2566,0.1986,0.2132,0,0
7.5500,0.1423,0.2454,0.1929,0.2073,0,0
7.5667,0.1322,0.2308,0.1845,0.1979,0,0
7.5833,0.1234,0.2190,0.1767,0.1901,0,0
7.6000,0.1187,0.2095,0.1706,0.1841,0,0
7.6167,0.1168,0.2044,0.1670,0.1803,0,0
7.6333,0.1165,0.2010,0.1647,0.1780,0,0
7.6500,0.1174,0.1986,0.1632,0.1763,0,0
7.6667,0.1202,0.1983,0.1633,0.1761,0,0
7.6833,0.1231,0.1968,0.1646,0.1771,0,0
7.7000,0.1286,0.1967,0.1674,0.1790,0,0
7.7167,0.1308,0.1901,0.1707,0.1810,0,0
7.7333,0.1331,0.1811,0.1757,0.1846,0,0
7.7500,0.1324,0.1701,0.1796,0.1865,0,0
7.7667,0.1320,0.1614,0.1847,0.1904,0,0
7.7833,0.1266,0.1585,0.1917,0.1975,0,0
7.8000,0.1260,0.1653,0.1999,0.2065,0,0
7.8167,0.1323,0.1746,0.2086,0.2159,0,0
7.8333,0.1385,0.1857,0.2152,0.2233,0,0
7.8500,0.1448,0.1968,0.2201,0.2289,0,0
7.8667,0.1488,0.2089,0.2234,0.2335,0,0
7.8833,0.1542,0.2227,0.2262,0.2375,0,0
7.9000,0.1546,0.2295,0.2267,0.2390,0,0
7.9167,0.1522,0.2334,0.2263,0.2396,0,0
7.9333,0.1462,0.2362,0.2253,0.2399,0,0
7.9500,0.1414,0.2413,0.2251,0.2410,0,0
7.9667,0.1344,0.2453,0.2245,0.2419,0,0
7.9833,0.1288,0.2504,0.2244,0.2432,0,0
8.0000,0.1209,0.2510,0.2237,0.2437,0,0
8.0167,0.1138,0.2510,0.2230,0.2439,0,0
8.0333,0.1085,0.2476,0.2220,0.2431,0,0
8.0500,0.1009,0.2399,0.2197,0.2410,0,0
8.0667,0.0918,0.2266,0.2159,0.2369,0,0
8.0833,0.0795,0.2141,0.2113,0.2326,0,0
8.1000,0.0705,0.1982,0.2063,0.2272,0,0
8.1167,0.0597,0.1744,0.1993,0.2192,0,0
8.1333,0.0487,0.1475,0.1915,0.2099,0,0
8.1500,0.0434,0.1316,0.1872,0.2043,0,0
8.1667,0.0385,0.1127,0.1834,0.1987,0,0
8.1833,0.0366,0.0984,0.1810,0.1943,0,0
8.2000,0.0418,0.0988,0.1823,0.1944,0,0
8.2500,0.0383,0.0457,0.1758,0.1784,0,0
8.2667,0.0371,0.0382,0.1747,0.1752,0,0
8.3000,0.0400,0.0502,0.1752,0.1774,0,0
8.3167,0.0368,0.0469,0.1724,0.1749,0,0
8.3333,0.0357,0.0440,0.1701,0.1722,0,0
8.3500,0.0358,0.0413,0.1678,0.1694,0,0
8.3667,0.0313,0.0317,0.1621,0.1628,0,0
8.3833,0.0288,0.0273,0.1569,0.1570,0,0
8.4000,0.0228,0.0210,0.1490,0.1489,0,0
8.4167,0.0083,0.0039,0.1361,0.1358,0,0
8.4333,0.0000,0.0000,0.1185,0.1234,1,1
8.4500,0.0000,0.0000,0.0851,0.1081,1,1
8.4667,0.0000,0.0000,0.0544,0.1031,1,1
8.4833,0.0000,0.0000,0.0277,0.1014,1,1
8.5000,0.0000,0.0000,0.0064,0.0958,1,1
8.5167,0.0000,0.0000,0.0037,0.0969,1,1
8.5333,0.0000,0.0000,0.0031,0.0971,1,1
8.5500,0.0000,0.0000,0.0029,0.0978,1,1
8.5667,0.0000,0.0000,0.0028,0.0985,1,1
8.5833,0.0000,0.0000,0.0026,0.0985,1,1
8.6000,0.0000,0.0000,0.0026,0.0993,1,1
8.6167,0.0000,0.0000,0.0024,0.0975,1,1
