t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
7.0833,0.3396,0.3380,0.1561,0.0002,0,0
7.1000,0.3455,0.3539,0.1586,0.1765,0,0
7.1167,0.3539,0.3607,0.1629,0.1614,0,0
7.1333,0.3670,0.3737,0.1722,0.1745,0,0
7.1500,0.3763,0.3836,0.1811,0.1825,0,0
7.1667,0.3850,0.3932,0.1896,0.1911,0,0
7.1833,0.3915,0.4006,0.1961,0.1972,0,0
7.2000,0.3961,0.4060,0.2006,0.2015,0,0
7.2167,0.4010,0.4119,0.2043,0.2053,0,0
7.2333,0.4058,0.4183,0.2066,0.2078,0,0
7.2500,0.4078,0.4205,0.2061,0.2073,0,0
7.2667,0.4049,0.4202,0.2043,0.2055,0,0
7.2833,0.3973,0.4160,0.2028,0.2044,0,0
7.3000,0.3906,0.4137,0.2025,0.2047,0,0
7.3167,0.3851,0.4142,0.2028,0.2058,0,0
7.3333,0.3807,0.4181,0.2031,0.2072,0,0
7.3500,0.3797,0.4260,0.2042,0.2096,0,0
7.3667,0.3717,0.4313,0.2060,0.2124,0,0
7.3833,0.3756,0.4405,0.2104,0.2174,0,0
7.4000,0.3895,0.4526,0.2139,0.2215,0,0
7.4167,0.4139,0.4748,0.2202,0.2286,0,0
7.4333,0.4417,0.4973,0.2244,0.2324,0,0
7.4500,0.4700,0.5261,0.2263,0.2345,0,0
7.4667,0.4868,0.5406,0.2278,0.2347,0,0
7.4833,0.4973,0.5538,0.2288,0.2357,0,0
7.5000,0.4967,0.5704,0.2296,0.2375,0,0
7.5167,0.4908,0.5886,0.2285,0.2375,0,0
7.5333,0.4734,0.5452,0.2280,0.2374,0,0
7.6333,0.4712,0.4649,0.0494,0.0585,0,0
7.6500,0.4633,0.4749,0.0791,0.0005,0,0
7.6667,0.4750,0.4649,0.0943,0.0000,0,0
7.6833,0.4112,0.4594,0.0837,0.0000,0,0
7.7000,0.4210,0.4580,0.0820,0.0000,0,0
7.7167,0.4385,0.4593,0.0892,0.0000,0,0
7.7333,0.4138,0.4603,0.0848,0.0000,0,0
7.7500,0.4384,0.4629,0.0881,0.0000,0,0
7.7667,0.4321,0.4677,0.0879,0.0000,0,0
7.7833,0.4420,0.4724,0.0871,0.0001,0,0
7.8000,0.4520,0.4781,0.0890,0.0000,0,0
7.8167,0.4543,0.4864,0.0874,0.0000,0,0
7.8333,0.4702,0.4949,0.0888,0.0000,0,0
7.8500,0.4777,0.5010,0.0864,0.0000,0,0
7.8667,0.4760,0.5019,0.0852,0.0000,0,0
7.8833,0.4717,0.4937,0.0796,0.0000,0,0
7.9000,0.4615,0.4833,0.0749,0.0000,0,0
7.9167,0.4202,0.4720,0.0703,0.0000,0,0
7.9667,0.4595,0.4490,0.0286,0.0142,0,0
7.9833,0.2883,0.4406,0.0836,0.1033,0,0
8.0000,0.2011,0.4362,0.1104,0.1114,0,0
8.0167,0.1527,0.4386,0.1277,0.1318,0,0
8.0333,0.1028,0.4421,0.1368,0.1398,0,0
8.0833,0.0000,0.4267,0.0648,0.0227,1,0
8.1000,0.0000,0.4274,0.0459,0.0776,1,0
8.1167,0.0897,0.4241,0.0275,0.0437,0,0
8.1333,0.2133,0.4261,0.0867,0.0616,0,0
8.1500,0.1759,0.4281,0.0946,0.0579,0,0
8.1667,0.1634,0.4300,0.1108,0.0734,0,0
8.1833,0.1492,0.4320,0.1193,0.0762,0,0
8.2000,0.1391,0.4357,0.1274,0.0849,0,0
8.2167,0.1210,0.4378,0.1248,0.0782,0,0
8.2333,0.0989,0.4391,0.1188,0.0700,0,0
8.2500,0.0914,0.4380,0.1198,0.0714,0,0
8.2667,0.0870,0.4381,0.1229,0.0767,0,0
8.2833,0.0843,0.4395,0.1250,0.0775,0,0
8.3000,0.0883,0.4427,0.1287,0.0819,0,0
8.3333,0.0066,0.4559,0.0900,0.0188,0,0
8.3500,0.0000,0.4644,0.0733,0.0122,1,0
8.4500,0.2239,0.4774,0.1039,0.0912,0,0
8.4667,0.1869,0.4875,0.1441,0.1512,0,0
8.4833,0.1798,0.4941,0.1680,0.1683,0,0
8.5000,0.1848,0.4962,0.1826,0.1811,0,0
8.5167,0.1966,0.4906,0.1921,0.1889,0,0
8.5333,0.2086,0.4802,0.1991,0.1951,0,0
8.5500,0.2162,0.4700,0.2050,0.2009,0,0
8.5667,0.2153,0.4671,0.2095,0.2061,0,0
8.5833,0.2077,0.4699,0.2124,0.2103,0,0
8.6000,0.2046,0.4723,0.2100,0.2085,0,0
8.6167,0.1958,0.4741,0.2093,0.2087,0,0
8.6333,0.1908,0.4726,0.2076,0.2072,0,0
8.6500,0.1836,0.4720,0.2053,0.2057,0,0
8.6667,0.1796,0.4724,0.2029,0.2041,0,0
8.6833,0.1761,0.4724,0.2017,0.2034,0,0
