t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
7.9333,0.1645,0.1146,0.1917,0.1610,0,0
7.9500,0.1670,0.1273,0.1929,0.1878,0,0
7.9667,0.1707,0.1337,0.1946,0.1889,0,0
7.9833,0.1749,0.1414,0.1960,0.1907,0,0
8.0000,0.1793,0.1473,0.1966,0.1916,0,0
8.0167,0.1792,0.1496,0.1955,0.1911,0,0
8.0333,0.1780,0.1508,0.1945,0.1907,0,0
8.0500,0.1792,0.1559,0.1947,0.1918,0,0
8.0667,0.1834,0.1640,0.1965,0.1947,0,0
8.0833,0.1865,0.1706,0.1967,0.1956,0,0
8.1000,0.1920,0.1784,0.1980,0.1973,0,0
8.1167,0.1955,0.1872,0.1990,0.1990,0,0
8.1333,0.1999,0.1958,0.2001,0.2004,0,0
8.1500,0.2036,0.2023,0.1999,0.2004,0,0
8.1667,0.2083,0.2098,0.2004,0.2010,0,0
8.1833,0.2152,0.2194,0.2016,0.2023,0,0
8.2000,0.2197,0.2269,0.1987,0.1994,0,0
8.2167,0.2229,0.2312,0.1953,0.1963,0,0
8.2333,0.2282,0.2335,0.1941,0.1952,0,0
8.2500,0.2269,0.2318,0.1886,0.1892,0,0
8.2667,0.2196,0.2263,0.1785,0.1793,0,0
8.2833,0.2142,0.2215,0.1686,0.1699,0,0
8.3000,0.2113,0.2186,0.1607,0.1625,0,0
8.3167,0.2098,0.2175,0.1533,0.1552,0,0
8.3333,0.2117,0.2216,0.1506,0.1538,0,0
8.3500,0.2150,0.2277,0.1503,0.1537,0,0
8.3667,0.2207,0.2359,0.1542,0.1589,0,0
8.3833,0.2263,0.2423,0.1572,0.1615,0,0
8.4000,0.2284,0.2464,0.1590,0.1635,0,0
8.4167,0.2275,0.2483,0.1593,0.1641,0,0
8.4333,0.2254,0.2486,0.1624,0.1677,0,0
8.4500,0.2209,0.2456,0.1634,0.1681,0,0
8.4667,0.2142,0.2379,0.1627,0.1673,0,0
8.4833,0.2138,0.2313,0.1663,0.1698,0,0
8.5167,0.2086,0.1971,0.1727,0.1706,0,0
8.5333,0.1845,0.1611,0.1678,0.1620,0,0
8.5833,0.0332,0.0293,0.1006,0.0762,0,0
8.6167,0.0000,0.0279,0.1065,0.1076,1,0
8.6333,0.0000,0.0321,0.1169,0.1203,1,0
8.6500,0.0000,0.0405,0.1275,0.1328,1,0
8.6667,0.0000,0.0490,0.1336,0.1415,1,0
8.6833,0.0184,0.0580,0.1413,0.1480,0,0
8.7000,0.0339,0.0653,0.1460,0.1510,0,0
8.7167,0.0468,0.0727,0.1493,0.1533,0,0
8.7333,0.0589,0.0794,0.1517,0.1550,0,0
8.7500,0.0678,0.0858,0.1533,0.1564,0,0
8.7667,0.0701,0.0899,0.1513,0.1547,0,0
8.7833,0.0669,0.0896,0.1457,0.1496,0,0
8.8000,0.0621,0.0872,0.1387,0.1435,0,0
8.8167,0.0580,0.0871,0.1341,0.1402,0,0
8.8333,0.0518,0.0856,0.1290,0.1365,0,0
8.8500,0.0445,0.0818,0.1218,0.1309,0,0
8.8667,0.0327,0.0726,0.1084,0.1193,0,0
8.8833,0.0244,0.0610,0.0913,0.1041,0,0
8.9000,0.0339,0.0622,0.0878,0.1007,0,0
8.9167,0.0594,0.0732,0.0941,0.1043,0,0
8.9333,0.0815,0.0868,0.0990,0.1056,0,0
8.9500,0.0881,0.0929,0.0894,0.0946,0,0
8.9667,0.0915,0.0980,0.0724,0.0792,0,0
8.9833,0.0969,0.1056,0.0585,0.0696,0,0
9.0000,0.1117,0.1198,0.0521,0.0652,0,0
9.0167,0.1110,0.1228,0.0136,0.0414,0,0
9.0333,0.1290,0.1285,0.0011,0.0096,0,0
9.0500,0.1451,0.1484,0.0177,0.0190,0,0
9.0667,0.1697,0.1652,0.0510,0.0313,0,0
9.0833,0.1959,0.1820,0.0742,0.0466,0,0
9.1000,0.2391,0.2050,0.1119,0.0877,0,0
9.1167,0.2775,0.2255,0.1396,0.1131,0,0
9.1333,0.3108,0.2452,0.1609,0.1361,0,0
9.1500,0.3349,0.2615,0.1746,0.1509,0,0
9.1667,0.3543,0.2767,0.1840,0.1609,0,0
9.1833,0.3638,0.2847,0.1860,0.1625,0,0
9.2000,0.3665,0.2883,0.1846,0.1629,0,0
9.2167,0.3664,0.2904,0.1834,0.1624,0,0
9.2333,0.3655,0.2930,0.1824,0.1606,0,0
9.2500,0.3671,0.2961,0.1848,0.1639,0,0
9.2667,0.3692,0.2989,0.1877,0.1666,0,0
9.2833,0.3730,0.3031,0.1933,0.1729,0,0
9.3000,0.3744,0.3050,0.1969,0.1763,0,0
9.3167,0.3703,0.3042,0.1951,0.1744,0,0
9.3333,0.3626,0.3019,0.1901,0.1692,0,0
9.3500,0.3564,0.2999,0.1867,0.1661,0,0
9.3667,0.3536,0.2979,0.1870,0.1667,0,0
9.3833,0.3492,0.2936,0.1880,0.1675,0,0
9.4000,0.3400,0.2843,0.1888,0.1686,0,0
9.4167,0.3204,0.2673,0.1861,0.1657,0,0
9.4333,0.2887,0.2399,0.1790,0.1596,0,0
9.4500,0.2550,0.2097,0.1728,0.1550,0,0
9.4667,0.2130,0.1735,0.1616,0.1446,0,0
9.4833,0.1638,0.1312,0.1443,0.1291,0,0
9.5000,0.0922,0.0721,0.1099,0.0941,0,0
9.5167,0.0345,0.0237,0.0808,0.0666,0,0
9.5500,0.0481,0.0214,0.0894,0.0711,0,0
9.5667,0.0737,0.0419,0.1043,0.1013,0,0
9.5833,0.0936,0.0573,0.1159,0.1118,0,0
9.6000,0.1077,0.0696,0.1232,0.1198,0,0
9.6167,0.1225,0.0831,0.1304,0.1271,0,0
9.6333,0.1300,0.0904,0.1338,0.1312,0,0
9.6500,0.1317,0.0919,0.1350,0.1324,0,0
9.6667,0.1294,0.0906,0.1343,0.1320,0,0
9.6833,0.1226,0.0861,0.1306,0.1277,0,0
9.7000,0.1107,0.0779,0.1238,0.1218,0,0
9.7167,0.0960,0.0673,0.1155,0.1144,0,0
9.7333,0.0939,0.0653,0.1156,0.1153,0,0
9.7500,0.0985,0.0689,0.1194,0.1195,0,0
9.7667,0.1051,0.0745,0.1245,0.1247,0,0
9.7833,0.1128,0.0817,0.1313,0.1323,0,0
9.8000,0.1218,0.0905,0.1392,0.1403,0,0
9.8167,0.1298,0.0993,0.1463,0.1474,0,0
9.8333,0.1401,0.1109,0.1557,0.1572,0,0
9.8500,0.1504,0.1229,0.1659,0.1675,0,0
9.8667,0.1622,0.1372,0.1780,0.1797,0,0
9.8833,0.1727,0.1522,0.1903,0.1920,0,0
9.9000,0.1793,0.1662,0.2016,0.2036,0,0
9.9167,0.1810,0.1728,0.2079,0.2099,0,0
9.9333,0.1829,0.1787,0.2136,0.2159,0,0
9.9500,0.1832,0.1783,0.2179,0.2196,0,0
10.0000,0.1895,0.1678,0.2271,0.2234,0,0
10.0167,0.1656,0.1807,0.2273,0.2239,0,0
10.0500,0.0925,0.1771,0.2187,0.2135,0,0
10.0667,0.0642,0.1804,0.2135,0.2092,0,0
10.0833,0.0417,0.1902,0.2104,0.2069,0,0
10.1000,0.0249,0.2032,0.2092,0.2061,0,0
10.1167,0.0120,0.2190,0.2089,0.2063,0,0
10.1333,0.0029,0.2352,0.2090,0.2071,0,0
10.1500,0.0000,0.2526,0.2107,0.2083,1,0
10.1667,0.0000,0.2677,0.2124,0.2096,1,0
10.1833,0.0000,0.2826,0.2139,0.2112,1,0
10.2000,0.0000,0.2939,0.2150,0.2126,1,0
10.2167,0.0000,0.3012,0.2159,0.2134,1,0
10.2333,0.0000,0.3063,0.2163,0.2141,1,0
10.2500,0.0000,0.3086,0.2163,0.2152,1,0
10.2667,0.0000,0.3098,0.2161,0.2164,1,0
10.2833,0.0000,0.3103,0.2161,0.2176,1,0
10.3000,0.0001,0.3119,0.2162,0.2190,0,0
10.3167,0.0043,0.3111,0.2172,0.2200,0,0
10.3333,0.0094,0.3118,0.2184,0.2215,0,0
10.3500,0.0116,0.3115,0.2189,0.2221,0,0
10.3667,0.0139,0.3125,0.2196,0.2229,0,0
10.3833,0.0161,0.3131,0.2202,0.2236,0,0
10.4000,0.0178,0.3124,0.2206,0.2239,0,0
10.4167,0.0234,0.3117,0.2219,0.2253,0,0
10.4333,0.0307,0.3094,0.2234,0.2268,0,0
10.4500,0.0388,0.3065,0.2250,0.2283,0,0
10.4667,0.0502,0.3019,0.2269,0.2303,0,0
10.4833,0.0653,0.2979,0.2295,0.2331,0,0
10.5000,0.0872,0.2933,0.2328,0.2369,0,0
10.5167,0.1144,0.2893,0.2362,0.2410,0,0
10.5333,0.1502,0.2856,0.2393,0.2453,0,0
10.5500,0.1870,0.2800,0.2405,0.2475,0,0
10.5667,0.2219,0.2735,0.2401,0.2477,0,0
10.5833,0.2253,0.2638,0.2376,0.2454,0,0
10.6000,0.2178,0.2515,0.2336,0.2414,0,0
10.6167,0.2102,0.2400,0.2292,0.2369,0,0
10.6333,0.2030,0.2297,0.2249,0.2327,0,0
10.6500,0.1967,0.2214,0.2209,0.2287,0,0
10.6667,0.1955,0.2184,0.2181,0.2260,0,0
10.6833,0.1961,0.2160,0.2148,0.2225,0,0
10.7000,0.1960,0.2131,0.2102,0.2179,0,0
10.7167,0.1945,0.2078,0.2041,0.2116,0,0
10.7333,0.1881,0.1982,0.1956,0.2032,0,0
10.7500,0.1845,0.1917,0.1891,0.1965,0,0
10.7667,0.1826,0.1884,0.1857,0.1932,0,0
10.7833,0.1822,0.1870,0.1845,0.1919,0,0
10.8000,0.1822,0.1854,0.1839,0.1909,0,0
10.8167,0.1825,0.1842,0.1837,0.1902,0,0
10.8333,0.1826,0.1824,0.1837,0.1896,0,0
10.8500,0.1823,0.1804,0.1837,0.1890,0,0
10.8667,0.1822,0.1789,0.1837,0.1885,0,0
10.8833,0.1836,0.1789,0.1842,0.1883,0,0
10.9000,0.1825,0.1767,0.1830,0.1869,0,0
10.9167,0.1815,0.1748,0.1819,0.1856,0,0
10.9333,0.1813,0.1741,0.1814,0.1851,0,0
10.9500,0.1785,0.1700,0.1794,0.1826,0,0
10.9667,0.1774,0.1681,0.1780,0.1812,0,0
10.9833,0.1762,0.1664,0.1770,0.1800,0,0
11.0000,0.1751,0.1650,0.1753,0.1784,0,0
11.0167,0.1799,0.1693,0.1775,0.1808,0,0
11.0333,0.1874,0.1761,0.1818,0.1853,0,0
11.0500,0.1957,0.1834,0.1862,0.1895,0,0
11.0667,0.2025,0.1899,0.1888,0.1921,0,0
11.0833,0.2097,0.1976,0.1924,0.1962,0,0
11.1000,0.2105,0.1982,0.1921,0.1957,0,0
11.1167,0.2080,0.1983,0.1893,0.1943,0,0
11.1333,0.2004,0.1925,0.1821,0.1878,0,0
11.1500,0.1889,0.1829,0.1698,0.1757,0,0
11.1667,0.1848,0.1804,0.1577,0.1634,0,0
11.1833,0.1839,0.1804,0.1466,0.1523,0,0
11.2000,0.1920,0.1896,0.1432,0.1498,0,0
11.2167,0.1917,0.1899,0.1317,0.1381,0,0
11.2333,0.2042,0.2027,0.1299,0.1367,0,0
