t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
6.7167,0.4827,0.5476,0.0411,0.0000,0,0
6.7833,0.0000,0.4914,0.1518,0.1743,1,0
6.8833,0.0000,0.4545,0.0488,0.1392,1,0
6.9000,0.2874,0.4473,0.1791,0.1568,0,0
6.9167,0.2655,0.4358,0.2117,0.1821,0,0
6.9333,0.2267,0.4226,0.2294,0.1997,0,0
6.9500,0.1945,0.4107,0.2399,0.2111,0,0
6.9667,0.1820,0.4088,0.2440,0.2164,0,0
6.9833,0.1665,0.4060,0.2494,0.2230,0,0
7.0000,0.1709,0.4104,0.2496,0.2238,0,0
7.0167,0.1945,0.4221,0.2439,0.2176,0,0
7.0333,0.2302,0.4339,0.2303,0.2019,0,0
7.0833,0.1431,0.4500,0.1387,0.1010,0,0
7.1000,0.0760,0.4518,0.1047,0.0601,0,0
7.1167,0.0000,0.4557,0.0747,0.0219,1,0
7.1333,0.0000,0.4611,0.0536,0.0040,1,0
7.1500,0.0000,0.4657,0.0389,0.0003,1,0
7.1667,0.0000,0.4682,0.0305,0.0000,1,0
7.1833,0.0000,0.4698,0.0259,0.0000,1,0
7.2000,0.0000,0.4691,0.0232,0.0000,1,0
7.2167,0.0000,0.4675,0.0217,0.0000,1,0
7.2333,0.0000,0.4640,0.0210,0.0000,1,0
7.2500,0.0000,0.4613,0.0208,0.0000,1,0
7.2667,0.0000,0.4596,0.0214,0.0000,1,0
7.2833,0.0000,0.4583,0.0235,0.0000,1,0
7.3000,0.0000,0.4560,0.0255,0.0000,1,0
7.3167,0.0000,0.4543,0.0342,0.0000,1,0
7.3333,0.0000,0.4512,0.0479,0.0000,1,0
7.3500,0.0000,0.4447,0.0740,0.0007,1,0
7.3667,0.0635,0.4314,0.1099,0.0545,0,0
7.4667,0.3143,0.4106,0.0927,0.0758,0,0
7.4833,0.2816,0.4105,0.1353,0.1421,0,0
7.5000,0.2730,0.4111,0.1656,0.1631,0,0
7.5167,0.2752,0.4127,0.1877,0.1834,0,0
7.5333,0.2778,0.4166,0.2037,0.1984,0,0
7.5500,0.2773,0.4226,0.2155,0.2099,0,0
7.5667,0.2762,0.4252,0.2243,0.2178,0,0
7.5833,0.2759,0.4244,0.2306,0.2240,0,0
7.6000,0.2782,0.4194,0.2337,0.2270,0,0
7.6167,0.2831,0.4124,0.2336,0.2272,0,0
7.6333,0.2904,0.4059,0.2306,0.2245,0,0
7.6500,0.2947,0.3971,0.2279,0.2220,0,0
7.6667,0.2975,0.3887,0.2253,0.2202,0,0
7.6833,0.2986,0.3863,0.2260,0.2219,0,0
7.7000,0.2945,0.3889,0.2298,0.2259,0,0
7.7167,0.2862,0.4081,0.2358,0.2328,0,0
7.7333,0.2779,0.4262,0.2412,0.2379,0,0
7.7500,0.2634,0.4454,0.2451,0.2420,0,0
7.7667,0.2431,0.4674,0.2500,0.2473,0,0
7.7833,0.2165,0.4983,0.2587,0.2562,0,0
7.8000,0.2050,0.5136,0.2630,0.2598,0,0
7.8167,0.1951,0.5291,0.2662,0.2631,0,0
7.8333,0.1793,0.5535,0.2665,0.2637,0,0
7.8500,0.1577,0.5417,0.2627,0.2605,0,0
7.8667,0.1471,0.5186,0.2598,0.2581,0,0
7.8833,0.1280,0.5005,0.2579,0.2564,0,0
7.9000,0.1103,0.4827,0.2566,0.2550,0,0
