t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
6.5667,0.3235,0.3279,0.2201,0.2246,0,0
6.5833,0.3269,0.3359,0.2191,0.2187,0,0
6.6000,0.3341,0.3421,0.2178,0.2169,0,0
6.6167,0.3454,0.3455,0.2141,0.2107,0,0
6.6333,0.3596,0.3426,0.2106,0.2033,0,0
6.6500,0.3769,0.3471,0.2127,0.2069,0,0
6.6667,0.3888,0.3604,0.2147,0.2109,0,0
6.6833,0.3894,0.3725,0.2134,0.2127,0,0
6.7000,0.3837,0.3771,0.2102,0.2112,0,0
6.7167,0.3803,0.3805,0.2077,0.2090,0,0
6.7333,0.3775,0.3824,0.2068,0.2082,0,0
6.7500,0.3749,0.3843,0.2065,0.2082,0,0
6.7667,0.3727,0.3858,0.2064,0.2084,0,0
6.7833,0.3669,0.3861,0.2062,0.2090,0,0
6.8000,0.3601,0.3840,0.2055,0.2088,0,0
6.8167,0.3514,0.3809,0.2045,0.2086,0,0
6.8333,0.3426,0.3785,0.2040,0.2087,0,0
6.8500,0.3379,0.3771,0.2043,0.2089,0,0
6.8667,0.3357,0.3773,0.2053,0.2099,0,0
6.8833,0.3341,0.3779,0.2066,0.2112,0,0
6.9000,0.3332,0.3805,0.2088,0.2139,0,0
6.9167,0.3316,0.3838,0.2110,0.2167,0,0
6.9333,0.3311,0.3867,0.2128,0.2187,0,0
6.9500,0.3322,0.3898,0.2145,0.2204,0,0
6.9667,0.3333,0.3924,0.2156,0.2217,0,0
6.9833,0.3352,0.3951,0.2167,0.2228,0,0
7.0000,0.3370,0.3982,0.2177,0.2240,0,0
7.0167,0.3385,0.4009,0.2184,0.2248,0,0
7.0333,0.3398,0.4043,0.2191,0.2257,0,0
7.0500,0.3407,0.4074,0.2197,0.2266,0,0
7.0667,0.3425,0.4104,0.2205,0.2275,0,0
7.0833,0.3430,0.4130,0.2210,0.2284,0,0
7.1000,0.3430,0.4152,0.2215,0.2292,0,0
7.1167,0.3430,0.4167,0.2218,0.2296,0,0
7.1333,0.3431,0.4179,0.2219,0.2299,0,0
7.1500,0.3429,0.4190,0.2222,0.2303,0,0
7.1667,0.3427,0.4194,0.2222,0.2304,0,0
7.1833,0.3423,0.4197,0.2219,0.2304,0,0
7.2000,0.3423,0.4201,0.2220,0.2304,0,0
7.2167,0.3415,0.4200,0.2218,0.2304,0,0
7.2333,0.3402,0.4203,0.2219,0.2306,0,0
7.2500,0.3391,0.4203,0.2220,0.2309,0,0
7.2667,0.3358,0.4195,0.2214,0.2307,0,0
7.2833,0.3326,0.4187,0.2199,0.2296,0,0
7.3000,0.3318,0.4173,0.2169,0.2271,0,0
7.3167,0.3352,0.4164,0.2134,0.2238,0,0
7.3333,0.3396,0.4152,0.2083,0.2186,0,0
7.3500,0.3444,0.4152,0.2042,0.2147,0,0
7.3667,0.3521,0.4138,0.1986,0.2073,0,0
7.3833,0.3642,0.4094,0.1895,0.1952,0,0
7.4000,0.3763,0.3987,0.1765,0.1770,0,0
7.4167,0.3792,0.3808,0.1588,0.1533,0,0
7.4333,0.3838,0.3699,0.1498,0.1424,0,0
7.4500,0.3900,0.3667,0.1515,0.1433,0,0
7.4667,0.3997,0.3680,0.1628,0.1548,0,0
7.4833,0.4121,0.3740,0.1759,0.1674,0,0
7.5000,0.4199,0.3790,0.1862,0.1769,0,0
7.5167,0.4216,0.3827,0.1913,0.1827,0,0
7.5333,0.4190,0.3831,0.1929,0.1849,0,0
7.5500,0.4160,0.3809,0.1916,0.1831,0,0
7.5667,0.4132,0.3776,0.1898,0.1807,0,0
7.5833,0.4095,0.3742,0.1874,0.1783,0,0
7.6000,0.4063,0.3710,0.1844,0.1749,0,0
7.6167,0.4044,0.3689,0.1820,0.1725,0,0
7.6333,0.4045,0.3669,0.1776,0.1670,0,0
7.6500,0.4047,0.3658,0.1748,0.1638,0,0
7.6667,0.4033,0.3653,0.1720,0.1615,0,0
7.6833,0.4018,0.3657,0.1710,0.1614,0,0
7.7000,0.4007,0.3656,0.1711,0.1615,0,0
7.7167,0.3998,0.3658,0.1717,0.1625,0,0
7.7333,0.3995,0.3660,0.1725,0.1636,0,0
7.7500,0.3995,0.3664,0.1735,0.1650,0,0
7.7667,0.3998,0.3662,0.1746,0.1660,0,0
7.7833,0.3995,0.3655,0.1752,0.1665,0,0
7.8000,0.3987,0.3669,0.1765,0.1695,0,0
7.8167,0.3988,0.3675,0.1768,0.1698,0,0
7.8333,0.3966,0.3698,0.1779,0.1733,0,0
7.8500,0.3963,0.3727,0.1792,0.1755,0,0
7.8667,0.3944,0.3734,0.1773,0.1743,0,0
7.8833,0.3932,0.3711,0.1701,0.1648,0,0
7.9000,0.3967,0.3705,0.1666,0.1591,0,0
7.9167,0.4005,0.3702,0.1660,0.1565,0,0
7.9333,0.4043,0.3730,0.1676,0.1583,0,0
7.9500,0.4056,0.3777,0.1693,0.1625,0,0
