t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
6.8667,0.4006,0.3933,0.2119,0.1617,0,0
6.8833,0.4019,0.4137,0.2109,0.2138,0,0
6.9000,0.4034,0.4196,0.2093,0.2100,0,0
6.9167,0.4090,0.4251,0.2064,0.2071,0,0
6.9333,0.4169,0.4300,0.2030,0.2034,0,0
6.9500,0.4286,0.4355,0.2023,0.2027,0,0
6.9667,0.4427,0.4427,0.2027,0.2025,0,0
6.9833,0.4529,0.4487,0.2039,0.2034,0,0
7.0000,0.4589,0.4526,0.2057,0.2050,0,0
7.0167,0.4570,0.4522,0.2063,0.2056,0,0
7.0333,0.4522,0.4518,0.2072,0.2069,0,0
7.0500,0.4467,0.4520,0.2088,0.2092,0,0
7.0667,0.4407,0.4508,0.2094,0.2102,0,0
7.0833,0.4350,0.4492,0.2096,0.2107,0,0
7.1000,0.4283,0.4467,0.2094,0.2109,0,0
7.1167,0.4229,0.4441,0.2098,0.2115,0,0
7.1333,0.4167,0.4411,0.2098,0.2118,0,0
7.1500,0.4148,0.4400,0.2096,0.2118,0,0
7.1667,0.4142,0.4410,0.2085,0.2109,0,0
7.1833,0.4153,0.4440,0.2078,0.2104,0,0
7.2000,0.4164,0.4481,0.2077,0.2107,0,0
7.2167,0.4155,0.4543,0.2091,0.2130,0,0
7.2333,0.4140,0.4621,0.2117,0.2166,0,0
7.2500,0.4168,0.4725,0.2131,0.2190,0,0
7.2667,0.4261,0.4842,0.2142,0.2211,0,0
7.2833,0.4399,0.4989,0.2170,0.2250,0,0
7.3000,0.4644,0.5249,0.2184,0.2274,0,0
7.3167,0.4924,0.5527,0.2192,0.2281,0,0
7.3333,0.5148,0.5731,0.2162,0.2245,0,0
7.3500,0.5255,0.5890,0.2123,0.2210,0,0
7.3667,0.5176,0.5922,0.2057,0.2143,0,0
7.3833,0.5034,0.5710,0.1939,0.2036,0,0
7.4000,0.4797,0.5515,0.1776,0.1886,0,0
7.4167,0.4532,0.5381,0.1525,0.1651,0,0
7.4333,0.4274,0.5339,0.1214,0.1346,0,0
7.4667,0.2800,0.4843,0.0004,0.0060,0,0
7.4833,0.0000,0.4786,0.0210,0.0004,1,0
7.5000,0.0000,0.4731,0.0194,0.0003,1,0
7.5167,0.0000,0.4662,0.0127,0.0003,1,0
7.5333,0.0000,0.4603,0.0059,0.0001,1,0
7.5500,0.0000,0.4559,0.0008,0.0001,1,0
7.5667,0.0000,0.4529,0.0009,0.0000,1,0
7.5833,0.0000,0.4534,0.0019,0.0000,1,0
7.6000,0.0000,0.4548,0.0026,0.0000,1,0
7.6167,0.0000,0.4565,0.0030,0.0000,1,0
7.6333,0.0000,0.4563,0.0033,0.0000,1,0
7.6500,0.0000,0.4559,0.0035,0.0000,1,0
7.6667,0.0000,0.4549,0.0036,0.0000,1,0
7.6833,0.0000,0.4537,0.0037,0.0000,1,0
7.7000,0.0000,0.4518,0.0037,0.0001,1,0
7.7167,0.0000,0.4486,0.0038,0.0000,1,0
7.7333,0.0000,0.4429,0.0038,0.0000,1,0
7.7500,0.0000,0.4363,0.0037,0.0000,1,0
7.7667,0.0000,0.4281,0.0037,0.0000,1,0
7.7833,0.0000,0.4198,0.0037,0.0000,1,0
7.8000,0.0000,0.4131,0.0036,0.0000,1,0
7.8167,0.0000,0.4081,0.0036,0.0000,1,0
7.8333,0.0000,0.4048,0.0036,0.0000,1,0
7.8500,0.0000,0.4029,0.0036,0.0000,1,0
7.8667,0.0000,0.4093,0.0036,0.0000,1,0
7.8833,0.0000,0.4170,0.0037,0.0000,1,0
7.9000,0.0000,0.4245,0.0038,0.0000,1,0
7.9167,0.0000,0.4334,0.0039,0.0000,1,0
7.9333,0.0000,0.4428,0.0040,0.0000,1,0
7.9500,0.0000,0.4541,0.0040,0.0000,1,0
7.9667,0.0000,0.4663,0.0041,0.0000,1,0
7.9833,0.0000,0.4739,0.0023,0.0000,1,0
8.0833,0.2537,0.4367,0.1523,0.1207,0,0
8.1000,0.2258,0.4401,0.1823,0.1812,0,0
8.1167,0.2110,0.4432,0.1984,0.1936,0,0
8.1333,0.2044,0.4467,0.2048,0.2006,0,0
8.1500,0.2002,0.4529,0.2113,0.2080,0,0
8.1667,0.1943,0.4587,0.2169,0.2142,0,0
8.1833,0.1992,0.4594,0.2192,0.2162,0,0
8.2000,0.2032,0.4572,0.2208,0.2176,0,0
8.2167,0.1998,0.4596,0.2227,0.2199,0,0
8.2333,0.1905,0.4655,0.2259,0.2236,0,0
8.2500,0.1848,0.4715,0.2282,0.2261,0,0
8.2667,0.1801,0.4797,0.2298,0.2283,0,0
8.2833,0.1762,0.4861,0.2316,0.2303,0,0
8.3000,0.1758,0.4929,0.2349,0.2338,0,0
8.3167,0.1767,0.4974,0.2368,0.2356,0,0
8.3333,0.1772,0.5009,0.2374,0.2363,0,0
8.3500,0.1777,0.5027,0.2378,0.2366,0,0
8.3667,0.1786,0.5033,0.2379,0.2367,0,0
8.3833,0.1795,0.5046,0.2377,0.2366,0,0
8.4000,0.1803,0.5065,0.2368,0.2359,0,0
8.4167,0.1810,0.5088,0.2353,0.2348,0,0
8.4333,0.1813,0.5113,0.2342,0.2340,0,0
8.4500,0.1823,0.5138,0.2330,0.2331,0,0
8.4667,0.1822,0.5170,0.2318,0.2321,0,0
8.4833,0.1798,0.5210,0.2298,0.2307,0,0
8.5000,0.1759,0.5259,0.2273,0.2288,0,0
8.5167,0.1726,0.5314,0.2244,0.2264,0,0
8.5333,0.1660,0.5363,0.2214,0.2240,0,0
8.5500,0.1598,0.5412,0.2192,0.2223,0,0
8.5667,0.1617,0.5442,0.2190,0.2218,0,0
8.5833,0.1654,0.5475,0.2200,0.2227,0,0
8.6000,0.1687,0.5504,0.2213,0.2238,0,0
8.6167,0.1707,0.5527,0.2226,0.2250,0,0
8.6333,0.1651,0.5532,0.2207,0.2237,0,0
8.6500,0.1641,0.5513,0.2184,0.2214,0,0
8.6667,0.1650,0.5482,0.2165,0.2197,0,0
8.6833,0.1654,0.5445,0.2168,0.2202,0,0
8.7000,0.1659,0.5433,0.2200,0.2232,0,0
8.7167,0.1658,0.5450,0.2267,0.2299,0,0
8.7333,0.1593,0.5508,0.2361,0.2392,0,0
8.7500,0.1458,0.5606,0.2465,0.2494,0,0
8.7667,0.1201,0.5741,0.2528,0.2563,0,0
8.7833,0.0791,0.5932,0.2552,0.2598,0,0
8.8000,0.0388,0.5754,0.2556,0.2607,0,0
8.8167,0.0012,0.5552,0.2547,0.2598,0,0
8.8333,0.0000,0.5068,0.2549,0.2560,1,0
8.8500,0.0000,0.4405,0.2473,0.2465,1,0
8.8667,0.0000,0.3784,0.2353,0.2326,1,0
8.9167,0.0000,0.2383,0.2264,0.1842,1,0
9.1167,0.0000,0.1314,0.1790,0.1750,1,0
9.2833,0.2436,0.3007,0.2469,0.2444,0,0
9.3000,0.2507,0.3266,0.2561,0.2552,0,0
9.3167,0.2700,0.3527,0.2614,0.2586,0,0
9.3333,0.2944,0.3683,0.2591,0.2553,0,0
9.3500,0.3201,0.3746,0.2480,0.2440,0,0
9.3667,0.3459,0.3872,0.2336,0.2303,0,0
9.4000,0.3497,0.4570,0.2308,0.2317,0,0
9.4833,0.2697,0.2781,0.0016,0.0002,0,0
9.5500,0.2115,0.2852,0.1318,0.1692,0,0
9.5667,0.2086,0.3057,0.1652,0.2073,0,0
9.5833,0.2204,0.3304,0.1875,0.2261,0,0
9.6000,0.2498,0.3560,0.1989,0.2356,0,0
9.6167,0.2888,0.3611,0.2104,0.2437,0,0
9.6333,0.3306,0.3269,0.2228,0.2507,0,0
9.6500,0.3738,0.2951,0.2320,0.2543,0,0
9.6667,0.4009,0.2794,0.2355,0.2545,0,0
9.6833,0.4219,0.2728,0.2366,0.2537,0,0
9.7000,0.4332,0.2781,0.2355,0.2534,0,0
9.7167,0.4332,0.2852,0.2346,0.2538,0,0
9.7333,0.4282,0.2932,0.2335,0.2542,0,0
9.7500,0.4177,0.3014,0.2323,0.2546,0,0
9.7667,0.4095,0.3033,0.2329,0.2555,0,0
9.7833,0.4020,0.3058,0.2330,0.2561,0,0
9.8000,0.3956,0.3122,0.2317,0.2559,0,0
9.8167,0.3921,0.3172,0.2308,0.2556,0,0
9.8333,0.3871,0.3215,0.2301,0.2553,0,0
9.8500,0.3839,0.3216,0.2307,0.2557,0,0
9.8667,0.3813,0.3221,0.2307,0.2558,0,0
9.8833,0.3818,0.3188,0.2319,0.2567,0,0
9.9000,0.3855,0.3152,0.2334,0.2576,0,0
9.9167,0.3945,0.3088,0.2356,0.2589,0,0
9.9333,0.4026,0.3049,0.2370,0.2596,0,0
9.9500,0.4118,0.3019,0.2378,0.2599,0,0
9.9667,0.4217,0.2971,0.2391,0.2605,0,0
9.9833,0.4328,0.2917,0.2402,0.2610,0,0
10.0000,0.4411,0.2883,0.2408,0.2611,0,0
10.0167,0.4478,0.2822,0.2417,0.2615,0,0
10.0333,0.4527,0.2774,0.2423,0.2616,0,0
10.0500,0.4523,0.2765,0.2422,0.2616,0,0
10.0667,0.4546,0.2723,0.2426,0.2616,0,0
10.0833,0.4605,0.2614,0.2438,0.2616,0,0
10.1000,0.4708,0.2506,0.2448,0.2612,0,0
10.1167,0.4825,0.2410,0.2449,0.2601,0,0
10.1333,0.4864,0.2342,0.2465,0.2605,0,0
10.1500,0.4885,0.2240,0.2486,0.2611,0,0
10.1667,0.4898,0.2184,0.2489,0.2606,0,0
10.2167,0.4577,0.2814,0.2246,0.2542,0,0
10.2333,0.4397,0.3501,0.2082,0.2428,0,0
10.2500,0.4226,0.4117,0.1829,0.2253,0,0
10.2667,0.3938,0.4860,0.1426,0.1965,0,0
10.3000,0.3640,0.4646,0.0785,0.1388,0,0
10.3500,0.1293,0.4501,0.2166,0.2068,0,0
10.3667,0.1095,0.3943,0.2402,0.2362,0,0
10.3833,0.0947,0.3556,0.2496,0.2480,0,0
10.4000,0.0873,0.3368,0.2533,0.2529,0,0
10.4167,0.0762,0.3118,0.2577,0.2585,0,0
10.4333,0.0654,0.2853,0.2608,0.2632,0,0
10.4500,0.0609,0.2626,0.2625,0.2663,0,0
10.4667,0.0645,0.2605,0.2626,0.2667,0,0
10.4833,0.0749,0.2686,0.2623,0.2659,0,0
10.5000,0.0855,0.2724,0.2624,0.2655,0,0
10.5167,0.0968,0.2869,0.2612,0.2635,0,0
