t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
7.1500,0.4689,0.4344,0.1984,0.1306,0,0
7.1667,0.4691,0.4538,0.1988,0.2012,0,0
7.1833,0.4689,0.4569,0.1993,0.1979,0,0
7.2000,0.4681,0.4607,0.1998,0.1991,0,0
7.2167,0.4662,0.4647,0.2008,0.2005,0,0
7.2333,0.4632,0.4701,0.2026,0.2031,0,0
7.2500,0.4600,0.4750,0.2044,0.2055,0,0
7.2667,0.4614,0.4819,0.2068,0.2082,0,0
7.2833,0.4541,0.4806,0.2076,0.2089,0,0
7.3000,0.4533,0.4836,0.2097,0.2114,0,0
7.3167,0.4500,0.4830,0.2119,0.2136,0,0
7.3333,0.4549,0.4891,0.2150,0.2172,0,0
7.3500,0.4643,0.4988,0.2180,0.2203,0,0
7.3667,0.4736,0.5094,0.2209,0.2234,0,0
7.3833,0.4808,0.5195,0.2231,0.2257,0,0
7.4000,0.4786,0.5196,0.2238,0.2261,0,0
7.4167,0.4765,0.5200,0.2233,0.2258,0,0
7.4333,0.4759,0.5199,0.2221,0.2248,0,0
7.4500,0.4747,0.5185,0.2207,0.2235,0,0
7.4667,0.4693,0.5151,0.2199,0.2231,0,0
7.4833,0.4600,0.5110,0.2188,0.2225,0,0
7.5000,0.4548,0.5129,0.2197,0.2245,0,0
7.5167,0.4531,0.5179,0.2204,0.2259,0,0
7.5333,0.4633,0.5319,0.2205,0.2269,0,0
7.5500,0.4855,0.5517,0.2176,0.2247,0,0
7.5667,0.5062,0.5685,0.2130,0.2200,0,0
7.5833,0.5107,0.5705,0.2098,0.2162,0,0
7.6000,0.5102,0.5650,0.2106,0.2161,0,0
7.6167,0.5126,0.5655,0.2132,0.2189,0,0
7.6333,0.5191,0.5755,0.2180,0.2248,0,0
7.6500,0.5193,0.5837,0.2199,0.2269,0,0
7.6667,0.5219,0.5983,0.2205,0.2283,0,0
7.6833,0.5173,0.5776,0.2212,0.2294,0,0
7.7000,0.5044,0.5407,0.2225,0.2308,0,0
7.7167,0.4759,0.5039,0.2230,0.2313,0,0
7.7333,0.4380,0.4657,0.2238,0.2319,0,0
7.7500,0.3976,0.4356,0.2218,0.2288,0,0
7.8333,0.1898,0.4664,0.0192,0.0018,0,0
7.8500,0.0000,0.4554,0.0270,0.0000,1,0
7.8667,0.0000,0.4476,0.0206,0.0000,1,0
7.8833,0.0000,0.4438,0.0139,0.0001,1,0
7.9000,0.0000,0.4436,0.0079,0.0000,1,0
7.9167,0.0000,0.4396,0.0027,0.0000,1,0
7.9333,0.0000,0.4252,0.0005,0.0000,1,0
7.9500,0.0000,0.4099,0.0004,0.0000,1,0
8.0333,0.1443,0.2954,0.2380,0.2049,0,0
8.0500,0.1416,0.2898,0.2533,0.2274,0,0
8.0667,0.1209,0.2955,0.2588,0.2375,0,0
8.0833,0.1214,0.3054,0.2599,0.2401,0,0
8.1000,0.1392,0.3209,0.2574,0.2358,0,0
8.1167,0.1504,0.3379,0.2500,0.2233,0,0
8.1333,0.1423,0.3520,0.2384,0.2071,0,0
8.1667,0.1012,0.3663,0.1818,0.1314,0,0
8.1833,0.0559,0.3755,0.1438,0.0949,0,0
8.2000,0.0000,0.3828,0.1069,0.0494,1,0
8.2167,0.0000,0.3957,0.0751,0.0149,1,0
8.2333,0.0000,0.4100,0.0497,0.0026,1,0
8.2500,0.0000,0.4245,0.0351,0.0000,1,0
8.2667,0.0000,0.4387,0.0280,0.0001,1,0
8.2833,0.0000,0.4531,0.0245,0.0000,1,0
8.3000,0.0000,0.4697,0.0232,0.0000,1,0
8.3167,0.0000,0.4806,0.0239,0.0000,1,0
8.3333,0.0000,0.4853,0.0276,0.0000,1,0
8.3500,0.0000,0.4831,0.0329,0.0000,1,0
8.3667,0.0000,0.4804,0.0353,0.0001,1,0
8.3833,0.0000,0.4782,0.0364,0.0000,1,0
8.4000,0.0000,0.4759,0.0372,0.0000,1,0
8.4167,0.0000,0.4737,0.0378,0.0001,1,0
8.4333,0.0000,0.4724,0.0382,0.0000,1,0
8.4500,0.0000,0.4703,0.0386,0.0000,1,0
8.4667,0.0000,0.4667,0.0390,0.0001,1,0
8.4833,0.0000,0.4609,0.0394,0.0001,1,0
8.5000,0.0000,0.4583,0.0397,0.0000,1,0
8.5167,0.0000,0.4571,0.0398,0.0000,1,0
8.5333,0.0000,0.4574,0.0398,0.0000,1,0
8.5500,0.0000,0.4590,0.0397,0.0000,1,0
8.5667,0.0000,0.4660,0.0393,0.0000,1,0
8.5833,0.0000,0.4741,0.0388,0.0000,1,0
8.6000,0.0000,0.4828,0.0382,0.0000,1,0
8.7000,0.1702,0.4875,0.1789,0.1753,0,0
8.7167,0.1622,0.4954,0.2003,0.1974,0,0
8.7333,0.1753,0.4925,0.2109,0.2055,0,0
8.7500,0.1911,0.4894,0.2146,0.2082,0,0
8.7667,0.2018,0.4866,0.2159,0.2097,0,0
8.7833,0.2064,0.4858,0.2154,0.2099,0,0
8.8000,0.2075,0.4852,0.2163,0.2118,0,0
8.8167,0.2127,0.4787,0.2208,0.2159,0,0
8.8333,0.2103,0.4784,0.2244,0.2204,0,0
8.8500,0.2043,0.4764,0.2262,0.2226,0,0
8.8667,0.2066,0.4731,0.2285,0.2250,0,0
8.8833,0.2092,0.4713,0.2316,0.2282,0,0
8.9000,0.2093,0.4727,0.2354,0.2322,0,0
8.9167,0.2061,0.4780,0.2385,0.2356,0,0
8.9333,0.2057,0.4868,0.2407,0.2380,0,0
8.9500,0.2057,0.4952,0.2420,0.2393,0,0
8.9667,0.2037,0.5046,0.2431,0.2405,0,0
8.9833,0.1984,0.5139,0.2443,0.2420,0,0
9.0000,0.1944,0.5233,0.2450,0.2429,0,0
9.0167,0.1890,0.5309,0.2441,0.2425,0,0
9.0333,0.1812,0.5365,0.2427,0.2415,0,0
9.0500,0.1713,0.5430,0.2405,0.2400,0,0
9.0667,0.1639,0.5470,0.2385,0.2384,0,0
