t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
6.4000,0.4456,0.4132,0.2450,0.2263,0,0
6.4167,0.4524,0.4365,0.2441,0.2440,0,0
6.4667,0.4820,0.4972,0.2234,0.2290,0,0
6.4833,0.4874,0.5111,0.2182,0.2205,0,0
6.5000,0.4926,0.5264,0.2111,0.2148,0,0
6.5167,0.4871,0.5307,0.2065,0.2094,0,0
6.5333,0.4759,0.5277,0.2053,0.2074,0,0
6.5500,0.4614,0.5224,0.2059,0.2082,0,0
6.5667,0.4504,0.5181,0.2070,0.2092,0,0
6.5833,0.4433,0.5160,0.2088,0.2110,0,0
6.6000,0.4520,0.5237,0.2095,0.2121,0,0
6.6167,0.4592,0.5296,0.2096,0.2121,0,0
6.6333,0.4668,0.5352,0.2091,0.2116,0,0
6.6500,0.4788,0.5478,0.2050,0.2082,0,0
6.6667,0.4896,0.5577,0.2026,0.2056,0,0
6.6833,0.4970,0.5636,0.2017,0.2046,0,0
6.7000,0.5007,0.5644,0.2034,0.2062,0,0
6.7167,0.5032,0.5636,0.2067,0.2095,0,0
6.7333,0.5054,0.5646,0.2106,0.2136,0,0
6.7500,0.5091,0.5689,0.2147,0.2179,0,0
6.7667,0.5138,0.5760,0.2192,0.2226,0,0
6.7833,0.5173,0.5824,0.2248,0.2282,0,0
6.8000,0.5182,0.5854,0.2316,0.2350,0,0
6.8167,0.5177,0.5814,0.2378,0.2410,0,0
6.8333,0.5160,0.5784,0.2429,0.2464,0,0
6.8500,0.5156,0.5764,0.2469,0.2508,0,0
6.9500,0.4760,0.5044,0.0280,0.0331,0,0
6.9667,0.4907,0.5029,0.0015,0.0214,0,0
6.9833,0.4622,0.4975,0.0371,0.0015,0,0
7.0000,0.4642,0.4902,0.0608,0.0001,0,0
7.0167,0.1387,0.4787,0.0484,0.0001,0,0
7.0333,0.0000,0.4626,0.0176,0.0002,1,0
7.0500,0.0000,0.4570,0.0169,0.0001,1,0
7.0667,0.0000,0.4578,0.0159,0.0001,1,0
7.0833,0.0000,0.4644,0.0126,0.0002,1,0
7.1000,0.0000,0.4749,0.0079,0.0002,1,0
7.1167,0.0000,0.4861,0.0062,0.0002,1,0
7.1333,0.0000,0.4972,0.0057,0.0001,1,0
7.1500,0.0000,0.4971,0.0054,0.0001,1,0
7.1667,0.0000,0.4782,0.0053,0.0001,1,0
7.1833,0.0000,0.4614,0.0052,0.0001,1,0
7.2000,0.0000,0.4479,0.0052,0.0000,1,0
7.2167,0.0000,0.4425,0.0052,0.0000,1,0
7.2333,0.0000,0.4372,0.0052,0.0000,1,0
7.2500,0.0000,0.4319,0.0052,0.0000,1,0
7.2667,0.0000,0.4264,0.0052,0.0000,1,0
7.2833,0.0000,0.4207,0.0051,0.0000,1,0
7.3000,0.0000,0.4182,0.0051,0.0000,1,0
7.3167,0.0000,0.4185,0.0051,0.0000,1,0
7.3333,0.0000,0.4210,0.0051,0.0000,1,0
7.3500,0.0000,0.4247,0.0051,0.0002,1,0
7.3667,0.0000,0.4295,0.0051,0.0000,1,0
7.3833,0.0000,0.4375,0.0050,0.0000,1,0
7.4000,0.0000,0.4499,0.0050,0.0000,1,0
7.4167,0.0000,0.4718,0.0045,0.0000,1,0
7.5000,0.2910,0.4769,0.1098,0.0649,0,0
7.5167,0.2558,0.4712,0.1484,0.1517,0,0
7.5333,0.2314,0.4707,0.1768,0.1716,0,0
7.5500,0.2142,0.4757,0.1962,0.1922,0,0
7.5667,0.2041,0.4817,0.2093,0.2050,0,0
7.5833,0.2055,0.4874,0.2140,0.2094,0,0
7.6000,0.2164,0.4953,0.2119,0.2067,0,0
7.6167,0.2303,0.4998,0.2080,0.2022,0,0
7.6333,0.2383,0.4988,0.2083,0.2034,0,0
7.6500,0.2461,0.4903,0.2105,0.2054,0,0
7.6667,0.2579,0.4781,0.2133,0.2077,0,0
7.6833,0.2667,0.4628,0.2151,0.2094,0,0
7.7000,0.2679,0.4489,0.2172,0.2127,0,0
7.7167,0.2660,0.4362,0.2179,0.2141,0,0
7.7333,0.2580,0.4285,0.2174,0.2151,0,0
7.7500,0.2550,0.4200,0.2153,0.2131,0,0
7.7667,0.2540,0.4092,0.2117,0.2100,0,0
7.7833,0.2575,0.3964,0.2072,0.2058,0,0
7.8000,0.2554,0.3896,0.2047,0.2050,0,0
7.8167,0.2504,0.3857,0.2040,0.2053,0,0
7.8333,0.2448,0.3878,0.2062,0.2077,0,0
7.8500,0.2277,0.3958,0.2097,0.2120,0,0
7.8667,0.2151,0.4139,0.2180,0.2209,0,0
7.8833,0.2047,0.4282,0.2253,0.2273,0,0
7.9000,0.1951,0.4430,0.2318,0.2335,0,0
7.9167,0.1919,0.4530,0.2366,0.2372,0,0
7.9333,0.1783,0.4714,0.2413,0.2426,0,0
7.9500,0.1778,0.4886,0.2469,0.2473,0,0
7.9667,0.1825,0.5021,0.2516,0.2512,0,0
7.9833,0.1832,0.5153,0.2561,0.2552,0,0
8.0000,0.1704,0.5377,0.2602,0.2595,0,0
8.0167,0.1539,0.5495,0.2615,0.2610,0,0
8.0333,0.1428,0.5536,0.2621,0.2619,0,0
8.0500,0.1339,0.5606,0.2623,0.2625,0,0
8.0667,0.1311,0.5647,0.2625,0.2628,0,0
8.0833,0.1353,0.5640,0.2630,0.2630,0,0
8.1000,0.1412,0.5628,0.2636,0.2633,0,0
8.1167,0.1398,0.5711,0.2631,0.2629,0,0
8.1333,0.1344,0.5629,0.2619,0.2618,0,0
8.1500,0.1309,0.5565,0.2609,0.2609,0,0
8.1667,0.1060,0.5410,0.2565,0.2573,0,0
8.1833,0.0951,0.5468,0.2552,0.2568,0,0
8.2000,0.0702,0.5416,0.2515,0.2536,0,0
8.2333,0.0122,0.5292,0.2428,0.2446,0,0
8.2500,0.0000,0.5311,0.2391,0.2408,1,0
8.2667,0.0000,0.5326,0.2369,0.2376,1,0
8.2833,0.0000,0.5329,0.2348,0.2344,1,0
8.3000,0.0000,0.5305,0.2332,0.2326,1,0
8.3167,0.0000,0.5251,0.2322,0.2295,1,0
8.3333,0.0000,0.5211,0.2304,0.2277,1,0
8.3500,0.0000,0.5203,0.2276,0.2238,1,0
8.3667,0.0000,0.5235,0.2245,0.2222,1,0
8.3833,0.0000,0.5314,0.2225,0.2197,1,0
8.4000,0.0000,0.5435,0.2200,0.2170,1,0
8.4500,0.0000,0.5532,0.2129,0.1983,1,0
8.4667,0.0000,0.5423,0.2095,0.1972,1,0
8.5167,0.0000,0.5749,0.2101,0.2102,1,0
8.5333,0.0000,0.5800,0.2116,0.2143,1,0
8.5500,0.0000,0.5897,0.2132,0.2190,1,0
8.5667,0.0259,0.6094,0.2186,0.2244,0,0
8.6000,0.1145,0.6764,0.2270,0.2285,0,0
8.6167,0.1559,0.6425,0.2234,0.2254,0,0
8.6333,0.1775,0.6103,0.2135,0.2159,0,0
8.6500,0.1796,0.5835,0.1962,0.2002,0,0
8.7000,0.4207,0.5201,0.0436,0.0283,0,0
8.7167,0.5168,0.5346,0.0003,0.0465,0,0
8.7333,0.4516,0.5413,0.0166,0.0084,0,0
8.7500,0.3273,0.5514,0.0380,0.0002,0,0
8.7833,0.4508,0.5604,0.0004,0.0587,0,0
8.8333,0.2083,0.5543,0.1112,0.1400,0,0
8.8500,0.1820,0.5068,0.1358,0.1767,0,0
8.8667,0.1579,0.4551,0.1601,0.1984,0,0
8.8833,0.1487,0.4003,0.1890,0.2192,0,0
8.9000,0.1206,0.3486,0.2078,0.2338,0,0
8.9167,0.1120,0.3169,0.2203,0.2416,0,0
8.9333,0.1010,0.3025,0.2264,0.2459,0,0
9.0333,0.3824,0.5368,0.0287,0.1618,0,0
9.0500,0.4438,0.5705,0.0000,0.1026,0,0
9.0667,0.1921,0.5615,0.0307,0.0611,0,0
9.0833,0.0000,0.5470,0.0328,0.0154,1,0
9.1000,0.0000,0.5373,0.0255,0.0002,1,0
9.1167,0.0000,0.5329,0.0190,0.0000,1,0
9.1333,0.0000,0.5281,0.0131,0.0000,1,0
9.1500,0.0000,0.5185,0.0087,0.0000,1,0
9.1667,0.0000,0.5067,0.0050,0.0000,1,0
9.1833,0.0000,0.4943,0.0018,0.0000,1,0
9.2000,0.0000,0.4806,0.0074,0.0000,1,0
9.2167,0.0000,0.4659,0.0404,0.0000,1,0
9.2333,0.0000,0.4530,0.0845,0.0008,1,0
9.2500,0.0706,0.4393,0.1241,0.0890,0,0
9.2667,0.1184,0.4321,0.1530,0.1038,0,0
9.2833,0.1454,0.4292,0.1730,0.1299,0,0
9.3000,0.1619,0.4285,0.1861,0.1438,0,0
9.3167,0.1629,0.4308,0.1871,0.1447,0,0
9.3333,0.1569,0.4356,0.1823,0.1393,0,0
9.3500,0.1469,0.4401,0.1748,0.1309,0,0
9.3667,0.1423,0.4427,0.1716,0.1287,0,0
9.3833,0.1442,0.4434,0.1731,0.1306,0,0
9.4000,0.1457,0.4440,0.1743,0.1321,0,0
9.4167,0.1476,0.4438,0.1759,0.1340,0,0
9.4333,0.1473,0.4430,0.1755,0.1338,0,0
9.4500,0.1453,0.4439,0.1736,0.1314,0,0
9.4667,0.1284,0.4465,0.1601,0.1139,0,0
9.4833,0.0974,0.4496,0.1382,0.0876,0,0
9.5000,0.0537,0.4546,0.1135,0.0574,0,0
9.5167,0.0234,0.4550,0.0969,0.0311,0,0
9.5833,0.2312,0.4636,0.0675,0.0721,0,0
9.6000,0.1923,0.4756,0.1242,0.1351,0,0
9.6333,0.1569,0.4843,0.1855,0.1819,0,0
9.6667,0.2097,0.4488,0.2086,0.1961,0,0
9.6833,0.2318,0.4344,0.2127,0.2065,0,0
9.7000,0.2432,0.4278,0.2148,0.2095,0,0
9.7167,0.2472,0.4259,0.2193,0.2151,0,0
9.7333,0.2506,0.4202,0.2205,0.2165,0,0
9.7500,0.2463,0.4156,0.2208,0.2178,0,0
9.7667,0.2401,0.4165,0.2236,0.2215,0,0
