t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
8.7833,0.3402,0.2451,0.1573,0.1238,0,0
8.8000,0.3459,0.2502,0.1625,0.1289,0,0
8.8167,0.3550,0.2583,0.1701,0.1380,0,0
8.8333,0.3657,0.2680,0.1782,0.1471,0,0
8.8500,0.3750,0.2774,0.1843,0.1543,0,0
8.8667,0.3806,0.2851,0.1877,0.1592,0,0
8.8833,0.3791,0.2878,0.1855,0.1580,0,0
8.9000,0.3764,0.2895,0.1811,0.1530,0,0
8.9167,0.3646,0.2854,0.1695,0.1406,0,0
8.9333,0.3491,0.2774,0.1551,0.1258,0,0
8.9500,0.3318,0.2668,0.1401,0.1104,0,0
8.9667,0.3148,0.2556,0.1264,0.0972,0,0
8.9833,0.2987,0.2444,0.1158,0.0883,0,0
9.0000,0.2853,0.2348,0.1114,0.0873,0,0
9.0167,0.2707,0.2230,0.1101,0.0877,0,0
9.0333,0.2540,0.2106,0.1088,0.0889,0,0
9.0500,0.2468,0.2041,0.1159,0.0995,0,0
9.0667,0.2432,0.2013,0.1244,0.1102,0,0
9.0833,0.2356,0.1960,0.1337,0.1225,0,0
9.1000,0.2285,0.1913,0.1462,0.1379,0,0
9.1167,0.2245,0.1891,0.1597,0.1523,0,0
9.1333,0.2196,0.1807,0.1678,0.1593,0,0
9.1500,0.2044,0.1684,0.1642,0.1549,0,0
9.1667,0.1874,0.1575,0.1563,0.1468,0,0
9.1833,0.1759,0.1529,0.1540,0.1470,0,0
9.2000,0.1650,0.1490,0.1520,0.1467,0,0
9.2167,0.1531,0.1451,0.1508,0.1476,0,0
9.2333,0.1416,0.1404,0.1507,0.1491,0,0
9.2500,0.1324,0.1382,0.1507,0.1505,0,0
9.2667,0.1272,0.1374,0.1518,0.1525,0,0
9.2833,0.1247,0.1336,0.1526,0.1534,0,0
9.3000,0.1203,0.1253,0.1487,0.1486,0,0
9.3167,0.1132,0.1127,0.1422,0.1410,0,0
9.3333,0.1072,0.1019,0.1382,0.1351,0,0
9.3500,0.1062,0.0965,0.1383,0.1347,0,0
9.3667,0.1056,0.0934,0.1401,0.1361,0,0
9.3833,0.1036,0.0920,0.1404,0.1365,0,0
9.4000,0.1013,0.0911,0.1400,0.1368,0,0
9.4167,0.0999,0.0908,0.1398,0.1373,0,0
9.4333,0.0983,0.0915,0.1405,0.1383,0,0
9.4500,0.0957,0.0920,0.1405,0.1391,0,0
9.4667,0.0934,0.0944,0.1411,0.1407,0,0
9.4833,0.0909,0.0972,0.1417,0.1424,0,0
9.5000,0.0884,0.0985,0.1416,0.1431,0,0
9.5167,0.0896,0.1020,0.1433,0.1454,0,0
9.5333,0.0909,0.1055,0.1447,0.1472,0,0
9.5500,0.0913,0.1078,0.1457,0.1484,0,0
9.5667,0.0993,0.1133,0.1539,0.1569,0,0
9.5833,0.1063,0.1205,0.1629,0.1657,0,0
9.6000,0.1138,0.1293,0.1727,0.1755,0,0
9.6167,0.1156,0.1357,0.1810,0.1842,0,0
9.6333,0.1135,0.1398,0.1877,0.1918,0,0
9.6500,0.1162,0.1454,0.1960,0.2009,0,0
9.6667,0.1247,0.1512,0.2049,0.2096,0,0
9.6833,0.1336,0.1629,0.2133,0.2184,0,0
9.7000,0.1444,0.1778,0.2199,0.2258,0,0
9.7167,0.1617,0.1943,0.2248,0.2305,0,0
9.7333,0.1832,0.2115,0.2272,0.2319,0,0
9.7500,0.2033,0.2270,0.2262,0.2300,0,0
9.7667,0.2181,0.2428,0.2232,0.2269,0,0
9.7833,0.2270,0.2555,0.2191,0.2232,0,0
9.8000,0.2308,0.2673,0.2145,0.2195,0,0
9.8167,0.2337,0.2793,0.2097,0.2155,0,0
9.8333,0.2360,0.2961,0.2043,0.2113,0,0
9.8500,0.2368,0.3120,0.1993,0.2074,0,0
9.8667,0.2344,0.3092,0.1950,0.2040,0,0
9.8833,0.2350,0.2999,0.1926,0.2019,0,0
9.9000,0.2327,0.2952,0.1909,0.2005,0,0
9.9167,0.2333,0.2929,0.1901,0.1996,0,0
9.9333,0.2317,0.2928,0.1900,0.1996,0,0
9.9500,0.2303,0.2944,0.1907,0.2007,0,0
9.9667,0.2325,0.2945,0.1914,0.2015,0,0
9.9833,0.2317,0.2958,0.1920,0.2026,0,0
10.0000,0.2308,0.2974,0.1927,0.2037,0,0
10.0167,0.2309,0.2989,0.1935,0.2047,0,0
10.0333,0.2319,0.3010,0.1945,0.2059,0,0
10.0500,0.2344,0.3051,0.1962,0.2077,0,0
10.0667,0.2337,0.3094,0.1976,0.2094,0,0
10.0833,0.2344,0.3147,0.1994,0.2113,0,0
10.1000,0.2338,0.3216,0.2016,0.2138,0,0
10.1167,0.2347,0.3285,0.2040,0.2164,0,0
10.1333,0.2351,0.3352,0.2063,0.2190,0,0
10.1500,0.2363,0.3426,0.2088,0.2218,0,0
10.1667,0.2372,0.3536,0.2122,0.2253,0,0
10.1833,0.2379,0.3580,0.2157,0.2288,0,0
10.2000,0.2395,0.3519,0.2193,0.2321,0,0
10.2167,0.2411,0.3435,0.2237,0.2359,0,0
10.2333,0.2383,0.3305,0.2280,0.2397,0,0
10.2500,0.2340,0.3146,0.2319,0.2429,0,0
10.2667,0.2293,0.2996,0.2348,0.2451,0,0
10.2833,0.2259,0.2834,0.2363,0.2452,0,0
10.3000,0.2202,0.2662,0.2363,0.2440,0,0
10.3167,0.2144,0.2503,0.2351,0.2415,0,0
10.3333,0.2089,0.2424,0.2333,0.2396,0,0
10.3500,0.2018,0.2356,0.2302,0.2367,0,0
10.3667,0.1938,0.2268,0.2256,0.2322,0,0
10.3833,0.1858,0.2177,0.2199,0.2265,0,0
10.4000,0.1754,0.2062,0.2128,0.2193,0,0
10.4167,0.1642,0.1931,0.2045,0.2109,0,0
10.4333,0.1581,0.1847,0.1976,0.2037,0,0
10.4500,0.1531,0.1771,0.1894,0.1949,0,0
10.4667,0.1512,0.1730,0.1828,0.1879,0,0
10.4833,0.1463,0.1668,0.1754,0.1803,0,0
10.5000,0.1383,0.1579,0.1667,0.1713,0,0
10.5167,0.1261,0.1439,0.1543,0.1584,0,0
10.5333,0.1213,0.1351,0.1459,0.1494,0,0
10.5667,0.1232,0.1254,0.1369,0.1369,0,0
10.5833,0.1330,0.1351,0.1442,0.1453,0,0
10.6000,0.1394,0.1414,0.1510,0.1524,0,0
10.6167,0.1443,0.1476,0.1560,0.1573,0,0
10.6333,0.1454,0.1509,0.1587,0.1606,0,0
10.6500,0.1438,0.1525,0.1583,0.1605,0,0
10.6667,0.1408,0.1530,0.1573,0.1603,0,0
10.6833,0.1377,0.1529,0.1558,0.1595,0,0
10.7000,0.1347,0.1539,0.1549,0.1593,0,0
10.7167,0.1330,0.1542,0.1542,0.1588,0,0
10.7333,0.1342,0.1554,0.1552,0.1596,0,0
10.7500,0.1360,0.1566,0.1567,0.1609,0,0
10.7667,0.1379,0.1573,0.1577,0.1617,0,0
10.7833,0.1398,0.1582,0.1589,0.1627,0,0
10.8000,0.1409,0.1593,0.1595,0.1635,0,0
10.8167,0.1420,0.1604,0.1595,0.1635,0,0
10.8333,0.1417,0.1602,0.1585,0.1629,0,0
10.8500,0.1465,0.1595,0.1600,0.1637,0,0
10.8667,0.1528,0.1578,0.1622,0.1650,0,0
10.8833,0.1580,0.1550,0.1622,0.1635,0,0
10.9000,0.1646,0.1558,0.1619,0.1624,0,0
10.9167,0.1718,0.1582,0.1610,0.1607,0,0
10.9333,0.1816,0.1641,0.1626,0.1621,0,0
10.9500,0.1901,0.1722,0.1620,0.1616,0,0
10.9667,0.1944,0.1769,0.1521,0.1514,0,0
10.9833,0.2048,0.1854,0.1429,0.1409,0,0
11.0000,0.2171,0.1941,0.1316,0.1268,0,0
11.0167,0.2271,0.1994,0.1180,0.1089,0,0
11.0333,0.2452,0.2119,0.1141,0.1010,0,0
11.0500,0.2772,0.2338,0.1295,0.1135,0,0
11.0667,0.3081,0.2566,0.1485,0.1318,0,0
11.0833,0.3306,0.2759,0.1603,0.1425,0,0
11.1000,0.3529,0.2971,0.1749,0.1597,0,0
11.1167,0.3699,0.3153,0.1880,0.1744,0,0
11.1333,0.3785,0.3276,0.1962,0.1842,0,0
11.1500,0.3832,0.3356,0.2005,0.1893,0,0
11.1667,0.3832,0.3380,0.2011,0.1901,0,0
11.1833,0.3796,0.3373,0.1983,0.1878,0,0
11.2000,0.3766,0.3352,0.1975,0.1875,0,0
11.2167,0.3749,0.3333,0.1969,0.1868,0,0
11.2333,0.3700,0.3291,0.1943,0.1840,0,0
11.2500,0.3642,0.3247,0.1903,0.1800,0,0
11.2667,0.3619,0.3217,0.1879,0.1773,0,0
11.2833,0.3579,0.3173,0.1838,0.1724,0,0
11.3000,0.3529,0.3128,0.1795,0.1682,0,0
11.3167,0.3468,0.3080,0.1747,0.1634,0,0
11.3333,0.3434,0.3056,0.1722,0.1615,0,0
11.3500,0.3414,0.3039,0.1706,0.1601,0,0
11.3667,0.3420,0.3041,0.1715,0.1608,0,0
11.3833,0.3409,0.3022,0.1712,0.1604,0,0
11.4000,0.3397,0.2985,0.1716,0.1596,0,0
11.4167,0.3349,0.2922,0.1718,0.1593,0,0
11.4333,0.3263,0.2831,0.1712,0.1581,0,0
11.4500,0.3168,0.2735,0.1721,0.1593,0,0
11.4667,0.3029,0.2609,0.1741,0.1615,0,0
11.4833,0.2868,0.2473,0.1784,0.1673,0,0
11.5000,0.2699,0.2309,0.1825,0.1719,0,0
11.5333,0.1862,0.1497,0.1492,0.1330,0,0
11.5500,0.1316,0.1002,0.1246,0.1123,0,0
11.5667,0.0980,0.0667,0.1130,0.1013,0,0
11.5833,0.0628,0.0332,0.0939,0.0770,0,0
11.6000,0.0430,0.0156,0.0834,0.0688,0,0
11.6167,0.0403,0.0124,0.0829,0.0693,0,0
11.6333,0.0421,0.0164,0.0856,0.0730,0,0
11.6500,0.0460,0.0231,0.0894,0.0793,0,0
11.6667,0.0532,0.0331,0.0952,0.0874,0,0
11.6833,0.0616,0.0435,0.1015,0.0953,0,0
11.7000,0.0658,0.0506,0.1054,0.1002,0,0
11.7167,0.0727,0.0592,0.1111,0.1071,0,0
11.7333,0.0794,0.0664,0.1170,0.1135,0,0
11.7500,0.0842,0.0719,0.1209,0.1176,0,0
11.7667,0.0873,0.0765,0.1242,0.1213,0,0
11.7833,0.0893,0.0799,0.1264,0.1237,0,0
11.8000,0.0923,0.0845,0.1296,0.1275,0,0
11.8167,0.0926,0.0871,0.1313,0.1297,0,0
11.8333,0.0919,0.0880,0.1316,0.1304,0,0
11.8500,0.0904,0.0883,0.1315,0.1307,0,0
11.8667,0.0891,0.0893,0.1315,0.1311,0,0
11.8833,0.0869,0.0899,0.1304,0.1308,0,0
11.9000,0.0894,0.0925,0.1329,0.1332,0,0
11.9167,0.0904,0.0939,0.1338,0.1341,0,0
11.9333,0.0907,0.0943,0.1329,0.1334,0,0
11.9500,0.0910,0.0943,0.1325,0.1329,0,0
11.9667,0.0926,0.0950,0.1346,0.1344,0,0
11.9833,0.0935,0.0955,0.1361,0.1358,0,0
12.0000,0.0921,0.0953,0.1356,0.1359,0,0
12.0167,0.0892,0.0941,0.1341,0.1345,0,0
12.0333,0.0898,0.0955,0.1354,0.1360,0,0
12.0500,0.0918,0.1001,0.1386,0.1399,0,0
