t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
7.3833,0.4195,0.3640,0.2191,0.2183,0,0
7.4000,0.4199,0.3694,0.2186,0.2127,0,0
7.4167,0.4178,0.3718,0.2165,0.2117,0,0
7.4333,0.4133,0.3747,0.2135,0.2091,0,0
7.4500,0.4073,0.3766,0.2080,0.2036,0,0
7.4667,0.3969,0.3771,0.2010,0.1977,0,0
7.4833,0.3826,0.3746,0.1920,0.1899,0,0
7.5000,0.3726,0.3722,0.1873,0.1868,0,0
7.5167,0.3642,0.3697,0.1838,0.1840,0,0
7.5333,0.3611,0.3683,0.1828,0.1833,0,0
7.5500,0.3603,0.3671,0.1817,0.1817,0,0
7.5667,0.3608,0.3662,0.1817,0.1819,0,0
7.5833,0.3633,0.3656,0.1825,0.1821,0,0
7.6000,0.3683,0.3649,0.1843,0.1830,0,0
7.6167,0.3757,0.3648,0.1862,0.1837,0,0
7.6333,0.3820,0.3649,0.1859,0.1823,0,0
7.6500,0.3858,0.3644,0.1846,0.1801,0,0
7.6667,0.3869,0.3633,0.1832,0.1785,0,0
7.6833,0.3863,0.3618,0.1819,0.1769,0,0
7.7000,0.3861,0.3604,0.1819,0.1769,0,0
7.7167,0.3843,0.3592,0.1816,0.1769,0,0
7.7333,0.3802,0.3575,0.1797,0.1760,0,0
7.7500,0.3755,0.3559,0.1772,0.1742,0,0
7.7667,0.3704,0.3539,0.1733,0.1709,0,0
7.7833,0.3658,0.3511,0.1688,0.1668,0,0
7.8000,0.3621,0.3481,0.1643,0.1625,0,0
7.8167,0.3601,0.3443,0.1605,0.1580,0,0
7.8333,0.3604,0.3412,0.1566,0.1527,0,0
7.8500,0.3623,0.3391,0.1538,0.1481,0,0
7.8667,0.3658,0.3389,0.1531,0.1460,0,0
7.8833,0.3674,0.3389,0.1523,0.1444,0,0
7.9000,0.3697,0.3402,0.1539,0.1453,0,0
7.9167,0.3720,0.3427,0.1559,0.1477,0,0
7.9333,0.3714,0.3436,0.1569,0.1493,0,0
7.9500,0.3699,0.3442,0.1568,0.1499,0,0
7.9667,0.3679,0.3446,0.1562,0.1500,0,0
7.9833,0.3656,0.3447,0.1554,0.1500,0,0
8.0000,0.3639,0.3447,0.1548,0.1500,0,0
8.0167,0.3640,0.3450,0.1561,0.1511,0,0
8.0333,0.3652,0.3448,0.1565,0.1512,0,0
8.0500,0.3667,0.3451,0.1583,0.1529,0,0
8.0667,0.3687,0.3446,0.1585,0.1527,0,0
8.0833,0.3681,0.3432,0.1587,0.1526,0,0
8.1000,0.3663,0.3414,0.1590,0.1527,0,0
8.1167,0.3638,0.3395,0.1597,0.1534,0,0
8.1333,0.3612,0.3378,0.1609,0.1550,0,0
8.1500,0.3590,0.3363,0.1626,0.1572,0,0
8.1667,0.3582,0.3355,0.1648,0.1594,0,0
8.1833,0.3587,0.3352,0.1670,0.1612,0,0
8.2000,0.3612,0.3366,0.1691,0.1631,0,0
8.2167,0.3644,0.3373,0.1698,0.1632,0,0
8.2333,0.3676,0.3380,0.1697,0.1623,0,0
8.2500,0.3703,0.3381,0.1687,0.1606,0,0
8.2667,0.3720,0.3383,0.1676,0.1590,0,0
8.2833,0.3729,0.3384,0.1662,0.1573,0,0
8.3000,0.3741,0.3387,0.1667,0.1574,0,0
8.3167,0.3753,0.3399,0.1698,0.1616,0,0
8.3333,0.3725,0.3393,0.1726,0.1657,0,0
8.3500,0.3650,0.3355,0.1721,0.1662,0,0
8.3667,0.3575,0.3320,0.1708,0.1657,0,0
8.3833,0.3505,0.3269,0.1698,0.1652,0,0
8.4000,0.3463,0.3239,0.1702,0.1655,0,0
8.4167,0.3499,0.3257,0.1731,0.1672,0,0
8.4333,0.3574,0.3308,0.1774,0.1708,0,0
8.4500,0.3581,0.3339,0.1798,0.1744,0,0
8.4667,0.3522,0.3354,0.1802,0.1767,0,0
8.4833,0.3462,0.3384,0.1807,0.1788,0,0
8.5000,0.3319,0.3406,0.1788,0.1799,0,0
8.5167,0.3175,0.3444,0.1789,0.1828,0,0
8.5333,0.3062,0.3509,0.1818,0.1880,0,0
8.5500,0.2998,0.3581,0.1865,0.1939,0,0
8.5667,0.3021,0.3666,0.1904,0.1974,0,0
8.5833,0.3122,0.3738,0.1909,0.1971,0,0
8.6000,0.3205,0.3780,0.1913,0.1974,0,0
8.6167,0.3277,0.3818,0.1932,0.1991,0,0
8.6333,0.3345,0.3856,0.1960,0.2017,0,0
8.6500,0.3406,0.3883,0.1993,0.2047,0,0
8.6667,0.3411,0.3882,0.2004,0.2059,0,0
8.6833,0.3389,0.3861,0.1981,0.2037,0,0
8.7000,0.3350,0.3819,0.1940,0.1996,0,0
8.7167,0.3321,0.3776,0.1866,0.1921,0,0
8.7333,0.3319,0.3768,0.1823,0.1890,0,0
8.7500,0.3350,0.3773,0.1798,0.1865,0,0
8.7667,0.3395,0.3791,0.1794,0.1860,0,0
8.7833,0.3439,0.3812,0.1797,0.1859,0,0
8.8000,0.3474,0.3828,0.1793,0.1854,0,0
8.8167,0.3507,0.3826,0.1777,0.1831,0,0
8.8333,0.3534,0.3824,0.1759,0.1811,0,0
8.8500,0.3560,0.3826,0.1742,0.1792,0,0
8.8667,0.3575,0.3836,0.1746,0.1795,0,0
8.8833,0.3584,0.3845,0.1749,0.1799,0,0
8.9000,0.3600,0.3861,0.1768,0.1819,0,0
8.9167,0.3607,0.3877,0.1787,0.1838,0,0
8.9333,0.3629,0.3893,0.1807,0.1855,0,0
8.9500,0.3637,0.3913,0.1827,0.1879,0,0
8.9667,0.3597,0.3925,0.1835,0.1896,0,0
8.9833,0.3580,0.3938,0.1848,0.1912,0,0
9.0000,0.3576,0.3950,0.1857,0.1921,0,0
9.0167,0.3571,0.3970,0.1871,0.1940,0,0
9.0333,0.3559,0.3980,0.1861,0.1934,0,0
9.0500,0.3579,0.3994,0.1862,0.1931,0,0
9.0667,0.3641,0.4008,0.1850,0.1911,0,0
