t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
2.8000,0.3543,0.2630,0.1395,0.0574,0,0
2.8333,0.2885,0.2839,0.0004,0.0000,0,0
2.8667,0.2569,0.2773,0.0393,0.0000,0,0
2.9000,0.2476,0.2835,0.0474,0.0000,0,0
2.9333,0.2567,0.2829,0.0429,0.0000,0,0
2.9667,0.2612,0.2990,0.0112,0.0001,0,0
3.0000,0.2394,0.2913,0.0005,0.0003,0,0
3.0333,0.2839,0.2932,0.0003,0.0008,0,0
3.0667,0.2803,0.2914,0.0006,0.0040,0,0
3.1000,0.2823,0.2880,0.0002,0.0269,0,0
3.1333,0.2691,0.2930,0.0052,0.0476,0,0
3.1667,0.1663,0.2947,0.0342,0.0489,0,0
3.2000,0.1212,0.2887,0.0442,0.0617,0,0
3.2333,0.2587,0.2813,0.0162,0.0351,0,0
3.2667,0.2642,0.2742,0.0001,0.0084,0,0
3.3000,0.2620,0.2656,0.0003,0.0025,0,0
3.3333,0.2650,0.2671,0.0001,0.0011,0,0
3.3667,0.2661,0.2682,0.0001,0.0006,0,0
3.4000,0.2685,0.2712,0.0001,0.0006,0,0
3.4333,0.2718,0.2753,0.0001,0.0006,0,0
3.4667,0.2751,0.2791,0.0002,0.0012,0,0
3.5000,0.2825,0.2880,0.0002,0.0022,0,0
3.5333,0.2780,0.2836,0.0002,0.0031,0,0
3.5667,0.2705,0.2750,0.0007,0.0069,0,0
3.6000,0.2667,0.2706,0.0008,0.0191,0,0
3.6333,0.2662,0.2620,0.0193,0.0425,0,0
3.6667,0.2730,0.2605,0.0358,0.0391,0,0
3.7000,0.2776,0.2670,0.0330,0.0384,0,0
3.7333,0.2758,0.2648,0.0344,0.0411,0,0
3.7667,0.2754,0.2568,0.0481,0.0513,0,0
3.8000,0.2727,0.2495,0.0555,0.0529,0,0
3.8333,0.2726,0.2435,0.0659,0.0634,0,0
3.8667,0.2606,0.2316,0.0652,0.0647,0,0
3.9000,0.2606,0.2290,0.0703,0.0696,0,0
3.9333,0.2722,0.2376,0.0747,0.0732,0,0
3.9667,0.2998,0.2578,0.1070,0.1078,0,0
4.0000,0.2828,0.2693,0.1099,0.1116,0,0
4.0333,0.2486,0.2808,0.1236,0.1260,0,0
4.0667,0.1992,0.2900,0.1406,0.1447,0,0
4.1000,0.2244,0.2847,0.1429,0.1461,0,0
4.1333,0.2253,0.2848,0.1467,0.1496,0,0
4.1667,0.2280,0.2806,0.1580,0.1618,0,0
4.2000,0.2646,0.2766,0.1476,0.1512,0,0
4.2333,0.3097,0.2644,0.1539,0.1554,0,0
4.2667,0.2968,0.2626,0.1565,0.1599,0,0
4.3000,0.2823,0.2589,0.1664,0.1678,0,0
4.3333,0.2948,0.2580,0.1675,0.1687,0,0
4.3667,0.2768,0.2214,0.1643,0.1668,0,0
4.4000,0.2602,0.2104,0.1534,0.1523,0,0
4.4333,0.2482,0.2058,0.1470,0.1511,0,0
4.4667,0.2498,0.2101,0.1396,0.1367,0,0
4.5000,0.2519,0.2158,0.1341,0.1357,0,0
4.5333,0.2520,0.2194,0.1197,0.1162,0,0
4.5667,0.2625,0.2283,0.1272,0.1286,0,0
4.6000,0.2692,0.2405,0.1308,0.1428,0,0
4.6333,0.2777,0.2463,0.1392,0.1419,0,0
4.6667,0.2825,0.2511,0.1436,0.1471,0,0
4.7000,0.2791,0.2485,0.1301,0.1298,0,0
4.7333,0.2874,0.2610,0.1329,0.1427,0,0
4.7667,0.2989,0.2791,0.1254,0.1403,0,0
4.8000,0.3013,0.2773,0.1201,0.1252,0,0
4.8333,0.3276,0.2946,0.1622,0.1695,0,0
4.8667,0.3055,0.3061,0.1983,0.1985,0,0
4.9000,0.3121,0.3203,0.2027,0.2027,0,0
4.9333,0.2958,0.3263,0.1993,0.1986,0,0
4.9667,0.2765,0.3592,0.2069,0.2101,0,0
5.0000,0.2559,0.3634,0.1983,0.1993,0,0
5.0333,0.2354,0.3810,0.2044,0.2080,0,0
5.0667,0.2209,0.3843,0.1996,0.2027,0,0
5.1000,0.2073,0.3823,0.2053,0.2086,0,0
5.1333,0.1946,0.3900,0.2122,0.2163,0,0
5.1667,0.1771,0.3948,0.2234,0.2271,0,0
5.2000,0.1702,0.4126,0.2359,0.2399,0,0
5.2333,0.1703,0.4165,0.2493,0.2521,0,0
5.2667,0.1626,0.4303,0.2555,0.2583,0,0
5.3000,0.1641,0.4219,0.2569,0.2596,0,0
5.3333,0.1503,0.4402,0.2586,0.2620,0,0
5.3667,0.1288,0.4583,0.2609,0.2649,0,0
5.4000,0.1310,0.4568,0.2622,0.2663,0,0
5.4333,0.1250,0.4625,0.2637,0.2680,0,0
5.4667,0.1191,0.4691,0.2656,0.2701,0,0
5.5000,0.1109,0.4792,0.2657,0.2706,0,0
5.5333,0.0941,0.4902,0.2654,0.2709,0,0
5.5667,0.0808,0.4971,0.2653,0.2713,0,0
5.6000,0.0777,0.5002,0.2653,0.2714,0,0
5.6333,0.0715,0.5026,0.2650,0.2715,0,0
5.6667,0.0614,0.5037,0.2644,0.2714,0,0
5.7000,0.0553,0.5077,0.2636,0.2709,0,0
5.7333,0.0521,0.5106,0.2627,0.2702,0,0
5.7667,0.0444,0.5113,0.2619,0.2699,0,0
5.8000,0.0399,0.5116,0.2612,0.2694,0,0
5.8333,0.0395,0.5103,0.2615,0.2700,0,0
5.8667,0.0411,0.5077,0.2616,0.2704,0,0
5.9000,0.0440,0.5073,0.2618,0.2707,0,0
5.9333,0.0536,0.5036,0.2629,0.2719,0,0
5.9667,0.0540,0.5021,0.2641,0.2736,0,0
6.0000,0.0535,0.4990,0.2641,0.2740,0,0
6.0333,0.0502,0.4893,0.2630,0.2737,0,0
6.0667,0.0529,0.4848,0.2621,0.2729,0,0
6.1000,0.0510,0.4853,0.2614,0.2724,0,0
6.1333,0.0508,0.4852,0.2613,0.2724,0,0
6.1667,0.0531,0.4849,0.2612,0.2723,0,0
6.2000,0.0623,0.4868,0.2616,0.2723,0,0
6.2333,0.0595,0.4892,0.2622,0.2730,0,0
6.2667,0.0588,0.4883,0.2623,0.2731,0,0
6.3000,0.0557,0.4884,0.2623,0.2732,0,0
6.3333,0.0547,0.4895,0.2623,0.2733,0,0
6.3667,0.0554,0.4902,0.2625,0.2735,0,0
6.4000,0.0536,0.4905,0.2625,0.2736,0,0
6.4333,0.0513,0.4912,0.2625,0.2737,0,0
6.4667,0.0482,0.4937,0.2627,0.2739,0,0
6.5000,0.0420,0.4939,0.2626,0.2740,0,0
6.5333,0.0333,0.4941,0.2623,0.2740,0,0
6.5667,0.0337,0.4942,0.2623,0.2740,0,0
6.6000,0.0325,0.4959,0.2625,0.2742,0,0
6.6333,0.0322,0.4965,0.2625,0.2742,0,0
6.6667,0.0313,0.4969,0.2625,0.2742,0,0
6.7000,0.0296,0.4976,0.2625,0.2743,0,0
6.7333,0.0292,0.4986,0.2626,0.2743,0,0
6.7667,0.0307,0.4976,0.2623,0.2741,0,0
6.8000,0.0325,0.4965,0.2620,0.2739,0,0
6.8333,0.0339,0.4948,0.2616,0.2736,0,0
6.8667,0.0385,0.4950,0.2616,0.2734,0,0
6.9000,0.0413,0.4967,0.2616,0.2733,0,0
6.9333,0.0407,0.4977,0.2617,0.2734,0,0
