t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
3.5000,0.3452,0.2916,0.1510,0.0172,0,0
3.5333,0.2755,0.2756,0.0185,0.0022,0,0
3.5667,0.2721,0.2718,0.0156,0.0001,0,0
3.6000,0.2719,0.2739,0.0262,0.0000,0,0
3.6333,0.2685,0.2685,0.0275,0.0000,0,0
3.6667,0.2615,0.2595,0.0170,0.0003,0,0
3.7000,0.2674,0.2616,0.0287,0.0000,0,0
3.7333,0.2683,0.2641,0.0255,0.0000,0,0
3.7667,0.2659,0.2667,0.0111,0.0001,0,0
3.8000,0.2629,0.2718,0.0003,0.0003,0,0
3.8333,0.2679,0.2772,0.0000,0.0010,0,0
3.8667,0.2786,0.2872,0.0015,0.0104,0,0
3.9000,0.2612,0.2938,0.0380,0.0711,0,0
3.9333,0.2580,0.3167,0.0777,0.0776,0,0
3.9667,0.3149,0.3271,0.0045,0.0166,0,0
4.0000,0.3356,0.3410,0.0006,0.0048,0,0
4.0333,0.3462,0.3488,0.0006,0.0026,0,0
4.0667,0.3445,0.3465,0.0005,0.0015,0,0
4.1000,0.3386,0.3408,0.0004,0.0000,0,0
4.1333,0.3343,0.3377,0.0004,0.0004,0,0
4.1667,0.3327,0.3356,0.0004,0.0002,0,0
4.2000,0.3117,0.3177,0.0009,0.0022,0,0
4.2333,0.3031,0.3123,0.0001,0.0022,0,0
4.2667,0.3025,0.3118,0.0003,0.0046,0,0
4.3000,0.2934,0.3105,0.0058,0.0539,0,0
4.3333,0.2688,0.3160,0.0385,0.0950,0,0
4.3667,0.2502,0.3221,0.0678,0.1203,0,0
4.4000,0.2380,0.3197,0.0772,0.1342,0,0
4.4333,0.2423,0.3149,0.0622,0.1284,0,0
4.4667,0.2386,0.3094,0.0609,0.1259,0,0
4.5000,0.2365,0.3030,0.0550,0.1227,0,0
4.5333,0.2245,0.2983,0.0676,0.1287,0,0
4.5667,0.2093,0.2968,0.0874,0.1424,0,0
4.6000,0.2022,0.2933,0.0934,0.1476,0,0
4.6333,0.2038,0.2787,0.0712,0.1359,0,0
4.6667,0.2002,0.2730,0.0761,0.1332,0,0
4.7000,0.1935,0.2691,0.0862,0.1386,0,0
4.7333,0.1883,0.2630,0.0905,0.1426,0,0
4.7667,0.1896,0.2533,0.0846,0.1381,0,0
4.8000,0.2000,0.2511,0.0895,0.1339,0,0
4.8333,0.2049,0.2488,0.1004,0.1403,0,0
4.8667,0.2060,0.2396,0.1015,0.1432,0,0
4.9000,0.2066,0.2389,0.1171,0.1524,0,0
4.9333,0.2085,0.2322,0.1191,0.1551,0,0
4.9667,0.2125,0.2293,0.1190,0.1540,0,0
5.0000,0.2044,0.2301,0.1335,0.1660,0,0
5.0333,0.1929,0.2316,0.1489,0.1833,0,0
5.0667,0.1991,0.2354,0.1655,0.1918,0,0
5.1000,0.2022,0.2426,0.1669,0.1974,0,0
5.1333,0.2070,0.2351,0.1703,0.1989,0,0
5.1667,0.2042,0.2380,0.1691,0.2004,0,0
5.2000,0.2066,0.2393,0.1738,0.2005,0,0
5.2333,0.2072,0.2495,0.1619,0.1960,0,0
5.2667,0.2077,0.2600,0.1625,0.1950,0,0
5.3000,0.2060,0.2705,0.1768,0.2065,0,0
5.3333,0.2066,0.2940,0.1882,0.2208,0,0
5.3667,0.2106,0.2950,0.1929,0.2251,0,0
5.4000,0.2186,0.3036,0.2067,0.2345,0,0
5.4333,0.2304,0.3152,0.2162,0.2424,0,0
5.4667,0.2386,0.3227,0.2194,0.2449,0,0
5.5000,0.2550,0.3247,0.2175,0.2440,0,0
5.5333,0.2587,0.3299,0.2149,0.2413,0,0
5.5667,0.2807,0.3419,0.2241,0.2488,0,0
5.6000,0.2902,0.3366,0.2269,0.2517,0,0
5.6333,0.2952,0.3135,0.2357,0.2571,0,0
5.6667,0.3112,0.2950,0.2408,0.2617,0,0
5.7000,0.3059,0.2991,0.2397,0.2609,0,0
5.7333,0.3080,0.3169,0.2339,0.2587,0,0
5.7667,0.3190,0.3161,0.2352,0.2597,0,0
5.8000,0.3294,0.2841,0.2453,0.2661,0,0
5.8333,0.3268,0.2806,0.2451,0.2669,0,0
5.8667,0.3437,0.2597,0.2502,0.2699,0,0
5.9000,0.3423,0.2425,0.2536,0.2719,0,0
5.9333,0.3469,0.2047,0.2595,0.2743,0,0
5.9667,0.3529,0.2017,0.2593,0.2744,0,0
6.0000,0.3589,0.1985,0.2597,0.2745,0,0
6.0333,0.3536,0.1988,0.2596,0.2746,0,0
6.0667,0.3467,0.2019,0.2591,0.2746,0,0
6.1000,0.3383,0.2056,0.2585,0.2747,0,0
6.1333,0.3339,0.1943,0.2599,0.2752,0,0
6.1667,0.3313,0.1808,0.2610,0.2753,0,0
6.2000,0.3296,0.1770,0.2613,0.2753,0,0
6.2333,0.3270,0.1711,0.2617,0.2753,0,0
6.2667,0.3213,0.1636,0.2620,0.2751,0,0
6.3000,0.3134,0.1558,0.2622,0.2749,0,0
6.3333,0.2871,0.1454,0.2623,0.2745,0,0
6.3667,0.2688,0.1268,0.2619,0.2731,0,0
6.4000,0.2688,0.0971,0.2605,0.2697,0,0
6.4333,0.2683,0.0947,0.2603,0.2693,0,0
6.4667,0.2681,0.0990,0.2606,0.2700,0,0
6.5000,0.2693,0.1020,0.2607,0.2705,0,0
6.5333,0.2647,0.1111,0.2611,0.2717,0,0
6.5667,0.2661,0.1206,0.2616,0.2728,0,0
6.6000,0.2661,0.1334,0.2618,0.2740,0,0
6.6333,0.2661,0.1369,0.2617,0.2743,0,0
6.6667,0.2670,0.1408,0.2616,0.2746,0,0
6.7000,0.2664,0.1424,0.2614,0.2746,0,0
6.7333,0.2671,0.1428,0.2614,0.2746,0,0
6.7667,0.2698,0.1481,0.2614,0.2750,0,0
6.8000,0.2709,0.1508,0.2614,0.2751,0,0
6.8333,0.2747,0.1543,0.2615,0.2753,0,0
6.8667,0.2773,0.1557,0.2617,0.2754,0,0
6.9000,0.2787,0.1583,0.2617,0.2755,0,0
6.9333,0.2806,0.1581,0.2617,0.2755,0,0
6.9667,0.2837,0.1592,0.2617,0.2755,0,0
7.0000,0.2861,0.1620,0.2616,0.2756,0,0
7.0333,0.2883,0.1622,0.2616,0.2756,0,0
7.0667,0.2899,0.1613,0.2617,0.2755,0,0
7.1000,0.2902,0.1611,0.2618,0.2755,0,0
7.1333,0.2900,0.1605,0.2618,0.2754,0,0
7.1667,0.2899,0.1584,0.2619,0.2753,0,0
7.2000,0.2880,0.1578,0.2620,0.2753,0,0
7.2333,0.2826,0.1552,0.2621,0.2751,0,0
7.2667,0.2786,0.1519,0.2623,0.2750,0,0
7.3000,0.2773,0.1509,0.2624,0.2749,0,0
7.3333,0.2826,0.1530,0.2625,0.2749,0,0
7.3667,0.2863,0.1537,0.2625,0.2749,0,0
7.4000,0.2881,0.1549,0.2626,0.2749,0,0
7.4333,0.2868,0.1532,0.2628,0.2748,0,0
7.4667,0.2866,0.1530,0.2629,0.2747,0,0
7.5000,0.2859,0.1550,0.2629,0.2748,0,0
7.5333,0.2835,0.1588,0.2629,0.2750,0,0
7.5667,0.2835,0.1606,0.2629,0.2751,0,0
7.6000,0.2839,0.1630,0.2628,0.2752,0,0
7.6333,0.2838,0.1624,0.2629,0.2752,0,0
7.6667,0.2875,0.1609,0.2630,0.2752,0,0
7.7000,0.2889,0.1622,0.2629,0.2752,0,0
7.7333,0.2879,0.1678,0.2627,0.2754,0,0
7.7667,0.2868,0.1707,0.2625,0.2756,0,0
7.8000,0.2857,0.1720,0.2622,0.2760,0,0
7.8333,0.2865,0.1716,0.2616,0.2763,0,0
7.8667,0.2900,0.1672,0.2615,0.2763,0,0
7.9000,0.2936,0.1536,0.2614,0.2757,0,0
7.9333,0.2951,0.1509,0.2612,0.2755,0,0
7.9667,0.2982,0.1571,0.2611,0.2759,0,0
8.0000,0.2945,0.1491,0.2606,0.2749,0,0
8.0333,0.2861,0.1481,0.2594,0.2738,0,0
8.0667,0.2675,0.1496,0.2567,0.2715,0,0
8.1000,0.2424,0.1748,0.2522,0.2691,0,0
8.1333,0.2116,0.2077,0.2460,0.2660,0,0
8.1667,0.1795,0.2424,0.2382,0.2613,0,0
8.2000,0.1600,0.2747,0.2290,0.2537,0,0
8.2333,0.1575,0.2950,0.2224,0.2475,0,0
8.2667,0.1594,0.2914,0.2203,0.2452,0,0
8.3000,0.1594,0.2880,0.2184,0.2433,0,0
8.3333,0.1492,0.2755,0.2133,0.2383,0,0
8.3667,0.1418,0.2676,0.2064,0.2327,0,0
8.4000,0.1367,0.2625,0.2035,0.2297,0,0
