t_s,q_pitch,q_roll,q_yaw,q_elbow,target_x,target_y,target_z
5.0000,0.278099,0.118723,-0.457149,0.859912,-0.011508,0.210258,-0.096296
5.0167,0.278187,0.122027,-0.465329,0.855708,-0.010504,0.210043,-0.094037
5.0333,0.277511,0.126847,-0.474706,0.848916,-0.009580,0.210660,-0.093494
5.0500,0.277264,0.129397,-0.477207,0.842516,-0.008446,0.211058,-0.092922
5.0667,0.276409,0.128416,-0.472449,0.840143,-0.007223,0.211008,-0.092730
5.0833,0.278407,0.122374,-0.453989,0.836549,-0.006174,0.210153,-0.092302
5.1000,0.277486,0.112349,-0.425731,0.837650,-0.003988,0.209122,-0.092476
5.1167,0.275081,0.100146,-0.388957,0.838696,-0.000624,0.208218,-0.092595
5.1333,0.267571,0.090081,-0.357510,0.842201,0.004287,0.207873,-0.093047
5.1500,0.258360,0.082957,-0.338577,0.847839,0.008922,0.207311,-0.093562
5.1667,0.254395,0.074829,-0.315738,0.849676,0.011865,0.206505,-0.093488
5.1833,0.252309,0.063688,-0.290087,0.852495,0.013711,0.204659,-0.093605
5.2000,0.255425,0.056610,-0.270219,0.849794,0.013627,0.203791,-0.093221
5.2167,0.260160,0.053359,-0.257611,0.842254,0.013250,0.203678,-0.092540
5.2333,0.266573,0.053359,-0.256601,0.829088,0.012695,0.203317,-0.091364
5.2500,0.268783,0.049293,-0.247225,0.825174,0.012730,0.202565,-0.091102
5.2667,0.271912,0.045390,-0.239638,0.820442,0.012464,0.201581,-0.090643
5.2833,0.274123,0.042822,-0.230801,0.818924,0.011961,0.201594,-0.090540
5.3000,0.274599,0.040479,-0.223654,0.821220,0.011485,0.201591,-0.090814
5.3167,0.273652,0.041394,-0.220213,0.823309,0.011561,0.202646,-0.091070
5.3333,0.272083,0.045226,-0.221465,0.824072,0.012017,0.204406,-0.091181
5.3500,0.271148,0.048452,-0.218104,0.822798,0.012730,0.206483,-0.091033
5.3667,0.267653,0.053849,-0.222756,0.822364,0.014253,0.208487,-0.091064
5.3833,0.262232,0.059597,-0.235141,0.823806,0.016180,0.209554,-0.091222
5.4000,0.254549,0.066917,-0.265449,0.827832,0.018118,0.208853,-0.091646
5.4167,0.240995,0.071909,-0.311075,0.840936,0.020584,0.205286,-0.092931
5.4333,0.222661,0.077327,-0.367291,0.860112,0.023584,0.201119,-0.094604
