t_s,q_pitch,q_roll,q_yaw,q_elbow,target_x,target_y,target_z
5.0000,0.504186,-0.295809,0.190869,0.437779,-0.034515,-0.309655,-0.035404
5.0333,0.488626,-0.315147,0.241590,0.479495,-0.037242,-0.310778,-0.040833
5.0500,0.487240,-0.328761,0.270717,0.471849,-0.036765,-0.310514,-0.039777
5.0833,0.484795,-0.331345,0.292639,0.469760,-0.036445,-0.307277,-0.040242
5.1000,0.482845,-0.339857,0.322448,0.475972,-0.038594,-0.305808,-0.041303
5.1167,0.480812,-0.346584,0.341249,0.479516,-0.039592,-0.305508,-0.041798
5.1333,0.482153,-0.360811,0.367034,0.472855,-0.041039,-0.306277,-0.040480
5.1500,0.482738,-0.380344,0.399477,0.456737,-0.041167,-0.307242,-0.038091
5.1667,0.479605,-0.390638,0.414722,0.454357,-0.040610,-0.308696,-0.037507
5.1833,0.478355,-0.403410,0.438216,0.446870,-0.040885,-0.309173,-0.036348
5.2000,0.477654,-0.410916,0.453966,0.450622,-0.042734,-0.309986,-0.036667
5.2167,0.480007,-0.416495,0.470507,0.455942,-0.046438,-0.309982,-0.037088
5.2333,0.480389,-0.422247,0.494334,0.463354,-0.050310,-0.309067,-0.037893
5.2500,0.474403,-0.422314,0.525021,0.488002,-0.054788,-0.306644,-0.041307
5.3000,0.408909,-0.394805,0.562393,0.616653,-0.048108,-0.304152,-0.058772
5.3167,0.412771,-0.408857,0.592227,0.546704,-0.041327,-0.297218,-0.052006
5.3333,0.414745,-0.423080,0.618040,0.490127,-0.036171,-0.292322,-0.045929
5.3500,0.413346,-0.443894,0.641693,0.440422,-0.030923,-0.291353,-0.039747
5.3667,0.411485,-0.471388,0.662970,0.392158,-0.026015,-0.293578,-0.032844
5.4000,0.407638,-0.518525,0.676096,0.330259,-0.017886,-0.303253,-0.022207
5.4167,0.413182,-0.556804,0.688505,0.288633,-0.017073,-0.311390,-0.014015
5.4333,0.418443,-0.597425,0.698576,0.273243,-0.019222,-0.324301,-0.008398
5.4500,0.421080,-0.632324,0.702982,0.268491,-0.020478,-0.337147,-0.004017
5.4667,0.421001,-0.657519,0.709072,0.265436,-0.020872,-0.345961,-0.000856
5.5667,0.267654,-0.593871,0.701626,0.527033,0.019972,-0.362610,-0.034484
5.5833,0.260283,-0.606855,0.706497,0.471159,0.030197,-0.358332,-0.027564
5.6000,0.253952,-0.613884,0.714996,0.426891,0.037480,-0.352807,-0.022524
5.6167,0.243957,-0.616829,0.721926,0.395967,0.044847,-0.347860,-0.018846
5.6333,0.232466,-0.614932,0.727561,0.378042,0.051458,-0.343143,-0.016882
5.6500,0.220256,-0.610652,0.731003,0.368240,0.057780,-0.339037,-0.015854
5.6667,0.213423,-0.609377,0.735155,0.360176,0.061209,-0.336478,-0.014892
5.6833,0.204556,-0.605230,0.739623,0.356544,0.065094,-0.333364,-0.014784
5.7000,0.198219,-0.600392,0.745072,0.353634,0.067528,-0.329956,-0.014918
5.7167,0.195268,-0.595987,0.751402,0.350640,0.068228,-0.326650,-0.015213
5.7333,0.196225,-0.593632,0.758251,0.345740,0.067179,-0.323901,-0.015267
5.7500,0.197753,-0.591825,0.765048,0.344771,0.065505,-0.322068,-0.015896
5.7667,0.198103,-0.588242,0.771921,0.345836,0.064171,-0.319774,-0.016875
5.7833,0.201789,-0.587351,0.778858,0.343289,0.061568,-0.318073,-0.017166
5.8000,0.201002,-0.579615,0.788998,0.347245,0.059978,-0.314008,-0.019040
5.8167,0.196696,-0.569733,0.798263,0.352735,0.060028,-0.309305,-0.020949
5.8333,0.197398,-0.568048,0.806273,0.344710,0.059160,-0.306185,-0.020427
5.8500,0.200093,-0.571789,0.813142,0.333709,0.057789,-0.305131,-0.019129
5.8667,0.199672,-0.575254,0.818934,0.324871,0.057838,-0.304409,-0.017945
5.8833,0.196622,-0.578054,0.823901,0.315099,0.059309,-0.303316,-0.016485
5.9000,0.193390,-0.581309,0.828575,0.303881,0.061005,-0.302217,-0.014745
