t_s,q_pitch,q_roll,q_yaw,q_elbow,target_x,target_y,target_z
6.4000,-0.387554,-0.462184,0.242888,0.557506,0.346355,-0.350765,0.082353
6.4167,-0.372175,-0.475039,0.238525,0.561133,0.343306,-0.352475,0.102303
6.4667,-0.233229,-0.530911,0.109388,0.675133,0.279830,-0.419870,0.067611
6.4833,-0.188974,-0.541116,0.074733,0.699278,0.258751,-0.436019,0.054206
6.5000,-0.135588,-0.551099,0.030544,0.732539,0.230816,-0.453207,0.042991
6.5167,-0.108333,-0.540558,-0.015564,0.757180,0.214950,-0.459327,0.033759
6.5333,-0.106107,-0.519435,-0.050152,0.767262,0.212355,-0.456444,0.028353
6.5500,-0.108127,-0.491963,-0.093057,0.768215,0.212846,-0.450800,0.024974
6.5667,-0.113709,-0.471268,-0.121833,0.766191,0.215396,-0.445669,0.023358
6.5833,-0.117882,-0.457771,-0.135891,0.758918,0.218225,-0.441262,0.023214
6.6000,-0.113151,-0.474212,-0.117136,0.752200,0.217256,-0.445455,0.026149
6.6167,-0.111782,-0.487950,-0.101877,0.748567,0.217284,-0.448968,0.028568
6.6333,-0.115369,-0.502273,-0.088890,0.747980,0.219052,-0.452958,0.031797
6.6500,-0.109569,-0.524943,-0.095431,0.763142,0.213744,-0.464694,0.034768
6.6667,-0.105484,-0.545402,-0.092385,0.769475,0.210674,-0.473509,0.037996
6.6833,-0.098112,-0.559236,-0.082919,0.770395,0.207139,-0.478375,0.039414
6.7000,-0.093757,-0.566295,-0.054342,0.761287,0.206856,-0.476939,0.039268
6.7167,-0.088847,-0.570967,-0.017393,0.745099,0.207354,-0.472638,0.038731
6.7333,-0.078997,-0.575300,0.009991,0.724450,0.206012,-0.469146,0.038690
6.7500,-0.065320,-0.582128,0.028712,0.699502,0.203386,-0.467526,0.039847
6.7667,-0.043241,-0.591051,0.040858,0.668969,0.197709,-0.467340,0.041472
6.7833,-0.016512,-0.597783,0.054731,0.629574,0.191132,-0.465116,0.042654
6.8000,0.012606,-0.599486,0.078035,0.581077,0.184479,-0.458279,0.042426
6.8167,0.031256,-0.598383,0.123244,0.538809,0.180752,-0.446795,0.039695
