t_s,q_pitch,q_roll,q_yaw,q_elbow
7.6667,0.302829,-0.603477,0.033596,0.244175
7.6833,0.271037,-0.597509,0.073004,0.245980
7.7000,0.297423,-0.632486,0.101893,0.224158
7.7167,0.276284,-0.631173,0.136176,0.221362
7.7333,0.250046,-0.636155,0.165166,0.229293
7.7500,0.251744,-0.646781,0.181267,0.236670
7.7667,0.279823,-0.671835,0.201862,0.235945
7.7833,0.287759,-0.678462,0.229052,0.256122
7.8000,0.314040,-0.702920,0.256049,0.299668
7.8167,0.367333,-0.731434,0.281769,0.340190
7.8333,0.359109,-0.721051,0.320435,0.427106
7.8500,0.353649,-0.724464,0.347959,0.479828
7.8667,0.391028,-0.722333,0.365847,0.485231
7.8833,0.428034,-0.706574,0.407114,0.572793
7.9000,0.447291,-0.682496,0.440068,0.599529
7.9167,0.438918,-0.675801,0.462558,0.644197
7.9333,0.412154,-0.666589,0.480367,0.698463
7.9500,0.417888,-0.660479,0.495729,0.739055
7.9667,0.420085,-0.646538,0.510640,0.779998
7.9833,0.399139,-0.578994,0.532133,0.862873
8.0000,0.341962,-0.532065,0.514214,1.043356
8.0167,0.344119,-0.533164,0.510675,0.918390
8.0333,0.338065,-0.534140,0.519596,0.815758
8.0500,0.313373,-0.525593,0.526341,0.784553
8.0667,0.300003,-0.513420,0.537130,0.762683
8.0833,0.293842,-0.512906,0.545207,0.779108
8.1000,0.278905,-0.506052,0.551114,0.778919
8.1167,0.278433,-0.491374,0.561790,0.764302
8.1333,0.282465,-0.500461,0.565178,0.762470
8.1500,0.286965,-0.503850,0.571837,0.753455
8.1667,0.291579,-0.503495,0.581334,0.798445
8.1833,0.298468,-0.496212,0.588635,0.814006
8.2000,0.283164,-0.495981,0.584223,0.903498
8.2167,0.257503,-0.483497,0.578564,0.922386
8.2333,0.256250,-0.502619,0.572875,0.866870
8.2500,0.258807,-0.542514,0.564884,0.840314
8.2667,0.270103,-0.580902,0.558278,0.830684
8.2833,0.272110,-0.602611,0.562607,0.708044
8.3000,0.296790,-0.635720,0.567392,0.673610
8.3167,0.338444,-0.700990,0.570185,0.596432
8.3333,0.336694,-0.734230,0.570625,0.545451
8.3500,0.316576,-0.768759,0.566895,0.496831
8.3667,0.302753,-0.815626,0.557288,0.464431
8.3833,0.295166,-0.850094,0.555432,0.424612
8.4000,0.264924,-0.857668,0.552170,0.400687
8.4167,0.254677,-0.869895,0.552251,0.388869
8.4333,0.227296,-0.855189,0.557545,0.380895
8.4500,0.202319,-0.837325,0.567970,0.335134
8.4667,0.203111,-0.839540,0.578748,0.307290
8.4833,0.199337,-0.837871,0.590075,0.282101
8.5000,0.186629,-0.822234,0.598283,0.266989
8.5167,0.148050,-0.790542,0.608629,0.246881
8.5333,0.140502,-0.786468,0.618031,0.227088
8.5500,0.125509,-0.780816,0.628524,0.248645
8.5667,0.144528,-0.812524,0.633827,0.238263
8.5833,0.157598,-0.828028,0.637536,0.239706
8.6000,0.164565,-0.838250,0.641029,0.241717
8.6167,0.157339,-0.834000,0.647531,0.246784
8.6333,0.160875,-0.832959,0.653732,0.246531
8.6500,0.163654,-0.833899,0.658849,0.242657
8.6667,0.183294,-0.853173,0.664816,0.236079
8.6833,0.175276,-0.853464,0.666201,0.236469
8.7000,0.156194,-0.852301,0.667901,0.251818
8.7167,0.149315,-0.847645,0.670882,0.242249
8.7333,0.170034,-0.864391,0.679429,0.207837
8.7500,0.188305,-0.883463,0.684524,0.200777
8.7667,0.220241,-0.910955,0.693577,0.153681
8.7833,0.253187,-0.943635,0.699621,0.147537
