t_s,q_pitch,q_roll,q_yaw,q_elbow
7.9333,0.265893,-0.527124,0.053865,0.255347
7.9500,0.274062,-0.532418,0.090840,0.234843
7.9667,0.277090,-0.538272,0.113912,0.231903
7.9833,0.275274,-0.540437,0.151596,0.218718
8.0000,0.289563,-0.544413,0.176229,0.223013
8.0167,0.313510,-0.562128,0.193681,0.231970
8.0333,0.331433,-0.584589,0.207201,0.239275
8.0500,0.346371,-0.607172,0.242870,0.210954
8.0667,0.354423,-0.638878,0.271587,0.181375
8.0833,0.366049,-0.665695,0.280403,0.186374
8.1000,0.344738,-0.677921,0.301120,0.186582
8.1167,0.346349,-0.699350,0.309664,0.195372
8.1333,0.359132,-0.724560,0.317376,0.205199
8.1500,0.388219,-0.763543,0.328347,0.226710
8.1667,0.392048,-0.785278,0.341806,0.240905
8.1833,0.378239,-0.786463,0.360838,0.248939
8.2000,0.376105,-0.803424,0.373569,0.243880
8.2167,0.370013,-0.812890,0.381480,0.242909
8.2333,0.358444,-0.825174,0.386399,0.246487
8.2500,0.336509,-0.819863,0.396862,0.239331
8.2667,0.317721,-0.818391,0.406003,0.233232
8.2833,0.320709,-0.839925,0.415140,0.221791
8.3000,0.315038,-0.855326,0.430507,0.197897
8.3167,0.287603,-0.837542,0.449523,0.199671
8.3333,0.270093,-0.839955,0.455349,0.196338
8.3500,0.245346,-0.825467,0.472370,0.201288
8.3667,0.250438,-0.832550,0.486537,0.218591
8.3833,0.257426,-0.839333,0.495505,0.226754
8.4000,0.241049,-0.832318,0.508557,0.228113
8.4167,0.227891,-0.827106,0.516544,0.221290
8.4333,0.233309,-0.840353,0.521591,0.226886
8.4500,0.217499,-0.839740,0.534353,0.247972
8.4667,0.208379,-0.836581,0.544889,0.257614
8.4833,0.231971,-0.840858,0.557466,0.266591
8.5000,0.246848,-0.819630,0.584217,0.312859
8.5167,0.261572,-0.821949,0.597023,0.324839
8.5333,0.267974,-0.836633,0.599282,0.330565
8.5500,0.241930,-0.866647,0.591410,0.299427
8.5667,0.193364,-0.850587,0.593416,0.310521
8.5833,0.207598,-0.885202,0.594155,0.293622
8.6000,0.229637,-0.915272,0.597637,0.329931
8.6167,0.221893,-0.916539,0.599961,0.339792
8.6333,0.258304,-0.930547,0.610605,0.339962
8.6500,0.295391,-0.932039,0.627812,0.329465
8.6667,0.301921,-0.932103,0.634772,0.318336
8.6833,0.305383,-0.951169,0.636140,0.281530
8.7000,0.263544,-0.952340,0.629855,0.209225
8.7167,0.239306,-0.979372,0.620324,0.138192
8.7333,0.234759,-1.023831,0.610465,0.090655
8.7500,0.262695,-1.062381,0.610065,0.104273
8.7667,0.262019,-1.072254,0.612866,0.173557
8.7833,0.241789,-1.052043,0.618609,0.252934
8.8000,0.239299,-1.028773,0.628532,0.356722
8.8167,0.233126,-0.987082,0.639357,0.461146
8.8333,0.136729,-0.881220,0.629039,0.714359
8.8500,0.099029,-0.791018,0.575516,1.041362
8.8667,-0.026037,-0.673271,0.086670,1.504723
8.8833,0.074399,-0.647897,-0.093274,1.531763
8.9000,0.129212,-0.604202,-0.133122,1.506579
8.9167,0.164448,-0.567035,-0.139718,1.504904
8.9333,0.208214,-0.561658,-0.141939,1.505012
8.9500,0.219050,-0.553549,-0.140959,1.504653
8.9667,0.299262,-0.420876,-0.027408,1.172369
8.9833,0.396158,-0.367195,0.060332,0.829442
9.0000,0.437978,-0.349124,0.131807,0.723637
9.0167,0.421850,-0.209898,0.255770,0.456898
9.1000,0.415545,-0.144513,0.379401,0.125120
9.1500,0.427192,-0.240693,0.402108,0.168873
9.1667,0.430560,-0.300483,0.450426,0.239038
9.1833,0.429642,-0.333628,0.501038,0.304313
9.2000,0.411867,-0.348894,0.536084,0.352021
9.2167,0.403338,-0.355294,0.572396,0.380956
9.2333,0.417895,-0.372206,0.597353,0.395619
9.2500,0.414865,-0.386466,0.627332,0.344513
9.2667,0.414152,-0.400838,0.655716,0.371961
9.2833,0.388969,-0.408775,0.681118,0.431946
9.3000,0.374943,-0.414165,0.699542,0.454261
9.3167,0.356682,-0.410290,0.720937,0.505297
9.3333,0.374251,-0.425896,0.738812,0.488148
9.3500,0.379079,-0.444516,0.754896,0.600138
9.3667,0.380933,-0.472784,0.751285,0.752940
9.3833,0.330711,-0.456797,0.649837,1.126542
9.4000,0.212211,-0.435366,0.122700,1.502435
9.4167,0.369027,-0.476712,0.148785,0.955597
9.4333,0.418831,-0.485789,0.211481,0.605262
9.4500,0.447465,-0.541571,0.242474,0.514152
9.4667,0.462273,-0.599797,0.260974,0.476261
9.4833,0.421360,-0.637910,0.272550,0.415744
9.5000,0.410164,-0.689471,0.279862,0.383688
9.5167,0.416811,-0.720752,0.296988,0.373197
9.5333,0.404432,-0.768920,0.311847,0.252037
9.5500,0.383313,-0.732177,0.364875,0.309675
9.5667,0.379578,-0.727510,0.380894,0.311379
9.5833,0.372886,-0.728204,0.393568,0.309550
9.6000,0.356738,-0.723885,0.421626,0.251491
9.6167,0.316489,-0.721354,0.444683,0.177967
9.6333,0.314544,-0.728927,0.456188,0.171951
9.6500,0.330991,-0.751385,0.480089,0.147923
9.6667,0.301699,-0.753451,0.499691,0.171481
9.6833,0.281496,-0.760609,0.510532,0.185689
9.7000,0.276583,-0.773206,0.522115,0.170637
9.7167,0.287119,-0.799152,0.537353,0.151449
9.7333,0.259671,-0.787455,0.545907,0.132846
9.7500,0.247972,-0.787709,0.559839,0.114582
9.7667,0.249269,-0.791187,0.570267,0.109889
9.7833,0.247585,-0.792584,0.580405,0.114180
9.8000,0.221571,-0.784588,0.591683,0.122365
9.8167,0.227468,-0.797737,0.608802,0.090735
9.8333,0.228456,-0.810694,0.613612,0.097557
9.8500,0.242751,-0.831704,0.619001,0.113037
9.8667,0.258425,-0.868901,0.625760,0.096900
9.8833,0.222224,-0.875707,0.622265,0.050438
9.9000,0.206142,-0.902602,0.616925,0.035782
9.9167,0.201636,-0.930538,0.618439,0.000661
9.9333,0.169767,-0.939018,0.617726,-0.062101
9.9500,0.224653,-1.009448,0.623226,-0.151792
9.9667,0.224219,-1.040980,0.624581,-0.321020
9.9833,0.139031,-0.994899,0.620366,-0.382172
10.0000,0.042129,-0.925975,0.630137,-0.465328
10.0167,-0.073642,-0.825007,0.652132,-0.470374
10.0333,-0.091085,-0.750198,0.703422,-0.604023
10.0500,-0.201539,-0.687226,0.710676,-0.549371
10.0667,-0.265702,-0.639717,0.726014,-0.518637
10.0833,-0.347014,-0.592351,0.738908,-0.446023
10.1000,-0.414727,-0.559168,0.748732,-0.376424
10.1167,-0.436113,-0.517076,0.784893,-0.331675
10.1333,-0.430320,-0.500771,0.813075,-0.308348
10.1500,-0.415721,-0.499049,0.831964,-0.315053
10.1667,-0.426551,-0.498145,0.840817,-0.301864
10.2000,-0.438031,-0.497641,0.847818,-0.284732
10.2167,-0.460912,-0.493051,0.849538,-0.276603
10.2333,-0.480437,-0.491397,0.847266,-0.278395
10.2500,-0.491876,-0.493745,0.847275,-0.278281
10.2667,-0.501809,-0.485797,0.852788,-0.275334
10.2833,-0.508430,-0.495850,0.851142,-0.282684
10.3000,-0.509812,-0.482977,0.863102,-0.292858
10.3167,-0.517858,-0.474695,0.869155,-0.287975
10.3333,-0.524341,-0.470336,0.873940,-0.283181
10.3500,-0.515967,-0.496151,0.875008,-0.292993
10.3667,-0.487993,-0.505973,0.893553,-0.315458
10.3833,-0.455715,-0.546760,0.899618,-0.351875
10.4000,-0.426051,-0.598025,0.898466,-0.390746
10.4167,-0.398920,-0.683062,0.879281,-0.429196
10.4333,-0.370047,-0.758350,0.863508,-0.422641
10.4500,-0.362749,-0.816824,0.841535,-0.401401
10.4667,-0.346322,-0.834439,0.841681,-0.395729
10.4833,-0.360377,-0.794317,0.848418,-0.345316
10.5000,-0.385914,-0.757930,0.847853,-0.254543
10.5167,-0.409735,-0.728589,0.845081,-0.174336
10.5333,-0.384198,-0.759669,0.842320,-0.134277
10.5500,-0.245209,-0.893872,0.851275,-0.199854
10.5667,-0.129286,-0.986649,0.867313,-0.157888
10.5833,-0.022364,-1.063729,0.888836,-0.130816
10.6000,0.015157,-1.079236,0.892792,-0.040317
10.6167,-0.026990,-1.032733,0.873794,0.042068
10.6333,-0.034321,-1.026095,0.860614,0.082357
10.6500,-0.055143,-0.995059,0.848898,0.104316
10.6667,-0.059283,-0.969537,0.846769,0.107110
10.6833,-0.032229,-0.960508,0.852126,0.072135
10.7000,-0.043567,-0.922385,0.852915,0.079055
10.7167,-0.025045,-0.926636,0.854334,0.069585
10.7333,-0.020354,-0.912106,0.856005,0.077213
10.7500,-0.021840,-0.896860,0.855422,0.098810
10.7667,0.008430,-0.901067,0.862811,0.077941
10.7833,0.056080,-0.921035,0.874990,0.080589
10.8000,0.080521,-0.927331,0.881270,0.081485
10.8167,0.106852,-0.941050,0.886293,0.086831
10.8333,0.091391,-0.917766,0.880749,0.108908
10.8500,0.090600,-0.917379,0.876417,0.125082
10.8667,0.064987,-0.889504,0.867923,0.160945
10.8833,0.029916,-0.862309,0.857204,0.159854
10.9000,0.016492,-0.843508,0.853798,0.166756
10.9167,0.031186,-0.854503,0.852188,0.144584
10.9333,0.029216,-0.848367,0.850368,0.158889
10.9500,0.043483,-0.871714,0.845961,0.147595
10.9667,0.023733,-0.857627,0.838200,0.163798
10.9833,0.022625,-0.866061,0.832251,0.145289
11.0000,0.041536,-0.880986,0.833607,0.155531
11.0167,0.022402,-0.844512,0.833740,0.172282
11.0333,0.031238,-0.858405,0.831229,0.175454
11.0500,0.095402,-0.895630,0.842676,0.191319
11.0667,0.123791,-0.902640,0.850030,0.202077
11.0833,0.146330,-0.903689,0.853934,0.246381
11.1000,0.150739,-0.891644,0.853380,0.289448
11.1167,0.199569,-0.889018,0.864561,0.345398
11.1333,0.253042,-0.884931,0.872808,0.439593
11.1500,0.285374,-0.862724,0.873470,0.544972
11.1667,0.293921,-0.800629,0.868448,0.635840
11.1833,0.286336,-0.748239,0.853010,0.723379
11.2000,0.269616,-0.708817,0.820391,0.824080
11.2167,0.265485,-0.659047,0.749990,1.024893
11.2333,0.262557,-0.585433,0.587219,1.211044
11.2500,0.212555,-0.501502,0.100567,1.503233
11.2667,0.242844,-0.466806,-0.067364,1.504736
11.2833,0.449464,-0.260792,0.028836,0.673454
11.3000,0.426445,-0.199333,0.127661,0.537900
11.3167,0.415006,-0.187826,0.202677,0.462840
11.3333,0.399191,-0.165900,0.272221,0.398639
11.3500,0.377826,-0.160292,0.319483,0.367326
11.3667,0.365567,-0.197139,0.360166,0.384844
11.3833,0.363009,-0.242071,0.393328,0.405042
11.4000,0.374229,-0.296429,0.419431,0.426949
11.4167,0.388329,-0.340777,0.445677,0.457343
11.4333,0.396846,-0.387736,0.472306,0.519886
11.4500,0.402780,-0.419677,0.503314,0.582572
11.4667,0.406023,-0.446086,0.528660,0.688600
11.4833,0.391862,-0.450762,0.547544,0.788878
11.5000,0.405106,-0.436339,0.582647,0.611215
11.5167,0.366656,-0.440254,0.596775,0.779013
11.5333,0.374722,-0.448735,0.595055,0.937039
11.5500,0.343377,-0.413714,0.505183,1.195418
11.5667,0.283091,-0.378891,0.078430,1.504066
11.5833,0.304775,-0.409947,-0.072305,1.504531
11.6000,0.313269,-0.479039,-0.117452,1.504786
11.6167,0.318807,-0.560769,-0.131546,1.504625
11.6333,0.233660,-0.555760,-0.136205,1.504627
11.6500,0.144023,-0.520777,-0.129709,1.498807
11.6667,0.158152,-0.575077,-0.136624,1.504610
11.6833,0.356337,-0.479280,-0.055888,0.750401
11.7000,0.384597,-0.493117,0.000991,0.611409
