t_s,q_pitch,q_roll,q_yaw,q_elbow
6.4000,-0.253846,-0.436972,0.121765,0.378191
6.4167,-0.143282,-0.558047,0.124810,0.299881
6.4333,-0.001020,-0.675807,0.121585,0.335808
6.4500,0.055838,-0.721222,0.142694,0.426324
6.4667,0.081246,-0.710733,0.178168,0.458577
6.4833,0.076678,-0.692759,0.206904,0.437942
6.5000,0.144261,-0.719286,0.215680,0.451723
6.5167,0.101133,-0.690222,0.256716,0.472960
6.5333,0.042841,-0.660997,0.287888,0.461467
6.5500,0.028422,-0.648064,0.310813,0.436841
6.5667,0.010746,-0.645309,0.322337,0.431066
6.5833,0.001808,-0.650913,0.337687,0.415759
6.6000,0.030713,-0.725905,0.333145,0.404777
6.6167,0.020212,-0.733828,0.344205,0.414986
6.6333,-0.000754,-0.753004,0.352284,0.423771
6.6500,0.060970,-0.820217,0.351260,0.454050
6.6667,0.049120,-0.822292,0.355914,0.451906
6.6833,0.059123,-0.816668,0.374933,0.435980
6.7000,0.038134,-0.783330,0.392310,0.410174
6.7167,0.033671,-0.769884,0.414234,0.372911
6.7333,0.055816,-0.786184,0.429530,0.338448
6.7500,0.077223,-0.816971,0.438348,0.307289
6.7667,0.119899,-0.850173,0.450851,0.268393
6.7833,0.141536,-0.853444,0.472206,0.222685
6.8000,0.152441,-0.832795,0.503142,0.171158
6.8167,0.127362,-0.789145,0.535669,0.167574
6.8333,0.160088,-0.789768,0.560155,0.149872
6.8500,0.212274,-0.793746,0.589701,0.140828
6.8667,0.288897,-0.814127,0.624160,0.194241
6.8833,0.305864,-0.794771,0.654542,0.324542
6.9000,0.295360,-0.769376,0.671441,0.477250
6.9167,0.248175,-0.742745,0.666432,0.657855
6.9333,0.243053,-0.733774,0.661646,0.714029
6.9500,0.243117,-0.718163,0.649486,0.829603
6.9667,0.265937,-0.693253,0.645012,0.859025
6.9833,0.287710,-0.664711,0.640534,0.887409
7.0000,0.330928,-0.654373,0.640135,0.792489
7.0167,0.366802,-0.635521,0.649628,0.753238
7.0333,0.386855,-0.601233,0.662783,0.737851
7.0500,0.393299,-0.604168,0.659601,0.818440
7.0667,0.401950,-0.598480,0.637499,0.967376
7.0833,0.353146,-0.521361,0.212971,1.379817
7.1000,0.362659,-0.554323,-0.023365,1.502476
7.1167,0.405445,-0.576569,-0.108155,1.505097
7.1333,0.438579,-0.597072,-0.133486,1.504823
7.1500,0.472499,-0.615990,-0.141663,1.504817
7.1667,0.527315,-0.655781,-0.146618,1.505276
7.1833,0.557552,-0.675948,-0.147410,1.504779
7.2000,0.575115,-0.700330,-0.147481,1.504686
7.2167,0.552749,-0.680498,-0.148924,1.505093
7.2333,0.566044,-0.697836,-0.147480,1.504675
7.2500,0.579568,-0.700021,-0.147138,1.504677
7.2667,0.594704,-0.696300,-0.147138,1.504684
7.2833,0.609926,-0.705091,-0.147378,1.504682
7.3000,0.599237,-0.703472,-0.149185,1.504701
7.3167,0.583148,-0.695645,-0.148410,1.504665
7.3333,0.560937,-0.682903,-0.148817,1.504758
7.3500,0.543810,-0.673872,-0.147163,1.505001
7.3667,0.516323,-0.649384,-0.146286,1.504665
7.3833,0.454272,-0.613764,-0.143432,1.504675
7.4000,0.352743,-0.554248,-0.139634,1.504640
7.4167,0.390783,-0.495639,-0.040876,1.150491
7.4333,0.545903,-0.475939,0.032019,0.637567
