t_s,q_pitch,q_roll,q_yaw,q_elbow
7.0833,0.421507,-0.544891,-0.013474,1.447361
7.1000,0.354623,-0.571656,-0.099454,1.504712
7.1167,0.350840,-0.573658,-0.128312,1.504909
7.1333,0.340904,-0.562173,-0.135824,1.504633
7.1500,0.175565,-0.429995,-0.130545,1.504602
7.1667,0.315171,-0.186884,-0.016864,0.701972
7.1833,0.282616,-0.081823,0.088920,0.565055
7.2000,0.260164,-0.034987,0.169080,0.507542
7.2167,0.248208,-0.018085,0.223494,0.490041
7.2333,0.248220,-0.007350,0.276586,0.482337
7.2500,0.252938,-0.041546,0.308537,0.479403
7.2667,0.253784,-0.088256,0.332133,0.471885
7.2833,0.267328,-0.150555,0.348084,0.464602
7.3000,0.286414,-0.225372,0.367813,0.489107
7.3167,0.306019,-0.288716,0.387290,0.517702
7.3333,0.320638,-0.373054,0.407141,0.580325
7.3500,0.351443,-0.459030,0.423537,0.658344
7.3667,0.370537,-0.519854,0.435946,0.781614
7.3833,0.350196,-0.559183,0.432389,0.965586
7.4000,0.182646,-0.530980,0.082410,1.479622
7.4167,0.316302,-0.542452,0.113051,1.015166
7.4333,0.338687,-0.527024,0.165777,0.787317
7.4500,0.378347,-0.519559,0.220924,0.580775
7.4667,0.409964,-0.550100,0.269557,0.341958
7.4833,0.360224,-0.563932,0.298716,0.280582
7.5000,0.289573,-0.583049,0.319528,0.278816
7.5167,0.210519,-0.568669,0.353390,0.271645
7.5333,0.112032,-0.552736,0.387812,0.352902
7.5500,0.058306,-0.584847,0.394140,0.362828
7.5667,0.058482,-0.593700,0.412065,0.348939
7.5833,0.067012,-0.608595,0.421215,0.354754
7.6000,0.062579,-0.607707,0.446921,0.373673
7.6167,0.080568,-0.638966,0.449519,0.381572
7.6333,0.105029,-0.671078,0.457564,0.399303
7.6500,0.121996,-0.663939,0.474327,0.399133
7.6667,0.161531,-0.684584,0.494449,0.391285
7.6833,0.219736,-0.715276,0.514356,0.377162
7.7000,0.165024,-0.663430,0.544586,0.396028
7.7167,0.136431,-0.658228,0.552497,0.395390
7.7333,0.117021,-0.664129,0.553695,0.388035
7.7500,0.082996,-0.657063,0.563860,0.395712
7.7667,0.000265,-0.603512,0.582752,0.409709
7.7833,-0.017081,-0.594492,0.597462,0.363077
7.8000,-0.048135,-0.590183,0.598750,0.346366
7.8167,-0.075672,-0.611282,0.594931,0.323242
7.8333,-0.122452,-0.626845,0.590309,0.346253
7.8500,-0.153488,-0.676601,0.575060,0.313146
7.8667,-0.186109,-0.691365,0.569382,0.281360
7.8833,-0.262357,-0.732734,0.543677,0.328841
7.9000,-0.306031,-0.636755,0.580680,0.162180
7.9167,-0.285457,-0.649673,0.605166,0.026493
7.9333,-0.323274,-0.604558,0.629700,-0.032588
7.9500,-0.332126,-0.617076,0.636836,-0.068540
7.9667,-0.354175,-0.657504,0.629249,-0.128258
7.9833,-0.340776,-0.683562,0.641680,-0.187009
8.0000,-0.336056,-0.685975,0.657321,-0.210012
8.0167,-0.333542,-0.686527,0.667752,-0.214251
8.0333,-0.357445,-0.659738,0.689462,-0.166717
8.0500,-0.412888,-0.585100,0.719898,-0.101243
8.0667,-0.279665,-0.745564,0.714741,-0.268661
8.0833,-0.236211,-0.808773,0.713169,-0.265116
8.1000,-0.106571,-0.986690,0.697088,-0.318390
8.1167,0.012326,-1.120222,0.698477,-0.310788
8.1333,0.054582,-1.171802,0.700039,-0.280238
8.1500,0.054869,-1.171795,0.700603,-0.250630
8.1667,0.031942,-1.155934,0.695230,-0.218692
8.1833,0.038895,-1.167721,0.693853,-0.185900
8.2000,0.012130,-1.131878,0.693755,-0.205340
8.2167,0.072977,-1.173705,0.707001,-0.213371
8.2333,0.098477,-1.194276,0.711971,-0.191033
8.2500,0.165992,-1.228333,0.733512,-0.189638
8.2667,0.332073,-1.333058,0.785829,-0.144070
8.2833,0.289977,-1.321672,0.766413,-0.143169
8.3000,0.490041,-1.384146,0.861917,-0.143978
8.3167,0.657923,-1.315457,0.986129,-0.116880
8.3333,0.406525,-1.283440,0.851889,-0.112624
8.4667,-0.054633,0.380000,1.083653,1.217216
8.4833,-0.011401,0.380000,1.134115,1.136686
8.5000,-0.037365,0.380000,1.065177,1.177152
8.5167,0.022327,0.380000,1.027454,1.181982
8.5333,0.101886,0.380000,0.995846,1.183853
8.5500,0.209862,0.380000,0.939536,1.075511
8.5667,0.258323,0.367774,0.929566,1.003606
8.6667,0.455918,0.380000,0.978255,1.099935
8.7167,-0.108177,-0.692473,0.428851,1.271206
8.7333,0.051500,-0.737929,0.427768,0.707684
8.7500,0.063354,-0.711783,0.456364,0.525729
8.7667,0.130005,-0.724633,0.491362,0.315841
8.7833,0.195656,-0.734546,0.530480,0.233523
8.8000,0.230981,-0.698490,0.580324,0.170398
8.8167,0.221965,-0.692886,0.608374,0.239287
8.8333,0.178913,-0.662474,0.631253,0.306988
8.8500,0.250528,-0.707537,0.650615,0.339897
8.8667,0.256021,-0.718041,0.661590,0.523963
8.8833,0.237832,-0.684599,0.652157,0.836392
8.9000,0.143422,-0.609999,0.390788,1.294962
8.9167,0.069738,-0.621182,0.026135,1.504376
8.9333,0.092702,-0.634896,-0.094409,1.504605
8.9500,0.097699,-0.658188,-0.128947,1.504608
8.9667,0.144804,-0.651707,-0.141335,1.505121
8.9833,0.170456,-0.633588,-0.143559,1.504752
9.0000,0.161878,-0.605983,-0.141640,1.504605
9.0167,0.186425,-0.583619,-0.142126,1.504734
9.0333,0.212909,-0.586379,-0.142511,1.504738
9.0500,0.194574,-0.576499,-0.140779,1.504604
