t_s,q_pitch,q_roll,q_yaw,q_elbow
7.7333,0.379382,-0.621070,0.011241,0.032142
7.7500,0.361152,-0.654320,0.031583,0.034321
7.7667,0.338017,-0.701890,0.026442,0.018913
7.7833,0.298143,-0.728298,0.046752,0.009195
7.8000,0.306250,-0.770604,0.055566,-0.015352
7.8167,0.357554,-0.816270,0.074658,-0.103322
7.8333,0.430951,-0.857121,0.098879,-0.238313
7.8500,0.530295,-0.907177,0.119256,-0.354379
7.8667,0.298739,-0.812467,0.239041,-0.584640
7.8833,-0.000728,-0.641665,0.391860,-0.603143
7.9000,-0.174113,-0.541994,0.477833,-0.545284
7.9333,-0.290195,-0.396958,0.606246,-0.416650
7.9500,-0.289650,-0.361447,0.677249,-0.404784
7.9833,-0.425068,-0.369271,0.659163,-0.314598
8.0000,-0.449256,-0.409647,0.658815,-0.336931
8.0167,-0.447205,-0.472195,0.653687,-0.365811
8.0333,-0.451799,-0.514208,0.655156,-0.373531
8.0500,-0.444082,-0.545532,0.666370,-0.388281
8.0667,-0.408293,-0.544400,0.708794,-0.413716
8.0833,-0.378444,-0.613340,0.712882,-0.481723
8.1667,-0.028902,-0.690182,0.878264,-0.684014
8.1833,0.013719,-0.778207,0.877789,-0.630987
8.2167,-0.035953,-0.715979,0.889015,-0.611553
8.2333,-0.147701,-0.785507,0.807123,-0.577501
8.2500,-0.343268,-0.663628,0.774711,-0.463776
8.2667,-0.319038,-0.771237,0.746664,-0.563830
8.2833,-0.391227,-0.714974,0.751778,-0.465001
8.3000,-0.424080,-0.713410,0.748128,-0.397166
8.3167,-0.408224,-0.728167,0.754146,-0.387187
8.3333,-0.387741,-0.756344,0.757133,-0.338321
8.3500,-0.341445,-0.782088,0.772591,-0.323001
8.3667,-0.225124,-0.902374,0.778473,-0.366654
8.3833,-0.201932,-0.932411,0.777545,-0.256645
8.4000,-0.161911,-0.983576,0.773812,-0.179769
8.4167,-0.047287,-1.077952,0.788173,-0.140613
8.4333,0.008560,-1.092716,0.804196,-0.050329
8.4500,0.056890,-1.107520,0.817595,-0.034409
8.4667,-0.021274,-1.016275,0.800378,0.048866
8.4833,-0.023474,-0.990586,0.802942,0.058992
8.5000,-0.000330,-0.987015,0.809757,0.079573
8.5167,-0.048475,-0.932478,0.800732,0.104634
8.5333,-0.045584,-0.934313,0.798658,0.100807
8.5500,-0.020782,-0.951790,0.799423,0.101973
8.5667,-0.004869,-0.958657,0.801332,0.113555
8.5833,0.021850,-0.959144,0.806748,0.158044
8.6000,0.027149,-0.939643,0.809088,0.187853
8.6167,0.018230,-0.914429,0.807455,0.211397
8.6333,0.021580,-0.903549,0.807947,0.216863
8.6500,0.012741,-0.890245,0.803145,0.238078
8.6667,-0.029479,-0.851032,0.794179,0.239914
8.6833,-0.014803,-0.875097,0.789751,0.244993
8.7000,0.010701,-0.888096,0.791438,0.260984
8.7167,0.010115,-0.877630,0.789077,0.280431
8.7333,0.014304,-0.862777,0.791307,0.289415
8.7500,0.010031,-0.855907,0.788127,0.292671
8.7667,0.007454,-0.846489,0.786567,0.298672
8.7833,0.010372,-0.851161,0.782776,0.293507
8.8000,0.000906,-0.849519,0.776612,0.298328
8.8167,0.012961,-0.854358,0.775602,0.272423
8.8333,0.016509,-0.854069,0.775349,0.268200
8.8500,0.005687,-0.848244,0.770897,0.280338
8.8667,0.033467,-0.869746,0.771587,0.279524
8.8833,0.046159,-0.872740,0.772653,0.292878
8.9000,0.062290,-0.888796,0.769318,0.320761
8.9167,0.097420,-0.890944,0.777813,0.333894
8.9333,0.136538,-0.893843,0.785931,0.370261
8.9500,0.167042,-0.900053,0.789129,0.406536
8.9667,0.228873,-0.900615,0.804034,0.432195
8.9833,0.246678,-0.883317,0.806766,0.467464
9.0000,0.311073,-0.873581,0.821896,0.510681
9.0167,0.332926,-0.827442,0.819942,0.661259
9.0333,0.345428,-0.764475,0.799608,0.838037
9.0500,0.294196,-0.633851,0.601386,1.220785
9.0667,0.221805,-0.564419,0.098096,1.504181
9.0833,0.249883,-0.553508,-0.070734,1.504771
9.1000,0.276805,-0.539114,-0.120075,1.504752
9.1167,0.319776,-0.516470,-0.135033,1.505034
9.1333,0.558181,-0.384479,-0.043470,0.782716
9.1500,0.542129,-0.292343,0.063077,0.588137
9.1667,0.512722,-0.182383,0.186995,0.318604
9.1833,0.472878,-0.146059,0.279281,0.206243
9.3333,0.470696,-0.195773,0.309363,0.184301
9.3500,0.482347,-0.246138,0.361254,0.085495
9.3667,0.504632,-0.313855,0.403440,0.034377
9.3833,0.490716,-0.357134,0.445183,0.097874
9.4000,0.497125,-0.425397,0.480112,0.226109
9.4167,0.436664,-0.458503,0.511824,0.574906
9.4333,0.449183,-0.521877,0.503605,0.582661
9.4500,0.379537,-0.549583,0.508640,0.758708
9.4667,0.324738,-0.563909,0.508172,0.822862
9.4833,0.267281,-0.576983,0.495681,0.939632
9.5000,0.220773,-0.606987,0.453999,1.073873
9.5167,0.310624,-0.654350,0.446486,0.918670
9.5333,0.364783,-0.708426,0.441548,0.878860
9.5500,0.400340,-0.764016,0.443603,0.732111
9.5667,0.395403,-0.808196,0.444668,0.628757
9.5833,0.357391,-0.825294,0.450425,0.500111
9.6000,0.327958,-0.832794,0.460201,0.408489
9.6167,0.299461,-0.853588,0.461354,0.366805
9.6333,0.254310,-0.850639,0.463768,0.350110
9.6500,0.213673,-0.846036,0.467603,0.343552
9.6667,0.165855,-0.831652,0.477108,0.342919
9.6833,0.155085,-0.827468,0.491222,0.314375
9.7000,0.163712,-0.823317,0.506556,0.298340
9.7167,0.165151,-0.807018,0.525528,0.271494
9.7333,0.174754,-0.810366,0.538986,0.254603
9.7500,0.183026,-0.822057,0.548479,0.244454
9.7667,0.156136,-0.807558,0.558425,0.245097
9.7833,0.125124,-0.795693,0.565672,0.246810
9.8000,0.109555,-0.800067,0.566639,0.240193
9.8167,0.092294,-0.792924,0.575206,0.244745
9.8333,0.108009,-0.804564,0.588912,0.229009
9.8500,0.082549,-0.798142,0.590366,0.221115
9.8667,0.094676,-0.826659,0.588984,0.225274
9.8833,0.112044,-0.876225,0.582812,0.222061
9.9000,0.126848,-0.880951,0.593392,0.213031
9.9167,0.123523,-0.867534,0.602867,0.204081
9.9333,0.169905,-0.919230,0.607235,0.199241
9.9500,0.157508,-0.898010,0.618476,0.197242
9.9667,0.158745,-0.896003,0.624384,0.191786
9.9833,0.158373,-0.908998,0.626210,0.171327
10.0000,0.126006,-0.903994,0.621648,0.153883
10.0167,0.138601,-0.941687,0.620087,0.131349
10.0333,0.158940,-0.980843,0.620023,0.115405
10.0500,0.158850,-0.988205,0.623032,0.092636
10.0667,0.149071,-0.998705,0.623337,0.057867
10.0833,0.181086,-1.060232,0.618501,0.014972
10.1000,0.194288,-1.108472,0.611819,-0.051182
10.1167,0.203576,-1.137192,0.611704,-0.110216
10.1333,0.318037,-1.250548,0.624247,-0.177993
10.1500,0.345573,-1.280457,0.635106,-0.265358
10.1667,0.491866,-1.365215,0.691684,-0.422016
10.1833,0.395968,-1.285270,0.676872,-0.570315
10.2000,0.298877,-1.194457,0.671531,-0.665801
10.2167,0.016438,-0.966827,0.644146,-0.690786
10.2333,-0.221619,-0.732770,0.675229,-0.592235
10.2500,-0.358629,-0.583212,0.723101,-0.481119
10.2833,-0.422607,-0.498196,0.769389,-0.410864
10.3000,-0.395546,-0.508406,0.799566,-0.440872
10.3167,-0.360474,-0.560703,0.809773,-0.501318
10.3333,-0.237271,-0.711566,0.819255,-0.639645
10.3500,-0.146413,-0.844403,0.818339,-0.716726
10.3667,-0.131960,-0.890661,0.812105,-0.706559
10.3833,-0.029548,-1.020031,0.818049,-0.746294
10.4000,0.043244,-1.013277,0.865873,-0.756485
10.4167,0.132008,-1.082237,0.895300,-0.741592
10.4333,0.245221,-1.240506,0.912412,-0.657746
10.4500,0.040561,-0.956146,0.874514,-0.692831
10.4667,0.108586,-1.005678,0.899613,-0.717254
10.4833,0.163386,-1.065826,0.914138,-0.653644
10.5000,0.271056,-1.226247,0.927795,-0.532021
10.5167,0.422341,-1.326413,0.994137,-0.335573
10.5333,0.010892,-0.843181,0.884166,-0.563258
10.5500,-0.297673,-0.653807,0.805986,-0.402334
10.5667,-0.442371,-0.544148,0.800319,-0.287594
10.5833,-0.488735,-0.525564,0.798517,-0.294763
10.6000,-0.505599,-0.519712,0.801240,-0.311144
10.6167,-0.491695,-0.529396,0.816388,-0.349568
10.6333,-0.432192,-0.658133,0.796857,-0.425425
10.6500,-0.424356,-0.685978,0.795014,-0.365461
10.6667,-0.380858,-0.795288,0.769742,-0.321968
10.6833,-0.369568,-0.815891,0.767814,-0.250992
10.7000,-0.339455,-0.860462,0.762070,-0.193952
10.7167,-0.374810,-0.802390,0.768213,-0.081974
10.7333,-0.326383,-0.831200,0.775985,-0.064425
10.7500,-0.238344,-0.911071,0.780629,-0.069323
10.7667,-0.191562,-0.936367,0.788138,-0.033614
10.7833,-0.155262,-0.972246,0.786534,-0.000042
10.8000,-0.140732,-0.972962,0.785244,0.040043
10.8167,-0.100632,-0.993654,0.789867,0.064629
10.8333,-0.097283,-0.967962,0.792031,0.095240
10.8500,-0.130087,-0.920227,0.786641,0.128934
10.8667,-0.152270,-0.877334,0.787114,0.123642
10.8833,-0.180630,-0.830026,0.786847,0.134670
10.9000,-0.174192,-0.826014,0.788628,0.129278
10.9167,-0.163311,-0.840265,0.784787,0.145786
10.9333,-0.153877,-0.853712,0.780271,0.161519
10.9500,-0.150036,-0.834294,0.785965,0.156444
10.9667,-0.154351,-0.810153,0.789619,0.152291
10.9833,-0.139324,-0.839897,0.782574,0.138978
11.0000,-0.150091,-0.835262,0.777223,0.143701
11.0167,-0.150038,-0.829848,0.777443,0.145529
11.0333,-0.138006,-0.846557,0.774699,0.154319
11.0500,-0.121964,-0.869289,0.771225,0.157758
11.0667,-0.128109,-0.873571,0.765209,0.157073
11.0833,-0.120797,-0.878305,0.763356,0.149235
11.1000,-0.128859,-0.865567,0.761778,0.157596
11.1167,-0.135551,-0.854028,0.760563,0.161330
11.1333,-0.133223,-0.832676,0.767375,0.158337
11.1500,-0.125086,-0.829189,0.770511,0.155805
11.1667,-0.112510,-0.850553,0.766720,0.166730
11.1833,-0.133626,-0.809116,0.770428,0.175207
11.2000,-0.129350,-0.799595,0.774384,0.176696
11.2167,-0.095528,-0.832782,0.774175,0.182322
11.2333,-0.066124,-0.860189,0.774771,0.194680
11.2500,-0.025017,-0.886692,0.779991,0.204214
11.2667,0.020075,-0.878208,0.797286,0.222620
11.2833,0.052670,-0.854476,0.811603,0.292514
11.3000,0.117331,-0.869150,0.820538,0.398544
11.3167,0.193739,-0.859726,0.835785,0.498882
11.3333,0.191954,-0.798566,0.822498,0.708282
11.3500,0.206638,-0.736474,0.780023,0.926102
11.3667,0.103803,-0.576924,0.189847,1.474329
11.3833,0.177289,-0.579261,-0.041282,1.503375
11.4000,0.238922,-0.558493,-0.114411,1.506206
11.4167,0.255319,-0.539381,-0.132640,1.504670
11.4333,0.303110,-0.491539,-0.138371,1.505187
11.4500,0.303799,-0.416886,-0.135227,1.504642
11.4667,0.511517,-0.252633,-0.034132,0.708555
11.4833,0.509052,-0.202563,0.061869,0.514152
11.5000,0.495957,-0.203799,0.135513,0.425195
11.5167,0.479390,-0.202624,0.198409,0.369928
11.5333,0.458366,-0.241219,0.238612,0.389631
11.5500,0.444478,-0.266211,0.268239,0.396769
11.5667,0.429896,-0.311202,0.309586,0.447754
11.5833,0.429918,-0.363902,0.348395,0.544724
11.6000,0.410648,-0.408129,0.384125,0.700029
11.6167,0.356451,-0.432986,0.398672,0.984523
11.6333,0.214878,-0.410599,0.050635,1.503557
11.6500,0.258982,-0.466868,-0.083902,1.505428
11.6667,0.290727,-0.519530,-0.123862,1.504794
11.6833,0.319736,-0.558036,-0.136576,1.504742
11.7000,0.319435,-0.592330,-0.140168,1.504641
11.7167,0.280864,-0.617105,-0.141914,1.504655
11.7333,0.223957,-0.634293,-0.142174,1.504630
11.7500,0.159761,-0.634112,-0.141427,1.504614
11.7667,0.166864,-0.610568,-0.080693,1.328581
11.7833,0.316421,-0.594738,-0.012628,0.798385
11.8000,0.345342,-0.604528,0.007663,0.799014
11.8167,0.341954,-0.650706,0.035355,0.713186
11.8333,0.353125,-0.692162,0.069369,0.549395
11.8500,0.269653,-0.687796,0.091391,0.487549
11.8667,0.217097,-0.687879,0.104808,0.452715
11.8833,0.178277,-0.684151,0.137932,0.394959
11.9000,0.152853,-0.675554,0.175226,0.344499
11.9167,0.140168,-0.665682,0.205797,0.314113
11.9333,0.141111,-0.669223,0.231066,0.300046
11.9500,0.157383,-0.683275,0.243553,0.305957
11.9667,0.150527,-0.687075,0.265828,0.318268
11.9833,0.146196,-0.691788,0.278950,0.320269
12.0000,0.129263,-0.690108,0.300630,0.318755
12.0167,0.123205,-0.697295,0.319077,0.297427
12.0333,0.115942,-0.701357,0.346174,0.271310
12.0500,0.113220,-0.700256,0.368651,0.251045
12.0667,0.098872,-0.687005,0.394788,0.227754
12.0833,0.117448,-0.712498,0.415840,0.211886
12.1000,0.121438,-0.720379,0.434143,0.199707
12.1167,0.128378,-0.739778,0.446853,0.190890
12.1333,0.149039,-0.758524,0.462504,0.184301
12.1500,0.123801,-0.753349,0.482367,0.220608
12.1667,0.123936,-0.770488,0.496902,0.193564
12.1833,0.138556,-0.806724,0.505481,0.174812
12.2000,0.151422,-0.873518,0.498594,0.099633
12.2167,0.140190,-0.917280,0.494819,-0.035433
12.2333,0.172666,-0.998270,0.484680,-0.068953
12.2500,0.214245,-1.072045,0.485942,-0.267309
12.2667,0.026953,-0.913789,0.521561,-0.366005
12.2833,-0.131585,-0.789667,0.558774,-0.430729
12.3000,-0.137408,-0.812142,0.573038,-0.569063
12.3167,-0.049628,-0.893616,0.591014,-0.720927
12.3333,-0.217896,-0.754740,0.623638,-0.654686
12.3500,-0.297736,-0.713307,0.641239,-0.619033
12.3667,-0.346081,-0.698895,0.648448,-0.576642
12.3833,-0.404884,-0.663091,0.669078,-0.490857
12.4000,-0.405057,-0.671945,0.682457,-0.455743
12.4167,-0.412820,-0.647292,0.709666,-0.420994
12.4333,-0.392396,-0.648008,0.734972,-0.393941
12.4500,-0.368606,-0.655680,0.756615,-0.379282
12.4667,-0.439983,-0.636386,0.746844,-0.317011
12.4833,-0.452425,-0.619030,0.757178,-0.321408
12.5000,-0.435894,-0.665790,0.752307,-0.358491
12.5167,-0.426087,-0.677376,0.761058,-0.375549
12.5333,-0.418798,-0.707894,0.758083,-0.392105
12.5500,-0.407310,-0.712970,0.769248,-0.408648
12.5667,-0.371724,-0.779364,0.761311,-0.440266
12.5833,-0.356561,-0.806701,0.760949,-0.451227
12.6167,-0.388760,-0.766649,0.768596,-0.430195
12.6333,-0.397189,-0.774358,0.765540,-0.450376
12.6500,-0.414949,-0.750416,0.773225,-0.445812
12.6667,-0.426107,-0.752474,0.769897,-0.445123
12.6833,-0.439534,-0.752148,0.768075,-0.424483
12.7000,-0.436805,-0.742780,0.777159,-0.419303
12.7167,-0.339639,-0.861427,0.774400,-0.529477
12.7333,-0.392024,-0.813790,0.772010,-0.403003
12.7500,-0.446418,-0.769863,0.767343,-0.290298
12.7667,-0.459562,-0.759527,0.767233,-0.218937
12.7833,-0.436322,-0.772155,0.772844,-0.171953
12.8000,-0.336775,-0.883335,0.769243,-0.218955
12.8167,-0.199302,-1.011428,0.779222,-0.260270
12.8333,-0.042213,-1.145570,0.802541,-0.250419
12.8500,0.098914,-1.241124,0.837566,-0.153373
12.8667,0.133227,-1.238965,0.848686,-0.048496
12.8833,0.175705,-1.242698,0.861484,-0.002396
12.9000,0.124939,-1.184060,0.841731,0.014471
12.9167,0.068031,-1.131145,0.819885,0.016159
12.9333,-0.027307,-1.011079,0.801899,0.038660
12.9500,-0.087395,-0.933326,0.794966,0.059941
12.9667,-0.123994,-0.894855,0.787077,0.124143
12.9833,-0.190486,-0.820419,0.778907,0.181149
