t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
6.5667,0.2978,0.4870,0.2565,0.2385,0,0
6.5833,0.2379,0.4687,0.2654,0.2481,0,0
6.6000,0.2276,0.4704,0.2654,0.2474,0,0
6.6167,0.2185,0.4726,0.2657,0.2469,0,0
6.6333,0.2959,0.5071,0.2529,0.2428,0,0
6.6500,0.3676,0.5414,0.2414,0.2362,0,0
6.6667,0.4223,0.5659,0.2368,0.2324,0,0
6.6833,0.4373,0.5723,0.2349,0.2313,0,0
6.7000,0.4288,0.5728,0.2277,0.2236,0,0
6.7167,0.4444,0.5779,0.2163,0.2139,0,0
6.7333,0.4812,0.5943,0.2097,0.2102,0,0
6.7500,0.5052,0.5930,0.2115,0.2140,0,0
6.7667,0.5027,0.5523,0.2197,0.2213,0,0
6.7833,0.4833,0.4984,0.2302,0.2301,0,0
6.8000,0.5339,0.5737,0.2412,0.2409,0,0
6.8167,0.5242,0.5530,0.2456,0.2467,0,0
6.8333,0.5003,0.5219,0.2453,0.2458,0,0
6.8500,0.4356,0.4675,0.2474,0.2467,0,0
6.8667,0.3526,0.4583,0.2499,0.2445,0,0
6.8833,0.2863,0.4811,0.2481,0.2302,0,0
6.9000,0.3385,0.5086,0.2202,0.1941,0,0
6.9167,0.3177,0.5250,0.2151,0.1876,0,0
6.9333,0.3129,0.5263,0.2496,0.2240,0,0
6.9500,0.2893,0.5085,0.2593,0.2356,0,0
6.9667,0.2629,0.5068,0.2352,0.2101,0,0
6.9833,0.1470,0.5204,0.1536,0.1164,0,0
7.0000,0.0000,0.5386,0.0073,0.0001,1,0
7.0167,0.0000,0.5456,0.0047,0.0001,1,0
7.0333,0.0000,0.5398,0.0044,0.0000,1,0
7.0500,0.0000,0.5130,0.0660,0.0009,1,0
7.0667,0.1548,0.4917,0.1769,0.1547,0,0
7.0833,0.1704,0.4771,0.2006,0.1626,0,0
7.1000,0.1568,0.4796,0.1906,0.1494,0,0
7.1167,0.1856,0.4677,0.2241,0.1896,0,0
7.1333,0.1895,0.4590,0.2317,0.1968,0,0
