t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
7.7333,0.4590,0.4756,0.2432,0.2377,0,0
7.7500,0.4722,0.4767,0.2404,0.2358,0,0
7.7667,0.4685,0.4692,0.2350,0.2298,0,0
7.7833,0.4628,0.4645,0.2340,0.2273,0,0
7.8000,0.4532,0.4527,0.2318,0.2211,0,0
7.8167,0.4126,0.4101,0.2235,0.2084,0,0
7.8333,0.3482,0.3447,0.2061,0.1888,0,0
7.8500,0.2931,0.2885,0.1877,0.1679,0,0
7.8667,0.1699,0.1770,0.1437,0.1425,0,0
7.8833,0.1577,0.1681,0.1462,0.1517,0,0
7.9000,0.1912,0.1962,0.1626,0.1673,0,0
7.9333,0.2589,0.2585,0.1862,0.1935,0,0
7.9500,0.2369,0.2643,0.1859,0.1950,0,0
7.9833,0.1647,0.3080,0.1948,0.2120,0,0
8.0000,0.2144,0.2972,0.1978,0.2096,0,0
8.0167,0.2588,0.2832,0.1975,0.2061,0,0
8.0333,0.2860,0.2794,0.1980,0.2056,0,0
8.0500,0.2850,0.2723,0.1967,0.2035,0,0
8.0667,0.2475,0.2600,0.1907,0.1995,0,0
8.0833,0.2441,0.2271,0.1802,0.1867,0,0
8.1667,0.0000,0.1291,0.1492,0.1477,1,0
8.1833,0.0000,0.1548,0.1318,0.1602,1,0
8.2167,0.0000,0.1642,0.1582,0.1645,1,0
8.2333,0.1928,0.1807,0.1617,0.1695,0,0
8.2500,0.2385,0.2357,0.1823,0.1927,0,0
8.2667,0.2026,0.1872,0.1670,0.1703,0,0
8.2833,0.2440,0.2351,0.1848,0.1918,0,0
8.3000,0.2791,0.2679,0.1986,0.2053,0,0
8.3167,0.2876,0.2727,0.2016,0.2074,0,0
8.3333,0.3125,0.2964,0.2102,0.2164,0,0
8.3500,0.3216,0.3038,0.2135,0.2196,0,0
8.3667,0.3063,0.2827,0.2046,0.2090,0,0
8.3833,0.3541,0.3359,0.2182,0.2265,0,0
8.4000,0.3933,0.3732,0.2256,0.2346,0,0
8.4167,0.4194,0.3921,0.2255,0.2339,0,0
8.4333,0.4604,0.4358,0.2321,0.2425,0,0
8.4500,0.4683,0.4435,0.2328,0.2434,0,0
8.4667,0.4983,0.4838,0.2418,0.2547,0,0
8.4833,0.5083,0.4887,0.2447,0.2574,0,0
8.5000,0.5201,0.4987,0.2459,0.2590,0,0
8.5167,0.5247,0.5108,0.2500,0.2631,0,0
8.5333,0.5260,0.5089,0.2502,0.2627,0,0
8.5500,0.5288,0.5095,0.2490,0.2616,0,0
8.5667,0.5343,0.5151,0.2487,0.2616,0,0
8.5833,0.5568,0.5366,0.2495,0.2626,0,0
8.6000,0.5632,0.5511,0.2511,0.2643,0,0
8.6167,0.5539,0.5625,0.2528,0.2658,0,0
8.6333,0.5513,0.5651,0.2537,0.2665,0,0
8.6500,0.5424,0.5754,0.2541,0.2667,0,0
8.6667,0.5358,0.5763,0.2569,0.2686,0,0
8.6833,0.5468,0.5787,0.2550,0.2668,0,0
8.7000,0.5471,0.5864,0.2535,0.2656,0,0
8.7167,0.5376,0.5959,0.2534,0.2656,0,0
8.7333,0.5270,0.6002,0.2541,0.2663,0,0
8.7500,0.5186,0.6018,0.2543,0.2664,0,0
8.7667,0.5112,0.6047,0.2546,0.2667,0,0
8.7833,0.5186,0.6022,0.2545,0.2664,0,0
8.8000,0.5202,0.6045,0.2543,0.2660,0,0
8.8167,0.5283,0.5920,0.2551,0.2666,0,0
8.8333,0.5351,0.5899,0.2554,0.2668,0,0
8.8500,0.5342,0.5958,0.2553,0.2665,0,0
8.8667,0.5409,0.5954,0.2537,0.2652,0,0
8.8833,0.5413,0.6019,0.2529,0.2645,0,0
8.9000,0.5466,0.6154,0.2501,0.2619,0,0
8.9167,0.5418,0.6217,0.2491,0.2614,0,0
8.9333,0.5301,0.6088,0.2463,0.2592,0,0
8.9500,0.5151,0.5958,0.2429,0.2559,0,0
8.9667,0.5002,0.5696,0.2403,0.2541,0,0
