t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
8.7833,0.0000,0.2788,0.2530,0.2546,1,0
8.8000,0.0000,0.2623,0.2286,0.2511,1,0
8.8167,0.0510,0.2732,0.2194,0.2520,0,0
8.8500,0.0737,0.3631,0.2766,0.2563,0,0
8.8667,0.0089,0.3377,0.2182,0.2541,0,0
8.8833,0.0000,0.3269,0.2652,0.2493,1,0
8.9000,0.0000,0.3815,0.2584,0.2623,1,0
8.9167,0.0105,0.4063,0.2648,0.2685,0,0
8.9333,0.0733,0.4320,0.2740,0.2654,0,0
8.9500,0.1595,0.4486,0.2588,0.2354,0,0
8.9667,0.2777,0.4347,0.1740,0.1307,0,0
8.9833,0.2483,0.4167,0.0003,0.0005,0,0
9.0000,0.2441,0.4390,0.0002,0.0003,0,0
9.0167,0.2444,0.4668,0.0002,0.0001,0,0
9.0333,0.2419,0.4800,0.0003,0.0000,0,0
9.0500,0.2410,0.4812,0.0003,0.0000,0,0
9.0667,0.2426,0.4718,0.0002,0.0000,0,0
9.0833,0.2320,0.4832,0.0003,0.0000,0,0
9.1000,0.2277,0.4797,0.0003,0.0000,0,0
9.1167,0.2153,0.4763,0.0003,0.0000,0,0
9.1333,0.1629,0.4656,0.0004,0.0000,0,0
9.1500,0.0000,0.4068,0.1590,0.2384,1,0
9.1667,0.0000,0.4185,0.1936,0.2500,1,0
9.1833,0.0000,0.4248,0.2060,0.2570,1,0
9.2000,0.0000,0.4310,0.2087,0.2586,1,0
9.2167,0.0000,0.4359,0.2099,0.2589,1,0
9.2333,0.0000,0.4513,0.2110,0.2588,1,0
9.2500,0.0000,0.4603,0.2115,0.2590,1,0
9.2667,0.0000,0.4813,0.2101,0.2571,1,0
9.2833,0.0000,0.4816,0.2128,0.2558,1,0
9.3000,0.0000,0.4784,0.2167,0.2551,1,0
9.3167,0.0000,0.4720,0.2178,0.2548,1,0
9.3333,0.0000,0.4885,0.2249,0.2562,1,0
9.3500,0.0000,0.4941,0.2312,0.2574,1,0
9.3667,0.0000,0.5086,0.2342,0.2588,1,0
9.3833,0.0000,0.5141,0.2351,0.2597,1,0
9.4000,0.0000,0.5103,0.2322,0.2609,1,0
9.4167,0.0000,0.5187,0.2301,0.2611,1,0
9.4333,0.0000,0.5195,0.2272,0.2618,1,0
9.4500,0.0000,0.5207,0.2260,0.2622,1,0
9.4667,0.0000,0.5226,0.2257,0.2626,1,0
9.4833,0.0000,0.5299,0.2242,0.2623,1,0
9.5000,0.0000,0.5356,0.2232,0.2624,1,0
9.5167,0.0000,0.5457,0.2236,0.2617,1,0
9.5333,0.0000,0.5541,0.2227,0.2611,1,0
9.5500,0.0000,0.5553,0.2263,0.2620,1,0
9.5667,0.0000,0.5262,0.2314,0.2607,1,0
9.5833,0.0000,0.5060,0.2288,0.2595,1,0
9.6000,0.0000,0.4955,0.2252,0.2584,1,0
9.6167,0.0000,0.4725,0.2202,0.2520,1,0
9.6333,0.0000,0.4661,0.2170,0.2503,1,0
9.6500,0.0000,0.4210,0.2075,0.2372,1,0
9.6667,0.0000,0.3598,0.1932,0.2181,1,0
9.6833,0.0000,0.2831,0.1904,0.1931,1,0
9.7000,0.0000,0.2368,0.1899,0.1769,1,0
9.7167,0.0000,0.1925,0.1980,0.1573,1,0
9.7333,0.0000,0.1598,0.2136,0.1435,1,0
9.7500,0.0000,0.1426,0.2304,0.1406,1,0
9.7667,0.0000,0.1568,0.2486,0.1516,1,0
9.7833,0.0000,0.0695,0.2272,0.1139,1,0
9.8000,0.0000,0.1150,0.2072,0.1366,1,0
