t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
7.0833,0.2808,0.4877,0.0043,0.0186,0,0
7.1000,0.2374,0.5043,0.0003,0.0000,0,0
7.1167,0.2398,0.5052,0.0003,0.0000,0,0
7.1333,0.2423,0.4989,0.0003,0.0000,0,0
7.1500,0.2245,0.4289,0.0002,0.0000,0,0
7.1667,0.1283,0.3060,0.2542,0.2246,0,0
7.1833,0.0193,0.2507,0.2698,0.2399,0,0
7.2000,0.0000,0.2256,0.2733,0.2416,1,0
7.2167,0.0000,0.2163,0.2760,0.2408,1,0
7.2333,0.0000,0.2073,0.2764,0.2391,1,0
7.2500,0.0000,0.2251,0.2764,0.2415,1,0
7.2667,0.0000,0.2496,0.2772,0.2452,1,0
7.2833,0.0000,0.2823,0.2769,0.2496,1,0
7.3000,0.0159,0.3215,0.2751,0.2513,0,0
7.3167,0.0538,0.3547,0.2749,0.2507,0,0
7.3333,0.1093,0.3988,0.2714,0.2450,0,0
7.3500,0.1735,0.4439,0.2616,0.2335,0,0
7.3667,0.2389,0.4758,0.2410,0.2096,0,0
7.3833,0.3111,0.4966,0.2034,0.1650,0,0
7.4000,0.4085,0.4843,0.0996,0.0081,0,0
7.4167,0.3582,0.5028,0.1760,0.1519,0,0
7.4333,0.2796,0.4979,0.2357,0.2055,0,0
7.4500,0.1982,0.4962,0.2569,0.2407,0,0
7.4667,0.0000,0.4982,0.2444,0.2600,1,0
7.4833,0.0000,0.5196,0.2349,0.2618,1,0
7.5000,0.0000,0.5285,0.2162,0.2616,1,0
7.5167,0.0000,0.5188,0.2060,0.2634,1,0
7.5333,0.0000,0.5073,0.1578,0.2630,1,0
7.5500,0.2337,0.5230,0.2682,0.2615,0,0
7.5667,0.2188,0.5270,0.2674,0.2623,0,0
7.5833,0.2126,0.5345,0.2661,0.2617,0,0
7.6000,0.2207,0.5329,0.2660,0.2617,0,0
7.6167,0.2299,0.5491,0.2646,0.2599,0,0
7.6333,0.2386,0.5656,0.2624,0.2575,0,0
7.6500,0.2275,0.5615,0.2624,0.2585,0,0
7.6667,0.2194,0.5719,0.2615,0.2587,0,0
7.6833,0.1839,0.5773,0.2587,0.2586,0,0
7.7000,0.1776,0.5591,0.2612,0.2612,0,0
7.7167,0.1651,0.5559,0.2605,0.2617,0,0
7.7333,0.1725,0.5588,0.2612,0.2620,0,0
7.7500,0.1809,0.5545,0.2616,0.2621,0,0
7.7667,0.1945,0.5253,0.2639,0.2635,0,0
7.7833,0.1960,0.5202,0.2667,0.2670,0,0
7.8000,0.1897,0.5177,0.2675,0.2679,0,0
7.8167,0.1822,0.5287,0.2677,0.2682,0,0
7.8333,0.1748,0.5365,0.2658,0.2667,0,0
7.8500,0.1492,0.5625,0.2639,0.2656,0,0
7.8667,0.1471,0.5702,0.2642,0.2656,0,0
7.8833,0.1059,0.5916,0.2580,0.2607,0,0
7.9000,0.1429,0.5382,0.2661,0.2676,0,0
7.9167,0.1058,0.4725,0.2613,0.2610,0,0
7.9333,0.0707,0.4440,0.2590,0.2573,0,0
7.9500,0.0547,0.4266,0.2565,0.2536,0,0
7.9667,0.0248,0.3977,0.2486,0.2456,0,0
7.9833,0.0000,0.3693,0.2421,0.2376,1,0
8.0000,0.0000,0.3582,0.2430,0.2348,1,0
8.0167,0.0000,0.3561,0.2437,0.2346,1,0
8.0333,0.0055,0.3791,0.2465,0.2427,0,0
8.0500,0.0360,0.4109,0.2548,0.2524,0,0
8.0667,0.0000,0.3298,0.2413,0.2270,1,0
8.0833,0.0000,0.3316,0.2378,0.2260,1,0
8.1000,0.0000,0.3058,0.2232,0.2085,1,0
8.1167,0.0000,0.3094,0.2092,0.2008,1,0
8.1333,0.0000,0.3242,0.2030,0.2010,1,0
8.1500,0.0000,0.3386,0.2027,0.2051,1,0
8.1667,0.0000,0.3540,0.2040,0.2101,1,0
8.1833,0.0000,0.3699,0.2086,0.2127,1,0
8.2000,0.0000,0.3605,0.2064,0.2138,1,0
8.2167,0.0000,0.3566,0.2122,0.2102,1,0
8.2333,0.0000,0.3674,0.2174,0.2113,1,0
8.2500,0.0000,0.3681,0.2213,0.2102,1,0
8.2667,0.0000,0.3902,0.2312,0.2087,1,0
8.2833,0.0000,0.3906,0.2257,0.2080,1,0
8.3000,0.0000,0.3902,0.2408,0.2110,1,0
8.3167,0.0000,0.3881,0.2542,0.2323,1,0
8.3333,0.0000,0.4054,0.2384,0.2237,1,0
8.4667,0.0000,0.0000,0.0431,0.0702,1,1
8.4833,0.0000,0.0000,0.0277,0.0856,1,1
8.5000,0.0000,0.0000,0.0286,0.0775,1,1
8.5167,0.0000,0.0000,0.0250,0.0770,1,1
8.5333,0.0000,0.0000,0.0024,0.0768,1,1
8.5500,0.0000,0.0000,0.0878,0.0981,1,1
8.5667,0.0342,0.0093,0.1200,0.1136,0,0
8.6667,0.0000,0.0000,0.0796,0.0940,1,1
8.7167,0.3549,0.5754,0.1673,0.0728,0,0
8.7333,0.3350,0.6125,0.2321,0.2151,0,0
8.7500,0.2596,0.6001,0.2658,0.2451,0,0
8.7667,0.1931,0.6080,0.2823,0.2614,0,0
8.7833,0.1699,0.5698,0.2823,0.2643,0,0
8.8000,0.1530,0.5393,0.2770,0.2678,0,0
8.8167,0.1466,0.5726,0.2832,0.2697,0,0
8.8333,0.1532,0.5673,0.2818,0.2702,0,0
8.8500,0.1592,0.5696,0.2847,0.2679,0,0
8.8667,0.2214,0.5652,0.2715,0.2517,0,0
8.8833,0.3121,0.5698,0.2234,0.1969,0,0
8.9000,0.4192,0.5326,0.1228,0.0715,0,0
8.9167,0.2039,0.5323,0.0005,0.0002,0,0
8.9333,0.2043,0.5392,0.0004,0.0001,0,0
8.9500,0.2012,0.5509,0.0005,0.0000,0,0
8.9667,0.2055,0.5470,0.0004,0.0003,0,0
8.9833,0.2088,0.5370,0.0004,0.0001,0,0
9.0000,0.2108,0.5222,0.0004,0.0000,0,0
9.0167,0.2147,0.5102,0.0004,0.0000,0,0
9.0333,0.2187,0.5115,0.0003,0.0000,0,0
9.0500,0.2177,0.5062,0.0004,0.0000,0,0
9.0667,0.2168,0.5022,0.0003,0.0000,0,0
9.0833,0.2188,0.4974,0.0003,0.0000,0,0
9.1000,0.2133,0.4910,0.0003,0.0000,0,0
9.1167,0.2008,0.4867,0.0004,0.0000,0,0
9.1333,0.1912,0.4874,0.0004,0.0000,0,0
9.1500,0.2001,0.4862,0.0003,0.0000,0,0
9.1667,0.2074,0.4791,0.0003,0.0000,0,0
9.1833,0.2138,0.4757,0.0003,0.0000,0,0
9.2000,0.2171,0.4746,0.0003,0.0000,0,0
9.2167,0.2208,0.4634,0.0003,0.0000,0,0
9.2333,0.4017,0.4495,0.0890,0.0024,0,0
9.2500,0.3718,0.4328,0.1139,0.0634,0,0
9.2667,0.3103,0.4197,0.1807,0.1428,0,0
9.2833,0.2825,0.4140,0.2031,0.1608,0,0
9.3000,0.2509,0.4088,0.2252,0.1851,0,0
9.3167,0.2369,0.4128,0.2364,0.1972,0,0
9.3333,0.2179,0.4178,0.2488,0.2133,0,0
9.3500,0.2332,0.4278,0.2397,0.2017,0,0
9.3667,0.2580,0.4466,0.2300,0.1911,0,0
9.3833,0.2791,0.4676,0.2264,0.1890,0,0
9.4000,0.2175,0.4726,0.2624,0.2320,0,0
9.4167,0.1664,0.4695,0.2779,0.2504,0,0
9.4333,0.1276,0.4749,0.2841,0.2640,0,0
9.4500,0.0782,0.4811,0.2715,0.2634,0,0
9.4667,0.0000,0.4881,0.2607,0.2611,1,0
9.4833,0.0000,0.5129,0.2332,0.2584,1,0
9.5000,0.0000,0.5371,0.2166,0.2594,1,0
9.5167,0.0000,0.5274,0.2148,0.2639,1,0
9.5333,0.0000,0.4956,0.2040,0.2676,1,0
9.5500,0.0000,0.4788,0.1495,0.2688,1,0
9.5667,0.2232,0.4625,0.2706,0.2674,0,0
9.5833,0.2338,0.4755,0.2700,0.2671,0,0
9.6000,0.2361,0.4919,0.2690,0.2662,0,0
9.6167,0.2463,0.5034,0.2674,0.2652,0,0
9.6333,0.2331,0.5353,0.2668,0.2656,0,0
9.6500,0.2053,0.5444,0.2650,0.2657,0,0
9.6667,0.1959,0.5445,0.2647,0.2658,0,0
9.6833,0.1912,0.5240,0.2655,0.2670,0,0
9.7000,0.1824,0.5134,0.2656,0.2679,0,0
9.7167,0.1838,0.5226,0.2663,0.2690,0,0
9.7333,0.1836,0.5376,0.2670,0.2697,0,0
9.7500,0.1857,0.5454,0.2676,0.2702,0,0
9.7667,0.1813,0.5613,0.2669,0.2697,0,0
9.7833,0.1774,0.5608,0.2673,0.2699,0,0
9.8000,0.1740,0.5719,0.2677,0.2699,0,0
9.8167,0.1741,0.5852,0.2662,0.2677,0,0
9.8333,0.1597,0.5816,0.2646,0.2666,0,0
9.8500,0.1291,0.5483,0.2587,0.2614,0,0
9.8667,0.1007,0.5137,0.2533,0.2568,0,0
9.8833,0.0910,0.4640,0.2452,0.2487,0,0
9.9000,0.0597,0.4283,0.2423,0.2446,0,0
9.9167,0.0378,0.4098,0.2413,0.2423,0,0
9.9333,0.0258,0.3963,0.2405,0.2414,0,0
9.9500,0.0252,0.3954,0.2420,0.2431,0,0
9.9667,0.0394,0.4124,0.2485,0.2492,0,0
9.9833,0.0473,0.4160,0.2496,0.2495,0,0
10.0000,0.0536,0.4222,0.2506,0.2508,0,0
10.0167,0.0341,0.3964,0.2415,0.2411,0,0
10.0333,0.0354,0.3983,0.2384,0.2398,0,0
10.0500,0.0268,0.3872,0.2299,0.2322,0,0
10.0667,0.0293,0.3852,0.2189,0.2216,0,0
10.0833,0.0281,0.3916,0.2196,0.2248,0,0
10.1000,0.0207,0.3815,0.2149,0.2196,0,0
10.1167,0.0164,0.3786,0.2121,0.2173,0,0
10.1333,0.0005,0.3717,0.2062,0.2107,0,0
10.1500,0.0000,0.3800,0.2117,0.1996,1,0
10.1667,0.0000,0.4000,0.2126,0.2061,1,0
10.1833,0.0000,0.3944,0.2242,0.2005,1,0
10.2000,0.0000,0.3957,0.2137,0.2077,1,0
10.2167,0.0000,0.4315,0.2297,0.2159,1,0
10.2333,0.0000,0.4606,0.2389,0.2314,1,0
10.2500,0.0000,0.5071,0.2496,0.2439,1,0
10.2667,0.0000,0.5405,0.2599,0.2556,1,0
10.2833,0.0000,0.5678,0.2629,0.2617,1,0
10.3000,0.0000,0.6216,0.2445,0.2629,1,0
10.3167,0.0000,0.5933,0.1979,0.2586,1,0
10.3333,0.0000,0.5467,0.1291,0.2432,1,0
10.3500,0.0000,0.5264,0.0968,0.2243,1,0
10.3667,0.0000,0.4988,0.0984,0.2104,1,0
10.3833,0.0000,0.4919,0.1170,0.2168,1,0
10.4000,0.0000,0.4833,0.1092,0.1932,1,0
10.4167,0.0000,0.5071,0.0895,0.1661,1,0
10.4333,0.0000,0.4602,0.0783,0.1104,1,0
10.4500,0.0000,0.0835,0.0430,0.0000,1,0
10.4667,0.0000,0.2669,0.0340,0.0005,1,0
10.4833,0.0000,0.4208,0.0221,0.0404,1,0
10.5000,0.0000,0.4562,0.0761,0.1566,1,0
10.5167,0.0000,0.4006,0.1652,0.2241,1,0
10.5333,0.0000,0.2850,0.2278,0.2545,1,0
10.5500,0.0000,0.1809,0.2545,0.2627,1,0
10.5667,0.0000,0.1318,0.2622,0.2611,1,0
10.5833,0.0260,0.1071,0.2637,0.2580,0,0
10.6000,0.0000,0.0865,0.2599,0.2543,1,0
10.6167,0.0000,0.1252,0.2375,0.2616,1,0
10.6333,0.0000,0.2025,0.1347,0.2660,1,0
10.6500,0.0000,0.3002,0.0552,0.2566,1,0
10.6667,0.1998,0.4643,0.1820,0.2056,0,0
10.6833,0.0000,0.4928,0.0032,0.0964,1,0
10.7000,0.0000,0.4673,0.0033,0.0180,1,0
10.7167,0.1856,0.3674,0.2609,0.2435,0,0
10.7333,0.0520,0.2072,0.2613,0.2639,0,0
10.7500,0.0000,0.1634,0.2462,0.2584,1,0
10.7667,0.0000,0.1568,0.2423,0.2560,1,0
10.7833,0.0000,0.1499,0.2383,0.2536,1,0
10.8000,0.0000,0.1395,0.2406,0.2527,1,0
10.8167,0.0000,0.1164,0.2452,0.2513,1,0
10.8333,0.0000,0.0980,0.2430,0.2495,1,0
10.8500,0.0000,0.0716,0.2408,0.2469,1,0
10.8667,0.0000,0.0546,0.2393,0.2464,1,0
10.8833,0.0000,0.0426,0.2334,0.2451,1,0
10.9000,0.0000,0.0070,0.2277,0.2370,1,0
10.9167,0.0000,0.0000,0.2267,0.2385,1,1
10.9333,0.0000,0.0000,0.2270,0.2399,1,1
10.9500,0.0000,0.0153,0.2335,0.2456,1,0
10.9667,0.0000,0.0173,0.2296,0.2467,1,0
10.9833,0.0000,0.0330,0.2360,0.2513,1,0
11.0000,0.0000,0.0448,0.2367,0.2550,1,0
11.0167,0.0158,0.0494,0.2372,0.2565,0,0
11.0333,0.0000,0.0567,0.2415,0.2576,1,0
11.0500,0.0000,0.0654,0.2488,0.2593,1,0
11.0667,0.0021,0.0873,0.2525,0.2635,0,0
11.0833,0.0700,0.1554,0.2645,0.2720,0,0
11.1000,0.1885,0.3043,0.2600,0.2623,0,0
11.1167,0.1846,0.3580,0.2505,0.2492,0,0
11.1333,0.2316,0.3781,0.2350,0.2403,0,0
11.1500,0.2615,0.2531,0.2579,0.2658,0,0
11.1667,0.2831,0.2138,0.2612,0.2678,0,0
11.1833,0.3734,0.1921,0.2576,0.2654,0,0
11.2000,0.4152,0.1995,0.2546,0.2641,0,0
11.2167,0.4361,0.2115,0.2516,0.2627,0,0
11.2333,0.4609,0.2105,0.2510,0.2626,0,0
11.2500,0.4567,0.2165,0.2494,0.2619,0,0
11.2667,0.4863,0.2162,0.2490,0.2612,0,0
11.2833,0.4741,0.2163,0.2514,0.2642,0,0
11.3000,0.4613,0.2190,0.2529,0.2667,0,0
11.3167,0.4358,0.2274,0.2545,0.2697,0,0
11.3333,0.4235,0.2283,0.2554,0.2712,0,0
11.3500,0.4144,0.2286,0.2558,0.2720,0,0
11.3667,0.4110,0.2354,0.2543,0.2715,0,0
11.3833,0.4109,0.2402,0.2540,0.2714,0,0
11.4000,0.4114,0.2456,0.2531,0.2710,0,0
11.4167,0.4105,0.2570,0.2513,0.2700,0,0
11.4333,0.4118,0.2525,0.2512,0.2699,0,0
11.4500,0.4041,0.2453,0.2527,0.2705,0,0
11.4667,0.4000,0.2395,0.2542,0.2712,0,0
11.4833,0.4100,0.2221,0.2567,0.2721,0,0
11.5000,0.4198,0.2123,0.2593,0.2731,0,0
11.5167,0.4336,0.1889,0.2614,0.2728,0,0
11.5333,0.4388,0.1725,0.2622,0.2721,0,0
11.5500,0.4363,0.1717,0.2609,0.2711,0,0
11.5667,0.4367,0.1693,0.2597,0.2696,0,0
11.5833,0.4420,0.1880,0.2574,0.2692,0,0
11.6000,0.4439,0.1662,0.2574,0.2668,0,0
11.6167,0.4403,0.1408,0.2576,0.2642,0,0
11.6333,0.4414,0.1206,0.2568,0.2612,0,0
11.6500,0.4360,0.0648,0.2541,0.2532,0,0
11.6667,0.4311,0.0466,0.2516,0.2482,0,0
11.6833,0.4542,0.0279,0.2463,0.2399,0,0
11.7000,0.4699,0.0210,0.2436,0.2376,0,0
11.7167,0.4589,0.0021,0.2406,0.2332,0,0
11.7333,0.4412,0.0000,0.2380,0.2341,0,1
11.7500,0.4386,0.0000,0.2390,0.2372,0,1
11.7667,0.4492,0.0000,0.2415,0.2375,0,1
11.7833,0.4639,0.0070,0.2438,0.2387,0,0
11.8000,0.4605,0.0024,0.2421,0.2349,0,0
11.8167,0.4668,0.0083,0.2411,0.2317,0,0
11.8333,0.4611,0.0135,0.2382,0.2159,0,0
11.8500,0.4674,0.0375,0.2381,0.2120,0,0
11.8667,0.4901,0.0649,0.2350,0.2066,0,0
11.8833,0.5119,0.1022,0.2321,0.2070,0,0
11.9000,0.5543,0.1812,0.2194,0.2030,0,0
11.9167,0.5705,0.2028,0.2154,0.2048,0,0
11.9333,0.5782,0.1997,0.2169,0.2105,0,0
