t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
6.9500,0.4958,0.4376,0.1226,0.0523,0,0
6.9667,0.1806,0.4402,0.0423,0.0003,0,0
6.9833,0.0000,0.4723,0.0002,0.0000,1,0
7.0000,0.1334,0.4031,0.2262,0.1922,0,0
7.0167,0.1143,0.3153,0.2660,0.2547,0,0
7.0333,0.0642,0.2944,0.2592,0.2576,0,0
7.0500,0.0468,0.2968,0.2548,0.2586,0,0
7.0667,0.0047,0.2918,0.2517,0.2582,0,0
7.0833,0.0061,0.3078,0.2525,0.2597,0,0
7.1000,0.0000,0.3171,0.2523,0.2605,1,0
7.1167,0.0000,0.3226,0.2586,0.2608,1,0
7.1333,0.0000,0.3393,0.2633,0.2625,1,0
7.1500,0.0000,0.3521,0.2669,0.2637,1,0
7.1667,0.0147,0.3795,0.2642,0.2659,0,0
7.1833,0.0547,0.4102,0.2671,0.2675,0,0
7.2000,0.1186,0.4456,0.2699,0.2666,0,0
7.2167,0.1875,0.4719,0.2688,0.2562,0,0
7.2333,0.1672,0.4724,0.2428,0.2183,0,0
7.2500,0.0001,0.4812,0.1052,0.0188,0,0
7.2667,0.0000,0.5085,0.0130,0.0009,1,0
7.2833,0.1851,0.4866,0.1843,0.1534,0,0
7.3000,0.2306,0.4681,0.2410,0.2187,0,0
7.3167,0.3988,0.4508,0.2257,0.2277,0,0
7.3333,0.4545,0.4615,0.2381,0.2389,0,0
7.3500,0.4555,0.4645,0.2460,0.2472,0,0
7.3667,0.4587,0.4707,0.2518,0.2531,0,0
7.3833,0.4779,0.4908,0.2492,0.2505,0,0
7.4000,0.4963,0.5215,0.2487,0.2501,0,0
7.4167,0.4981,0.5403,0.2506,0.2524,0,0
7.4333,0.4895,0.5517,0.2523,0.2544,0,0
7.4500,0.4886,0.5495,0.2535,0.2559,0,0
7.4667,0.4947,0.5535,0.2545,0.2571,0,0
7.4833,0.4791,0.5440,0.2575,0.2604,0,0
7.5000,0.4841,0.5427,0.2583,0.2612,0,0
7.5167,0.4834,0.5320,0.2599,0.2626,0,0
7.5333,0.4714,0.5179,0.2612,0.2640,0,0
7.5500,0.4759,0.5263,0.2604,0.2637,0,0
7.5667,0.4515,0.5083,0.2605,0.2644,0,0
7.5833,0.4332,0.4997,0.2595,0.2643,0,0
7.6000,0.4170,0.4931,0.2583,0.2639,0,0
7.6167,0.4091,0.4921,0.2571,0.2634,0,0
7.6333,0.3922,0.4888,0.2559,0.2629,0,0
7.6500,0.3908,0.5050,0.2562,0.2643,0,0
7.6667,0.4204,0.5261,0.2561,0.2633,0,0
7.6833,0.4395,0.5394,0.2560,0.2630,0,0
7.7000,0.4590,0.5518,0.2560,0.2625,0,0
7.7167,0.4582,0.5658,0.2571,0.2642,0,0
7.7333,0.4865,0.5790,0.2561,0.2625,0,0
7.7500,0.4751,0.5738,0.2590,0.2654,0,0
7.7667,0.4853,0.5744,0.2587,0.2646,0,0
7.7833,0.5080,0.5942,0.2566,0.2621,0,0
7.8000,0.5127,0.5886,0.2567,0.2618,0,0
7.8167,0.5036,0.4869,0.2424,0.2442,0,0
7.8333,0.4804,0.4657,0.2349,0.2353,0,0
7.8500,0.4863,0.4781,0.2386,0.2414,0,0
7.8667,0.4919,0.4863,0.2435,0.2480,0,0
7.8833,0.4939,0.4839,0.2433,0.2471,0,0
7.9000,0.5247,0.5211,0.2497,0.2552,0,0
7.9167,0.5234,0.5359,0.2551,0.2606,0,0
7.9333,0.5093,0.5381,0.2574,0.2627,0,0
7.9500,0.5021,0.5376,0.2609,0.2660,0,0
7.9667,0.5163,0.5007,0.2509,0.2548,0,0
7.9833,0.5034,0.4973,0.2501,0.2547,0,0
8.0000,0.4872,0.4792,0.2457,0.2498,0,0
8.0167,0.5109,0.5064,0.2462,0.2510,0,0
8.0333,0.5093,0.5049,0.2469,0.2511,0,0
8.0500,0.5118,0.5088,0.2500,0.2539,0,0
8.0667,0.5049,0.4917,0.2357,0.2392,0,0
8.0833,0.4925,0.4824,0.2294,0.2339,0,0
8.1000,0.4932,0.4811,0.2216,0.2263,0,0
8.1167,0.5002,0.4911,0.2212,0.2269,0,0
8.1333,0.5213,0.5202,0.2299,0.2358,0,0
8.1500,0.5397,0.5343,0.2303,0.2352,0,0
8.1667,0.5493,0.5505,0.2389,0.2425,0,0
8.1833,0.5735,0.5627,0.2279,0.2320,0,0
8.2000,0.5971,0.5863,0.2247,0.2297,0,0
8.2167,0.5957,0.5837,0.2216,0.2271,0,0
8.2333,0.5854,0.5686,0.2205,0.2262,0,0
8.2500,0.6071,0.5993,0.2278,0.2344,0,0
8.2667,0.6136,0.6032,0.2293,0.2358,0,0
8.2833,0.6359,0.6257,0.2290,0.2355,0,0
8.3000,0.6480,0.6423,0.2268,0.2337,0,0
8.3167,0.6385,0.7083,0.2215,0.2269,0,0
8.3333,0.6235,0.6940,0.2211,0.2272,0,0
8.3500,0.6176,0.6841,0.2191,0.2248,0,0
8.3667,0.6161,0.6770,0.2160,0.2215,0,0
8.3833,0.6057,0.6667,0.2229,0.2286,0,0
8.4000,0.5984,0.6607,0.2261,0.2318,0,0
8.4167,0.5951,0.6650,0.2244,0.2307,0,0
8.4333,0.5802,0.6721,0.2256,0.2324,0,0
8.4500,0.5609,0.6696,0.2276,0.2337,0,0
8.4667,0.5571,0.6698,0.2130,0.2187,0,0
8.4833,0.5553,0.6655,0.1929,0.1979,0,0
8.5000,0.5704,0.6685,0.1744,0.1809,0,0
8.5167,0.5850,0.6664,0.1925,0.1981,0,0
8.5333,0.5809,0.6568,0.1857,0.1911,0,0
8.5500,0.5716,0.6396,0.1647,0.1679,0,0
8.5667,0.5737,0.6451,0.1759,0.1843,0,0
8.5833,0.5811,0.6700,0.1892,0.1970,0,0
8.6000,0.5718,0.6470,0.2135,0.2185,0,0
8.6167,0.5648,0.6319,0.2256,0.2284,0,0
8.6333,0.5548,0.6162,0.2312,0.2343,0,0
8.6500,0.5467,0.5924,0.2337,0.2372,0,0
8.6667,0.5248,0.6011,0.2368,0.2405,0,0
8.6833,0.4881,0.5651,0.2321,0.2362,0,0
8.7000,0.4172,0.5424,0.2278,0.2289,0,0
8.7167,0.3515,0.5378,0.2274,0.2214,0,0
8.7333,0.3477,0.5064,0.2164,0.2160,0,0
8.7500,0.3720,0.4516,0.1446,0.1664,0,0
8.7667,0.4093,0.4750,0.0656,0.0681,0,0
8.7833,0.1511,0.4758,0.0657,0.0158,0,0
8.8000,0.0000,0.4824,0.0319,0.0009,1,0
8.8167,0.0000,0.4857,0.1012,0.0301,1,0
8.8333,0.0000,0.4743,0.0951,0.0538,1,0
8.8500,0.0578,0.4740,0.1532,0.1053,0,0
8.8667,0.1013,0.4734,0.1812,0.1364,0,0
8.8833,0.1255,0.4757,0.1931,0.1506,0,0
8.9000,0.1355,0.4758,0.1978,0.1575,0,0
8.9167,0.1777,0.4719,0.2218,0.1885,0,0
8.9333,0.2122,0.4639,0.2321,0.2008,0,0
8.9500,0.2087,0.4580,0.2342,0.2029,0,0
8.9667,0.2043,0.4605,0.2313,0.1988,0,0
8.9833,0.2075,0.4709,0.2331,0.2001,0,0
9.0000,0.1883,0.4726,0.2274,0.1946,0,0
9.0167,0.1717,0.4827,0.2157,0.1798,0,0
9.0333,0.1644,0.4924,0.2026,0.1651,0,0
9.0500,0.1293,0.4932,0.1738,0.1328,0,0
9.0667,0.1129,0.4970,0.1575,0.1120,0,0
9.0833,0.1247,0.4935,0.1617,0.1214,0,0
9.1000,0.1684,0.4998,0.1912,0.1566,0,0
9.1167,0.1825,0.5030,0.1848,0.1435,0,0
9.1333,0.2264,0.5107,0.1770,0.1429,0,0
9.1500,0.2856,0.4920,0.2204,0.2058,0,0
9.1667,0.3634,0.4751,0.2291,0.2280,0,0
9.1833,0.4086,0.4727,0.2366,0.2367,0,0
9.2000,0.4551,0.4995,0.2343,0.2345,0,0
9.2167,0.4813,0.5357,0.2323,0.2331,0,0
9.2333,0.4945,0.5632,0.2314,0.2329,0,0
9.2500,0.4815,0.5690,0.2376,0.2389,0,0
9.2667,0.4533,0.5504,0.2423,0.2449,0,0
9.2833,0.4367,0.5585,0.2457,0.2493,0,0
9.3000,0.4115,0.5612,0.2489,0.2520,0,0
9.3167,0.4144,0.5634,0.2504,0.2533,0,0
9.3333,0.4327,0.5601,0.2481,0.2516,0,0
9.3500,0.4332,0.5723,0.2502,0.2547,0,0
9.3667,0.4174,0.5597,0.2530,0.2574,0,0
9.3833,0.3993,0.5491,0.2536,0.2584,0,0
9.4000,0.4326,0.5572,0.2506,0.2562,0,0
9.4167,0.4519,0.5701,0.2542,0.2601,0,0
9.4333,0.4652,0.5772,0.2565,0.2625,0,0
9.4500,0.4809,0.5699,0.2580,0.2638,0,0
9.4667,0.4932,0.5678,0.2589,0.2644,0,0
9.4833,0.4998,0.5734,0.2598,0.2654,0,0
9.5000,0.5041,0.5798,0.2592,0.2649,0,0
9.5167,0.5222,0.6008,0.2575,0.2635,0,0
9.5333,0.5118,0.5844,0.2590,0.2645,0,0
9.5500,0.5153,0.5892,0.2585,0.2639,0,0
9.5667,0.5314,0.5755,0.2547,0.2603,0,0
9.5833,0.5085,0.5770,0.2575,0.2633,0,0
9.6000,0.5043,0.5638,0.2582,0.2637,0,0
9.6167,0.4967,0.5585,0.2617,0.2662,0,0
9.6333,0.4831,0.5326,0.2633,0.2670,0,0
9.6500,0.5012,0.5583,0.2614,0.2656,0,0
9.6667,0.5155,0.5102,0.2568,0.2608,0,0
9.6833,0.4720,0.4622,0.2471,0.2504,0,0
9.7000,0.4274,0.4156,0.2339,0.2365,0,0
9.7167,0.4120,0.4028,0.2289,0.2323,0,0
9.7333,0.3970,0.3859,0.2218,0.2249,0,0
9.7500,0.3959,0.3865,0.2203,0.2242,0,0
9.7667,0.4045,0.3969,0.2239,0.2285,0,0
9.7833,0.4180,0.4096,0.2270,0.2317,0,0
9.8000,0.4294,0.4231,0.2306,0.2358,0,0
9.8167,0.4313,0.4205,0.2279,0.2323,0,0
9.8333,0.4275,0.4147,0.2221,0.2262,0,0
9.8500,0.4390,0.4250,0.2240,0.2279,0,0
9.8667,0.4630,0.4479,0.2319,0.2347,0,0
9.8833,0.4795,0.4730,0.2389,0.2458,0,0
9.9000,0.4926,0.4877,0.2476,0.2548,0,0
9.9167,0.4915,0.4781,0.2388,0.2442,0,0
9.9333,0.4864,0.4787,0.2327,0.2387,0,0
9.9500,0.4927,0.4919,0.2410,0.2464,0,0
9.9667,0.5042,0.5085,0.2548,0.2578,0,0
9.9833,0.4916,0.4852,0.2471,0.2491,0,0
10.0000,0.4898,0.4875,0.2475,0.2493,0,0
10.0167,0.4940,0.4851,0.2357,0.2384,0,0
10.0333,0.5034,0.4970,0.2313,0.2354,0,0
10.0500,0.4865,0.4823,0.2294,0.2337,0,0
10.0667,0.5045,0.5092,0.2481,0.2506,0,0
10.0833,0.5323,0.5364,0.2558,0.2559,0,0
10.1000,0.5938,0.5961,0.2617,0.2629,0,0
10.1167,0.6017,0.5785,0.2426,0.2474,0,0
10.1333,0.4971,0.6215,0.2528,0.2601,0,0
10.1500,0.5016,0.6002,0.2448,0.2496,0,0
10.1667,0.4512,0.6400,0.2439,0.2447,0,0
10.1833,0.4482,0.6745,0.2380,0.2378,0,0
10.2000,0.4438,0.6668,0.2278,0.2277,0,0
10.2167,0.4592,0.6614,0.2181,0.2193,0,0
10.2333,0.4432,0.6679,0.2231,0.2239,0,0
10.2500,0.4511,0.6642,0.2266,0.2292,0,0
10.2667,0.4970,0.6658,0.2267,0.2328,0,0
10.2833,0.4444,0.6620,0.2247,0.2264,0,0
10.3000,0.4608,0.6716,0.2065,0.2078,0,0
10.3167,0.4959,0.6863,0.1805,0.1835,0,0
10.3333,0.5151,0.6944,0.1713,0.1744,0,0
10.3500,0.5474,0.6936,0.1547,0.1609,0,0
10.3667,0.5810,0.6955,0.1396,0.1471,0,0
10.3833,0.5933,0.6917,0.1395,0.1487,0,0
10.4000,0.5748,0.6822,0.1536,0.1600,0,0
10.4167,0.5604,0.6636,0.1948,0.1984,0,0
10.4333,0.5539,0.6588,0.2219,0.2258,0,0
10.4500,0.5530,0.6214,0.2333,0.2361,0,0
10.4667,0.5600,0.6189,0.2419,0.2456,0,0
10.4833,0.5534,0.6100,0.2475,0.2519,0,0
10.5000,0.5223,0.5828,0.2480,0.2539,0,0
10.5167,0.4600,0.5647,0.2417,0.2468,0,0
10.5333,0.4450,0.5225,0.2079,0.2161,0,0
10.5500,0.4158,0.4862,0.1970,0.2053,0,0
10.5667,0.4063,0.4915,0.1376,0.1392,0,0
10.5833,0.4120,0.4938,0.1106,0.1087,0,0
10.6000,0.3773,0.4801,0.1454,0.1377,0,0
10.6167,0.3345,0.4779,0.1920,0.1728,0,0
10.6333,0.2101,0.4911,0.1847,0.1510,0,0
10.6500,0.1470,0.4957,0.1749,0.1392,0,0
10.6667,0.1236,0.5040,0.1680,0.1291,0,0
10.6833,0.0000,0.5050,0.0584,0.0023,1,0
10.7000,0.0000,0.5167,0.0274,0.0000,1,0
10.7167,0.0000,0.5221,0.0727,0.0016,1,0
10.7333,0.1589,0.4822,0.1774,0.1538,0,0
10.7500,0.2294,0.4720,0.2124,0.1788,0,0
10.7667,0.2814,0.4693,0.2343,0.2028,0,0
10.7833,0.2768,0.4654,0.2514,0.2219,0,0
10.8000,0.2584,0.4564,0.2561,0.2280,0,0
10.8167,0.2362,0.4473,0.2628,0.2372,0,0
10.8333,0.2287,0.4452,0.2654,0.2425,0,0
10.8500,0.2300,0.4505,0.2657,0.2446,0,0
10.8667,0.2213,0.4541,0.2677,0.2470,0,0
10.8833,0.2090,0.4587,0.2703,0.2483,0,0
10.9000,0.1998,0.4676,0.2722,0.2484,0,0
10.9167,0.1952,0.4757,0.2731,0.2478,0,0
10.9333,0.1959,0.4821,0.2732,0.2472,0,0
10.9500,0.1989,0.4773,0.2716,0.2488,0,0
10.9667,0.2003,0.4822,0.2709,0.2471,0,0
10.9833,0.2006,0.4820,0.2704,0.2468,0,0
