t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
7.6667,0.5395,0.5188,0.2486,0.2492,0,0
7.6833,0.5249,0.5155,0.2509,0.2511,0,0
7.7000,0.5288,0.5338,0.2495,0.2493,0,0
7.7167,0.5195,0.5330,0.2509,0.2508,0,0
7.7333,0.5117,0.5356,0.2519,0.2516,0,0
7.7500,0.5071,0.5412,0.2520,0.2515,0,0
7.7667,0.5136,0.5475,0.2510,0.2505,0,0
7.7833,0.5007,0.5441,0.2518,0.2512,0,0
7.8000,0.5039,0.5328,0.2504,0.2499,0,0
7.8167,0.4932,0.5102,0.2482,0.2475,0,0
7.8333,0.4927,0.5136,0.2451,0.2455,0,0
7.8500,0.4780,0.5159,0.2413,0.2420,0,0
7.8667,0.4712,0.5000,0.2408,0.2424,0,0
7.8833,0.4503,0.4842,0.2320,0.2352,0,0
7.9000,0.4372,0.4760,0.2303,0.2342,0,0
7.9167,0.4246,0.4795,0.2250,0.2285,0,0
7.9333,0.4306,0.4909,0.2164,0.2203,0,0
7.9500,0.4173,0.4885,0.2074,0.2134,0,0
7.9667,0.3867,0.4876,0.2006,0.2062,0,0
7.9833,0.2721,0.4966,0.2052,0.1908,0,0
8.0000,0.3127,0.4817,0.1727,0.1449,0,0
8.0167,0.2770,0.4824,0.2019,0.1785,0,0
8.0333,0.2440,0.4828,0.2279,0.2029,0,0
8.0500,0.2392,0.4783,0.2372,0.2099,0,0
8.0667,0.2302,0.4718,0.2411,0.2148,0,0
8.0833,0.2412,0.4716,0.2378,0.2115,0,0
8.1000,0.2293,0.4680,0.2385,0.2118,0,0
8.1167,0.2238,0.4602,0.2407,0.2152,0,0
8.1333,0.2228,0.4650,0.2407,0.2154,0,0
8.1500,0.2271,0.4668,0.2421,0.2173,0,0
8.1667,0.2167,0.4667,0.2337,0.2080,0,0
8.1833,0.2077,0.4629,0.2307,0.2048,0,0
8.2000,0.1940,0.4629,0.2138,0.1837,0,0
8.2167,0.1902,0.4564,0.2108,0.1791,0,0
8.2333,0.1994,0.4665,0.2210,0.1924,0,0
8.2500,0.2203,0.4877,0.2251,0.1977,0,0
